pair,side,entry_date,exit_date,entry_close,exit_close,pnl_pct,duration_days,exit_reason
USDCAD,short,2019-12-27,2020-01-23,1.310800,1.313900,-0.002365,27,stop
USDCAD,long,2020-02-06,2020-04-13,1.328430,1.396840,0.051497,67,stop
USDCAD,short,2020-05-15,2020-06-29,1.403300,1.367830,0.025276,45,stop
USDCAD,long,2020-10-02,2020-10-12,1.328400,1.313000,-0.011593,10,stop
USDCAD,short,2020-10-30,2020-11-02,1.331530,1.336790,-0.003950,3,stop
USDCAD,long,2021-02-19,2021-02-22,1.268090,1.259870,-0.006482,3,stop
USDCAD,short,2021-02-22,2021-04-08,1.259870,1.261270,-0.001111,45,stop
USDCAD,long,2021-06-30,2021-10-08,1.239620,1.254700,0.012165,100,stop
USDCAD,short,2021-10-15,2021-11-11,1.237460,1.248650,-0.009043,27,stop
USDCAD,long,2021-11-29,2022-01-03,1.272480,1.265880,-0.005187,35,stop
USDCAD,short,2022-01-19,2022-01-28,1.249750,1.274570,-0.019860,9,stop
USDCAD,long,2022-02-22,2022-03-21,1.275600,1.260580,-0.011775,27,stop
USDCAD,short,2022-03-29,2022-04-12,1.251820,1.264010,-0.009738,14,stop
USDCAD,long,2022-05-03,2022-05-27,1.287400,1.277300,-0.007845,24,stop
USDCAD,short,2022-06-13,2022-06-14,1.279760,1.289000,-0.007220,1,stop
USDCAD,long,2022-06-30,2022-07-28,1.288330,1.281710,-0.005138,28,stop
USDCAD,short,2022-08-12,2022-08-22,1.276290,1.300030,-0.018601,10,stop
USDCAD,long,2022-09-01,2022-10-27,1.314120,1.355200,0.031260,56,stop
USDCAD,short,2022-11-17,2022-11-30,1.333550,1.358360,-0.018605,13,stop
USDCAD,long,2022-12-22,2023-01-09,1.361270,1.343520,-0.013039,18,stop
USDCAD,short,2023-01-20,2023-02-22,1.346380,1.353490,-0.005281,33,stop
USDCAD,long,2023-03-02,2023-03-29,1.358960,1.359330,0.000272,27,stop
USDCAD,short,2023-04-14,2023-04-26,1.334000,1.361840,-0.020870,12,stop
USDCAD,long,2023-06-06,2023-06-07,1.344800,1.339860,-0.003673,1,stop
USDCAD,short,2023-06-13,2023-07-07,1.336300,1.336540,-0.000180,24,stop
USDCAD,long,2023-08-11,2023-09-19,1.344480,1.348700,0.003139,39,stop
USDCAD,short,2023-12-05,2024-01-15,1.353900,1.340940,0.009572,41,stop
USDCAD,long,2024-02-02,2024-05-16,1.338300,1.359700,0.015990,104,stop
USDCAD,short,2024-06-05,2024-06-10,1.367620,1.375900,-0.006054,5,stop
USDCAD,long,2024-06-18,2024-07-04,1.371330,1.363330,-0.005834,16,stop
USDCAD,short,2024-07-12,2024-07-23,1.362440,1.376120,-0.010041,11,stop
USDCAD,long,2024-07-29,2024-08-14,1.382800,1.370910,-0.008598,16,stop
USDCAD,short,2024-08-28,2024-09-18,1.344770,1.359210,-0.010738,21,stop
