date,eu_2y_pct,us_2y_pct,rate_diff_pp,d_diff_pp,d_diff_lagged_signal,eurusd_close,eurusd_return,position,gross_return,cost,net_return,cum_gross,cum_net
2010-02-08,1.197433,0.790000,0.407433,-0.068420,-0.012341,1.365467,-0.001857,1.000000,-0.001857,0.000366,-0.002223,0.977282,0.971588
2010-02-09,1.200920,0.840000,0.360920,-0.046513,-0.068420,1.378208,0.009331,-1.000000,-0.009331,0.000363,-0.009693,0.968163,0.962170
2010-02-10,1.198496,0.910000,0.288496,-0.072424,-0.046513,1.375327,-0.002091,-1.000000,0.002091,0.000000,0.002091,0.970187,0.964182
2010-02-11,1.228504,0.910000,0.318504,0.030008,-0.072424,1.368176,-0.005199,-1.000000,0.005199,0.000000,0.005199,0.975231,0.969194
2010-02-12,1.181848,0.840000,0.341848,0.023345,0.030008,1.363494,-0.003422,-1.000000,0.003422,0.000000,0.003422,0.978569,0.972511
2010-02-15,1.179998,0.840000,0.339998,-0.001850,0.023345,1.360304,-0.002340,1.000000,-0.002340,0.000368,-0.002707,0.976279,0.969879
2010-02-16,1.187939,0.820000,0.367939,0.027941,-0.001850,1.376709,0.012060,1.000000,0.012060,0.000000,0.012060,0.988053,0.981575
2010-02-17,1.144834,0.870000,0.274834,-0.093105,0.027941,1.360692,-0.011634,-1.000000,0.011634,0.000367,0.011267,0.999548,0.992634
2010-02-18,1.145558,0.900000,0.245558,-0.029276,-0.093105,1.346149,-0.010688,1.000000,-0.010688,0.000371,-0.011060,0.988865,0.981656
2010-02-19,1.180797,0.950000,0.230797,-0.014761,-0.029276,1.361507,0.011409,-1.000000,-0.011409,0.000367,-0.011777,0.977582,0.970095
2010-02-22,1.175468,0.910000,0.265468,0.034670,-0.014761,1.360563,-0.000694,-1.000000,0.000694,0.000000,0.000694,0.978260,0.970768
2010-02-23,1.080315,0.870000,0.210315,-0.055152,0.034670,1.352704,-0.005776,-1.000000,0.005776,0.000000,0.005776,0.983911,0.976375
2010-02-24,1.094977,0.870000,0.224977,0.014662,-0.055152,1.354316,0.001192,1.000000,0.001192,0.000369,0.000823,0.985084,0.977179
2010-02-25,1.045815,0.820000,0.225815,0.000839,0.014662,1.353601,-0.000528,-1.000000,0.000528,0.000369,0.000159,0.985604,0.977334
2010-02-26,1.024754,0.810000,0.214754,-0.011062,0.000839,1.363104,0.007020,1.000000,0.007020,0.000367,0.006653,0.992523,0.983836
2010-03-01,1.043001,0.800000,0.243001,0.028248,-0.011062,1.356208,-0.005059,1.000000,-0.005059,0.000000,-0.005059,0.987502,0.978859
2010-03-02,1.029466,0.800000,0.229466,-0.013535,0.028248,1.362064,0.004318,-1.000000,-0.004318,0.000367,-0.004685,0.983238,0.974273
2010-03-03,1.071948,0.820000,0.251948,0.022482,-0.013535,1.370163,0.005946,1.000000,0.005946,0.000365,0.005582,0.989085,0.979711
2010-03-04,1.058626,0.860000,0.198626,-0.053322,0.022482,1.358400,-0.008585,-1.000000,0.008585,0.000368,0.008217,0.997576,0.987762
2010-03-05,1.085261,0.910000,0.175261,-0.023365,-0.053322,1.362899,0.003312,1.000000,0.003312,0.000367,0.002945,1.000880,0.990671
2010-03-08,1.073018,0.900000,0.173018,-0.002243,-0.023365,1.361693,-0.000885,-1.000000,0.000885,0.000367,0.000518,1.001766,0.991184
2010-03-09,1.051178,0.890000,0.161178,-0.011839,-0.002243,1.360692,-0.000735,-1.000000,0.000735,0.000000,0.000735,1.002502,0.991912
2010-03-10,1.076512,0.920000,0.156512,-0.004666,-0.011839,1.364331,0.002674,-1.000000,-0.002674,0.000000,-0.002674,0.999821,0.989259
2010-03-11,1.104037,0.970000,0.134037,-0.022475,-0.004666,1.368532,0.003079,-1.000000,-0.003079,0.000000,-0.003079,0.996743,0.986213
2010-03-12,1.141223,0.970000,0.171223,0.037186,-0.022475,1.376993,0.006183,-1.000000,-0.006183,0.000000,-0.006183,0.990580,0.980116
2010-03-15,1.118983,0.960000,0.158983,-0.012240,0.037186,1.367746,-0.006716,-1.000000,0.006716,0.000000,0.006716,0.997232,0.986698
2010-03-16,1.107689,0.930000,0.177689,0.018707,-0.012240,1.376879,0.006678,1.000000,0.006678,0.000363,0.006315,1.003892,0.992929
2010-03-17,1.040737,0.950000,0.090737,-0.086953,0.018707,1.373834,-0.002212,-1.000000,0.002212,0.000364,0.001848,1.006112,0.994764
2010-03-18,1.072961,0.980000,0.092961,0.002224,-0.086953,1.361396,-0.009053,1.000000,-0.009053,0.000367,-0.009420,0.997004,0.985393
2010-03-19,1.084867,1.020000,0.064867,-0.028093,0.002224,1.353693,-0.005658,-1.000000,0.005658,0.000369,0.005289,1.002645,0.990604
2010-03-22,1.070457,1.010000,0.060457,-0.004410,-0.028093,1.356705,0.002225,1.000000,0.002225,0.000369,0.001856,1.004876,0.992443
2010-03-23,1.047419,1.020000,0.027419,-0.033039,-0.004410,1.346801,-0.007300,-1.000000,0.007300,0.000371,0.006928,1.012212,0.999320
2010-03-24,1.069378,1.080000,-0.010622,-0.038040,-0.033039,1.333102,-0.010172,-1.000000,0.010172,0.000000,0.010172,1.022507,1.009484
2010-03-25,1.068210,1.100000,-0.031790,-0.021169,-0.038040,1.330707,-0.001796,-1.000000,0.001796,0.000000,0.001796,1.024344,1.011298
2010-03-26,1.085995,1.040000,0.045995,0.077785,-0.021169,1.341004,0.007738,-1.000000,-0.007738,0.000000,-0.007738,1.016418,1.003473
2010-03-29,1.061839,1.040000,0.021839,-0.024156,0.077785,1.348109,0.005298,-1.000000,-0.005298,0.000000,-0.005298,1.011033,0.998156
2010-03-30,1.072229,1.060000,0.012229,-0.009610,-0.024156,1.342408,-0.004229,1.000000,-0.004229,0.000372,-0.004601,1.006758,0.993563
2010-03-31,1.052205,1.020000,0.032205,0.019976,-0.009610,1.350804,0.006254,-1.000000,-0.006254,0.000370,-0.006624,1.000461,0.986982
2010-04-01,1.060046,1.050000,0.010046,-0.022160,0.019976,1.358400,0.005624,-1.000000,-0.005624,0.000000,-0.005624,0.994835,0.981431
2010-04-02,1.060046,1.110000,-0.049954,-0.060000,-0.022160,1.350494,-0.005821,1.000000,-0.005821,0.000370,-0.006191,0.989044,0.975355
2010-04-05,1.060046,1.180000,-0.119954,-0.070000,-0.060000,1.348909,-0.001174,-1.000000,0.001174,0.000371,0.000803,0.990205,0.976138
2010-04-06,1.077934,1.140000,-0.062066,0.057888,-0.070000,1.340195,-0.006460,-1.000000,0.006460,0.000000,0.006460,0.996602,0.982444
2010-04-07,1.064726,1.060000,0.004726,0.066792,0.057888,1.334846,-0.003991,-1.000000,0.003991,0.000000,0.003991,1.000579,0.986365
2010-04-08,1.034126,1.090000,-0.055874,-0.060600,0.066792,1.336112,0.000949,1.000000,0.000949,0.000374,0.000574,1.001528,0.986932
2010-04-09,1.089686,1.080000,0.009686,0.065559,-0.060600,1.350093,0.010463,1.000000,0.010463,0.000000,0.010463,1.012008,0.997258
2010-04-12,1.106053,1.070000,0.036053,0.026368,0.065559,1.359601,0.007043,-1.000000,-0.007043,0.000368,-0.007410,1.004880,0.989868
2010-04-13,1.067443,1.070000,-0.002557,-0.038611,0.026368,1.360859,0.000925,1.000000,0.000925,0.000367,0.000558,1.005810,0.990420
2010-04-14,1.060927,1.070000,-0.009073,-0.006515,-0.038611,1.365598,0.003482,1.000000,0.003482,0.000000,0.003482,1.009313,0.993869
2010-04-15,1.056532,1.040000,0.016532,0.025605,-0.006515,1.357405,-0.006000,-1.000000,0.006000,0.000368,0.005631,1.015368,0.999466
2010-04-16,1.017765,0.980000,0.037765,0.021233,0.025605,1.350402,-0.005158,-1.000000,0.005158,0.000000,0.005158,1.020606,1.004622
2010-04-19,1.000346,1.010000,-0.009654,-0.047419,0.021233,1.348727,-0.001241,1.000000,-0.001241,0.000371,-0.001612,1.019340,1.003003
2010-04-20,1.028176,1.050000,-0.021824,-0.012170,-0.047419,1.343508,-0.003869,1.000000,-0.003869,0.000000,-0.003869,1.015396,0.999122
2010-04-21,1.029918,1.030000,-0.000082,0.021742,-0.012170,1.338993,-0.003361,-1.000000,0.003361,0.000373,0.002987,1.018808,1.002107
2010-04-22,1.058336,1.070000,-0.011664,-0.011582,0.021742,1.326999,-0.008957,-1.000000,0.008957,0.000000,0.008957,1.027934,1.011083
2010-04-23,1.059075,1.100000,-0.040925,-0.029260,-0.011582,1.338401,0.008593,1.000000,0.008593,0.000374,0.008219,1.036767,1.019393
2010-04-26,1.094293,1.090000,0.004293,0.045218,-0.029260,1.340123,0.001287,-1.000000,-0.001287,0.000373,-0.001660,1.035433,1.017701
2010-04-27,1.081843,1.030000,0.051843,0.047550,0.045218,1.317072,-0.017201,-1.000000,0.017201,0.000000,0.017201,1.053243,1.035207
2010-04-28,1.083987,1.030000,0.053987,0.002143,0.047550,1.321283,0.003197,1.000000,0.003197,0.000378,0.002819,1.056611,1.038125
2010-04-29,1.065499,1.010000,0.055499,0.001513,0.002143,1.326295,0.003793,1.000000,0.003793,0.000000,0.003793,1.060619,1.042063
2010-04-30,1.011487,0.970000,0.041487,-0.014012,0.001513,1.329805,0.002646,1.000000,0.002646,0.000000,0.002646,1.063426,1.044820
2010-05-03,1.020214,1.000000,0.020214,-0.021274,-0.014012,1.319993,-0.007379,1.000000,-0.007379,0.000000,-0.007379,1.055579,1.037111
2010-05-04,0.982267,0.960000,0.022267,0.002053,-0.021274,1.296395,-0.017877,-1.000000,0.017877,0.000386,0.017492,1.074450,1.055252
2010-05-05,0.862375,0.880000,-0.017625,-0.039892,0.002053,1.281493,-0.011495,-1.000000,0.011495,0.000000,0.011495,1.086801,1.067382
2010-05-06,0.801717,0.750000,0.051717,0.069342,-0.039892,1.263296,-0.014200,1.000000,-0.014200,0.000396,-0.014595,1.071369,1.051803
2010-05-07,0.741124,0.830000,-0.088876,-0.140593,0.069342,1.275608,0.009746,-1.000000,-0.009746,0.000392,-0.010138,1.060927,1.041140
2010-05-10,0.817386,0.870000,-0.052614,0.036262,-0.140593,1.277923,0.001815,1.000000,0.001815,0.000391,0.001423,1.062853,1.042622
2010-05-11,0.826316,0.850000,-0.023684,0.028930,0.036262,1.262993,-0.011683,-1.000000,0.011683,0.000396,0.011287,1.075269,1.054390
2010-05-12,0.814651,0.890000,-0.075349,-0.051665,0.028930,1.263903,0.000720,1.000000,0.000720,0.000396,0.000325,1.076044,1.054732
2010-05-13,0.814999,0.870000,-0.055001,0.020348,-0.051665,1.254107,-0.007750,1.000000,-0.007750,0.000000,-0.007750,1.067704,1.046558
2010-05-14,0.758543,0.790000,-0.031457,0.023544,0.020348,1.236002,-0.014436,-1.000000,0.014436,0.000405,0.014032,1.083118,1.061243
2010-05-17,0.819014,0.810000,0.009014,0.040471,0.023544,1.239296,0.002664,1.000000,0.002664,0.000403,0.002261,1.086004,1.063643
2010-05-18,0.875249,0.760000,0.115249,0.106235,0.040471,1.217893,-0.017270,1.000000,-0.017270,0.000000,-0.017270,1.067249,1.045274
2010-05-19,0.860522,0.800000,0.060522,-0.054727,0.106235,1.239342,0.017611,1.000000,0.017611,0.000000,0.017611,1.086044,1.063682
2010-05-20,0.823528,0.760000,0.063528,0.003006,-0.054727,1.247894,0.006901,1.000000,0.006901,0.000000,0.006901,1.093539,1.071023
2010-05-21,0.832908,0.760000,0.072908,0.009380,0.003006,1.256708,0.007063,-1.000000,-0.007063,0.000398,-0.007461,1.085816,1.063032
2010-05-24,0.826545,0.770000,0.056545,-0.016362,0.009380,1.234995,-0.017278,1.000000,-0.017278,0.000405,-0.017682,1.067056,1.044235
2010-05-25,0.837997,0.810000,0.027997,-0.028548,-0.016362,1.234598,-0.000321,1.000000,-0.000321,0.000000,-0.000321,1.066713,1.043900
2010-05-26,0.893971,0.820000,0.073971,0.045974,-0.028548,1.217300,-0.014011,-1.000000,0.014011,0.000411,0.013600,1.081659,1.058097
2010-05-27,0.933957,0.870000,0.063957,-0.010014,0.045974,1.234797,0.014373,-1.000000,-0.014373,0.000000,-0.014373,1.066112,1.042889
2010-05-28,0.577498,0.760000,-0.182502,-0.246459,-0.010014,1.227401,-0.005990,1.000000,-0.005990,0.000407,-0.006397,1.059726,1.036218
2010-05-31,0.566074,0.760000,-0.193926,-0.011424,-0.246459,1.228788,0.001130,-1.000000,-0.001130,0.000407,-0.001537,1.058528,1.034625
2010-06-01,0.560946,0.780000,-0.219054,-0.025128,-0.011424,1.223301,-0.004465,-1.000000,0.004465,0.000000,0.004465,1.063255,1.039244
2010-06-02,0.569080,0.820000,-0.250920,-0.031866,-0.025128,1.223900,0.000490,-1.000000,-0.000490,0.000000,-0.000490,1.062734,1.038736
2010-06-03,0.601787,0.820000,-0.218213,0.032706,-0.031866,1.216945,-0.005683,-1.000000,0.005683,0.000000,0.005683,1.068774,1.044639
2010-06-04,0.580496,0.720000,-0.139504,0.078709,0.032706,1.197103,-0.016304,-1.000000,0.016304,0.000000,0.016304,1.086200,1.061671
2010-06-07,0.590801,0.740000,-0.149199,-0.009695,0.078709,1.192293,-0.004018,1.000000,-0.004018,0.000419,-0.004437,1.081835,1.056960
2010-06-08,0.579693,0.740000,-0.160307,-0.011107,-0.009695,1.197203,0.004118,1.000000,0.004118,0.000000,0.004118,1.086291,1.061313
2010-06-09,0.562667,0.740000,-0.177333,-0.017026,-0.011107,1.199199,0.001667,-1.000000,-0.001667,0.000417,-0.002084,1.084480,1.059101
2010-06-10,0.580261,0.790000,-0.209739,-0.032407,-0.017026,1.210903,0.009760,-1.000000,-0.009760,0.000000,-0.009760,1.073896,1.048765
2010-06-11,0.545572,0.750000,-0.204428,0.005311,-0.032407,1.211402,0.000412,-1.000000,-0.000412,0.000000,-0.000412,1.073453,1.048333
2010-06-14,0.570047,0.770000,-0.199953,0.004475,0.005311,1.221807,0.008589,-1.000000,-0.008589,0.000000,-0.008589,1.064233,1.039328
2010-06-15,0.604894,0.790000,-0.185106,0.014847,0.004475,1.231906,0.008266,1.000000,0.008266,0.000406,0.007860,1.073030,1.047498
2010-06-16,0.595265,0.750000,-0.154735,0.030371,0.014847,1.231194,-0.000579,1.000000,-0.000579,0.000000,-0.000579,1.072409,1.046891
2010-06-17,0.617745,0.720000,-0.102255,0.052481,0.030371,1.238206,0.005696,1.000000,0.005696,0.000000,0.005696,1.078517,1.052854
2010-06-18,0.656724,0.740000,-0.083276,0.018979,0.052481,1.239296,0.000880,1.000000,0.000880,0.000000,0.000880,1.079466,1.053781
2010-06-21,0.700397,0.740000,-0.039603,0.043673,0.018979,1.231603,-0.006207,1.000000,-0.006207,0.000000,-0.006207,1.072766,1.047240
2010-06-22,0.688158,0.710000,-0.021842,0.017761,0.043673,1.227506,-0.003327,1.000000,-0.003327,0.000000,-0.003327,1.069197,1.043756
2010-06-23,0.694193,0.660000,0.034193,0.056035,0.017761,1.231906,0.003585,1.000000,0.003585,0.000000,0.003585,1.073030,1.047498
2010-06-24,0.658724,0.670000,-0.011276,-0.045469,0.056035,1.233745,0.001493,1.000000,0.001493,0.000000,0.001493,1.074632,1.049061
2010-06-25,0.689058,0.650000,0.039058,0.050334,-0.045469,1.237302,0.002883,1.000000,0.002883,0.000000,0.002883,1.077730,1.052086
2010-06-28,0.691024,0.620000,0.071024,0.031966,0.050334,1.227702,-0.007759,-1.000000,0.007759,0.000407,0.007352,1.086092,1.059820
2010-06-29,0.654537,0.610000,0.044537,-0.026486,0.031966,1.218635,-0.007385,1.000000,-0.007385,0.000410,-0.007795,1.078071,1.051559
2010-06-30,0.693134,0.610000,0.083134,0.038596,-0.026486,1.223002,0.003584,1.000000,0.003584,0.000000,0.003584,1.081935,1.055327
2010-07-01,0.727280,0.630000,0.097280,0.014146,0.038596,1.250750,0.022689,-1.000000,-0.022689,0.000400,-0.023088,1.057387,1.030962
2010-07-02,0.726503,0.630000,0.096503,-0.000776,0.014146,1.257103,0.005079,1.000000,0.005079,0.000398,0.004681,1.062757,1.035787
2010-07-05,0.689285,0.630000,0.059285,-0.037218,-0.000776,1.253698,-0.002708,1.000000,-0.002708,0.000000,-0.002708,1.059879,1.032982
2010-07-06,0.726411,0.620000,0.106411,0.047126,-0.037218,1.262403,0.006943,-1.000000,-0.006943,0.000396,-0.007339,1.052520,1.025401
2010-07-07,0.707687,0.630000,0.077687,-0.028724,0.047126,1.263312,0.000720,-1.000000,-0.000720,0.000000,-0.000720,1.051763,1.024663
2010-07-08,0.774729,0.630000,0.144729,0.067042,-0.028724,1.269406,0.004824,1.000000,0.004824,0.000394,0.004430,1.056836,1.029202
2010-07-09,0.800656,0.630000,0.170656,0.025927,0.067042,1.264398,-0.003945,-1.000000,0.003945,0.000395,0.003550,1.061005,1.032855
2010-07-12,0.761172,0.650000,0.111172,-0.059484,0.025927,1.259002,-0.004268,1.000000,-0.004268,0.000397,-0.004665,1.056477,1.028037
2010-07-13,0.766256,0.670000,0.096256,-0.014916,-0.059484,1.272087,0.010393,1.000000,0.010393,0.000000,0.010393,1.067457,1.038721
2010-07-14,0.818025,0.620000,0.198025,0.101769,-0.014916,1.274048,0.001542,-1.000000,-0.001542,0.000392,-0.001934,1.065811,1.036712
2010-07-15,0.846245,0.610000,0.236245,0.038220,0.101769,1.292858,0.014764,-1.000000,-0.014764,0.000000,-0.014764,1.050075,1.021406
2010-07-16,0.836538,0.610000,0.226538,-0.009707,0.038220,1.293193,0.000259,1.000000,0.000259,0.000387,-0.000128,1.050347,1.021275
2010-07-19,0.891887,0.610000,0.281887,0.055350,-0.009707,1.293946,0.000582,1.000000,0.000582,0.000000,0.000582,1.050958,1.021870
2010-07-20,0.842441,0.610000,0.232441,-0.049446,0.055350,1.289308,-0.003584,-1.000000,0.003584,0.000388,0.003197,1.054725,1.025136
2010-07-21,0.802895,0.580000,0.222895,-0.009546,-0.049446,1.276797,-0.009704,1.000000,-0.009704,0.000392,-0.010095,1.044491,1.014787
2010-07-22,0.790024,0.600000,0.190024,-0.032871,-0.009546,1.290306,0.010581,-1.000000,-0.010581,0.000388,-0.010968,1.033439,1.003657
2010-07-23,0.808211,0.600000,0.208211,0.018187,-0.032871,1.291306,0.000775,-1.000000,-0.000775,0.000000,-0.000775,1.032639,1.002879
2010-07-26,0.858928,0.620000,0.238928,0.030717,0.018187,1.299900,0.006655,-1.000000,-0.006655,0.000000,-0.006655,1.025766,0.996205
2010-07-27,0.929391,0.650000,0.279391,0.040463,0.030717,1.299089,-0.000624,1.000000,-0.000624,0.000385,-0.001008,1.025126,0.995200
2010-07-28,0.898418,0.610000,0.288418,0.009027,0.040463,1.299224,0.000104,1.000000,0.000104,0.000000,0.000104,1.025233,0.995303
2010-07-29,0.905217,0.590000,0.315217,0.026799,0.009027,1.307805,0.006604,1.000000,0.006604,0.000000,0.006604,1.032004,1.001877
2010-07-30,0.871846,0.550000,0.321846,0.006629,0.026799,1.303900,-0.002986,1.000000,-0.002986,0.000000,-0.002986,1.028923,0.998885
2010-08-02,0.892049,0.560000,0.332049,0.010203,0.006629,1.317593,0.010501,1.000000,0.010501,0.000000,0.010501,1.039727,1.009375
2010-08-03,0.816502,0.530000,0.286502,-0.045546,0.010203,1.322506,0.003729,1.000000,0.003729,0.000000,0.003729,1.043605,1.013139
2010-08-04,0.816198,0.560000,0.256198,-0.030304,-0.045546,1.322506,0.000000,1.000000,0.000000,0.000000,0.000000,1.043605,1.013139
2010-08-05,0.823269,0.530000,0.293269,0.037071,-0.030304,1.315807,-0.005066,-1.000000,0.005066,0.000380,0.004686,1.048892,1.017887
2010-08-06,0.825556,0.500000,0.325556,0.032287,0.037071,1.318131,0.001766,-1.000000,-0.001766,0.000000,-0.001766,1.047039,1.016089
2010-08-09,0.798964,0.540000,0.258964,-0.066592,0.032287,1.328568,0.007918,1.000000,0.007918,0.000376,0.007542,1.055330,1.023752
2010-08-10,0.792192,0.520000,0.272192,0.013228,-0.066592,1.322996,-0.004194,1.000000,-0.004194,0.000000,-0.004194,1.050904,1.019459
2010-08-11,0.705547,0.540000,0.165547,-0.106645,0.013228,1.318496,-0.003402,-1.000000,0.003402,0.000379,0.003023,1.054479,1.022540
2010-08-12,0.680887,0.550000,0.130887,-0.034661,-0.106645,1.284406,-0.025855,1.000000,-0.025855,0.000389,-0.026244,1.027215,0.995704
2010-08-13,0.680176,0.540000,0.140176,0.009290,-0.034661,1.282989,-0.001103,-1.000000,0.001103,0.000390,0.000714,1.028349,0.996415
2010-08-16,0.661838,0.510000,0.151838,0.011662,0.009290,1.277090,-0.004598,-1.000000,0.004598,0.000000,0.004598,1.033077,1.000996
2010-08-17,0.686226,0.520000,0.166226,0.014387,0.011662,1.281197,0.003216,1.000000,0.003216,0.000390,0.002825,1.036399,1.003824
2010-08-18,0.665071,0.510000,0.155071,-0.011154,0.014387,1.287996,0.005307,1.000000,0.005307,0.000000,0.005307,1.041898,1.009151
2010-08-19,0.662996,0.490000,0.172996,0.017925,-0.011154,1.285645,-0.001826,1.000000,-0.001826,0.000000,-0.001826,1.039996,1.007309
2010-08-20,0.635119,0.490000,0.145119,-0.027877,0.017925,1.280803,-0.003766,-1.000000,0.003766,0.000390,0.003375,1.043913,1.010708
2010-08-23,0.642450,0.490000,0.152450,0.007331,-0.027877,1.271003,-0.007651,1.000000,-0.007651,0.000393,-0.008045,1.035925,1.002578
2010-08-24,0.581620,0.500000,0.081620,-0.070831,0.007331,1.263504,-0.005901,-1.000000,0.005901,0.000396,0.005505,1.042038,1.008097
2010-08-25,0.607434,0.530000,0.077434,-0.004186,-0.070831,1.263296,-0.000164,1.000000,-0.000164,0.000396,-0.000560,1.041867,1.007532
2010-08-26,0.631108,0.510000,0.121108,0.043674,-0.004186,1.266400,0.002457,-1.000000,-0.002457,0.000395,-0.002852,1.039307,1.004659
2010-08-27,0.636848,0.560000,0.076848,-0.044260,0.043674,1.270648,0.003355,-1.000000,-0.003355,0.000000,-0.003355,1.035821,1.001289
2010-08-30,0.616722,0.500000,0.116722,0.039875,-0.044260,1.275396,0.003737,1.000000,0.003737,0.000392,0.003345,1.039691,1.004638
2010-08-31,0.623867,0.470000,0.153867,0.037145,0.039875,1.266592,-0.006903,-1.000000,0.006903,0.000395,0.006508,1.046868,1.011176
2010-09-01,0.647888,0.500000,0.147888,-0.005979,0.037145,1.268730,0.001687,1.000000,0.001687,0.000394,0.001293,1.048635,1.012484
2010-09-02,0.643716,0.500000,0.143716,-0.004171,-0.005979,1.280295,0.009116,1.000000,0.009116,0.000000,0.009116,1.058194,1.021714
2010-09-03,0.674491,0.520000,0.154491,0.010775,-0.004171,1.282594,0.001796,-1.000000,-0.001796,0.000390,-0.002185,1.056294,1.019481
2010-09-06,0.668679,0.520000,0.148679,-0.005813,0.010775,1.289407,0.005312,-1.000000,-0.005312,0.000000,-0.005312,1.050683,1.014065
2010-09-07,0.621983,0.490000,0.131983,-0.016696,-0.005813,1.286836,-0.001995,1.000000,-0.001995,0.000389,-0.002383,1.048587,1.011648
2010-09-08,0.672340,0.520000,0.152340,0.020357,-0.016696,1.267797,-0.014795,-1.000000,0.014795,0.000394,0.014401,1.064101,1.026217
2010-09-09,0.720437,0.570000,0.150437,-0.001903,0.020357,1.273204,0.004265,-1.000000,-0.004265,0.000000,-0.004265,1.059562,1.021840
2010-09-10,0.755465,0.580000,0.175465,0.025029,-0.001903,1.269309,-0.003059,1.000000,-0.003059,0.000394,-0.003453,1.056321,1.018312
2010-09-13,0.780391,0.530000,0.250391,0.074926,0.025029,1.271698,0.001882,-1.000000,-0.001882,0.000393,-0.002275,1.054333,1.015995
2010-09-14,0.760430,0.500000,0.260430,0.010039,0.074926,1.287200,0.012190,1.000000,0.012190,0.000388,0.011801,1.067185,1.027985
2010-09-15,0.792278,0.500000,0.292278,0.031848,0.010039,1.299174,0.009302,1.000000,0.009302,0.000000,0.009302,1.077112,1.037547
2010-09-16,0.857069,0.480000,0.377069,0.084791,0.031848,1.301507,0.001796,1.000000,0.001796,0.000000,0.001796,1.079047,1.039411
