date,eu_2y_pct,us_2y_pct,rate_diff_pp,d_diff_pp,d_diff_lagged_signal,eurusd_close,eurusd_return,position,gross_return,cost,net_return,cum_gross,cum_net
2012-06-01,0.136730,0.250000,-0.113270,-0.012086,-0.018378,1.236247,-0.000989,1.000000,-0.000989,0.000000,-0.000989,1.212779,1.081747
2012-06-04,0.158255,0.250000,-0.091745,0.021525,-0.012086,1.240233,0.003225,-1.000000,-0.003225,0.000403,-0.003628,1.208868,1.077822
2012-06-05,0.155145,0.250000,-0.094855,-0.003110,0.021525,1.250938,0.008632,-1.000000,-0.008632,0.000000,-0.008632,1.198434,1.068519
2012-06-06,0.208389,0.260000,-0.051611,0.043244,-0.003110,1.246261,-0.003739,1.000000,-0.003739,0.000401,-0.004140,1.193953,1.064095
2012-06-07,0.244695,0.270000,-0.025305,0.026306,0.043244,1.257387,0.008927,-1.000000,-0.008927,0.000398,-0.009325,1.183294,1.054172
2012-06-08,0.215586,0.280000,-0.064414,-0.039109,0.026306,1.257071,-0.000251,1.000000,-0.000251,0.000398,-0.000649,1.182997,1.053488
2012-06-11,0.239240,0.270000,-0.030760,0.033654,-0.039109,1.264542,0.005943,1.000000,0.005943,0.000000,0.005943,1.190027,1.059749
2012-06-12,0.284253,0.300000,-0.015747,0.015013,0.033654,1.247816,-0.013227,-1.000000,0.013227,0.000401,0.012826,1.205768,1.073342
2012-06-13,0.289660,0.300000,-0.010340,0.005407,0.015013,1.250469,0.002126,1.000000,0.002126,0.000400,0.001726,1.208331,1.075194
2012-06-14,0.277049,0.300000,-0.022951,-0.012611,0.005407,1.257387,0.005533,1.000000,0.005533,0.000000,0.005533,1.215016,1.081143
2012-06-15,0.239211,0.290000,-0.050789,-0.027838,-0.012611,1.262786,0.004294,1.000000,0.004294,0.000000,0.004294,1.220233,1.085785
2012-06-18,0.222456,0.290000,-0.067544,-0.016755,-0.027838,1.270487,0.006098,-1.000000,-0.006098,0.000394,-0.006492,1.212792,1.078736
2012-06-19,0.250039,0.300000,-0.049961,0.017582,-0.016755,1.259763,-0.008440,-1.000000,0.008440,0.000000,0.008440,1.223028,1.087841
2012-06-20,0.303482,0.320000,-0.016518,0.033443,0.017582,1.268070,0.006594,-1.000000,-0.006594,0.000000,-0.006594,1.214963,1.080668
2012-06-21,0.272297,0.320000,-0.047703,-0.031185,0.033443,1.268070,0.000000,1.000000,0.000000,0.000394,-0.000394,1.214963,1.080242
2012-06-22,0.277372,0.310000,-0.032628,0.015075,-0.031185,1.255178,-0.010167,1.000000,-0.010167,0.000000,-0.010167,1.202611,1.069259
2012-06-25,0.239551,0.310000,-0.070449,-0.037820,0.015075,1.253761,-0.001128,-1.000000,0.001128,0.000399,0.000730,1.203968,1.070039
2012-06-26,0.256457,0.310000,-0.053543,0.016905,-0.037820,1.250469,-0.002626,1.000000,-0.002626,0.000400,-0.003026,1.200806,1.066801
2012-06-27,0.261078,0.310000,-0.048922,0.004621,0.016905,1.248751,-0.001374,-1.000000,0.001374,0.000400,0.000973,1.202456,1.067840
2012-06-28,0.254753,0.310000,-0.055247,-0.006325,0.004621,1.247349,-0.001123,1.000000,-0.001123,0.000401,-0.001523,1.201106,1.066213
2012-06-29,0.268638,0.330000,-0.061362,-0.006115,-0.006325,1.244091,-0.002613,1.000000,-0.002613,0.000000,-0.002613,1.197968,1.063427
2012-07-02,0.238982,0.300000,-0.061018,0.000345,-0.006115,1.265518,0.017224,-1.000000,-0.017224,0.000395,-0.017619,1.177334,1.044691
2012-07-03,0.202395,0.300000,-0.097605,-0.036587,0.000345,1.258178,-0.005800,-1.000000,0.005800,0.000000,0.005800,1.184163,1.050750
2012-07-04,0.194826,0.300000,-0.105174,-0.007569,-0.036587,1.260557,0.001891,1.000000,0.001891,0.000397,0.001494,1.186402,1.052320
2012-07-05,0.127429,0.280000,-0.152571,-0.047397,-0.007569,1.251627,-0.007084,-1.000000,0.007084,0.000399,0.006685,1.194807,1.059355
2012-07-06,0.045860,0.270000,-0.224140,-0.071569,-0.047397,1.239157,-0.009963,-1.000000,0.009963,0.000000,0.009963,1.206710,1.069909
2012-07-09,0.039512,0.270000,-0.230488,-0.006348,-0.071569,1.227144,-0.009694,-1.000000,0.009694,0.000000,0.009694,1.218409,1.080281
2012-07-10,0.043343,0.270000,-0.226657,0.003830,-0.006348,1.231830,0.003819,-1.000000,-0.003819,0.000000,-0.003819,1.213756,1.076156
2012-07-11,0.012906,0.270000,-0.257094,-0.030437,0.003830,1.225640,-0.005025,-1.000000,0.005025,0.000000,0.005025,1.219856,1.081564
2012-07-12,0.004845,0.250000,-0.245155,0.011939,-0.030437,1.224725,-0.000747,1.000000,-0.000747,0.000408,-0.001155,1.218944,1.080314
2012-07-13,-0.010913,0.250000,-0.260913,-0.015758,0.011939,1.219274,-0.004450,-1.000000,0.004450,0.000410,0.004040,1.224369,1.084679
2012-07-16,-0.022952,0.240000,-0.262952,-0.002039,-0.015758,1.224890,0.004606,1.000000,0.004606,0.000408,0.004197,1.230008,1.089232
2012-07-17,-0.017457,0.250000,-0.267457,-0.004505,-0.002039,1.226843,0.001595,-1.000000,-0.001595,0.000408,-0.002002,1.228046,1.087051
2012-07-18,-0.016849,0.220000,-0.236849,0.030607,-0.004505,1.229559,0.002213,-1.000000,-0.002213,0.000000,-0.002213,1.225328,1.084645
2012-07-19,-0.014111,0.220000,-0.234111,0.002738,0.030607,1.227747,-0.001473,-1.000000,0.001473,0.000000,0.001473,1.227134,1.086243
2012-07-20,-0.028855,0.220000,-0.248855,-0.014743,0.002738,1.227687,-0.000049,1.000000,-0.000049,0.000407,-0.000456,1.227073,1.085747
2012-07-23,0.015064,0.220000,-0.204936,0.043918,-0.014743,1.212709,-0.012200,1.000000,-0.012200,0.000000,-0.012200,1.212103,1.072501
2012-07-24,0.046665,0.220000,-0.173335,0.031602,0.043918,1.212415,-0.000243,-1.000000,0.000243,0.000412,-0.000170,1.212397,1.072319
2012-07-25,0.061771,0.220000,-0.158229,0.015106,0.031602,1.206185,-0.005138,1.000000,-0.005138,0.000415,-0.005553,1.206168,1.066365
2012-07-26,0.032460,0.230000,-0.197540,-0.039311,0.015106,1.214034,0.006507,1.000000,0.006507,0.000000,0.006507,1.214016,1.073304
2012-07-27,0.036378,0.250000,-0.213622,-0.016083,-0.039311,1.228049,0.011544,1.000000,0.011544,0.000000,0.011544,1.228031,1.085694
2012-07-30,-0.006560,0.230000,-0.236560,-0.022938,-0.016083,1.230466,0.001969,-1.000000,-0.001969,0.000406,-0.002375,1.225613,1.083115
2012-07-31,-0.022894,0.230000,-0.252894,-0.016334,-0.022938,1.225941,-0.003678,-1.000000,0.003678,0.000000,0.003678,1.230121,1.087098
2012-08-01,-0.039808,0.240000,-0.279808,-0.026913,-0.016334,1.229407,0.002828,-1.000000,-0.002828,0.000000,-0.002828,1.226642,1.084025
2012-08-02,-0.035063,0.240000,-0.275063,0.004745,-0.026913,1.224140,-0.004284,-1.000000,0.004284,0.000000,0.004284,1.231898,1.088669
2012-08-03,-0.003408,0.240000,-0.243408,0.031654,0.004745,1.218027,-0.004994,-1.000000,0.004994,0.000000,0.004994,1.238050,1.094106
2012-08-06,-0.018751,0.240000,-0.258751,-0.015342,0.031654,1.242854,0.020383,1.000000,0.020383,0.000402,0.019980,1.263285,1.115966
2012-08-07,0.003642,0.270000,-0.266358,-0.007607,-0.015342,1.239004,-0.003098,1.000000,-0.003098,0.000000,-0.003098,1.259372,1.112510
2012-08-08,-0.016250,0.290000,-0.306250,-0.039892,-0.007607,1.238697,-0.000248,-1.000000,0.000248,0.000404,-0.000156,1.259684,1.112336
2012-08-09,-0.013095,0.290000,-0.303095,0.003155,-0.039892,1.237333,-0.001101,-1.000000,0.001101,0.000000,0.001101,1.261071,1.113561
2012-08-10,-0.032915,0.270000,-0.302915,0.000180,0.003155,1.229407,-0.006405,-1.000000,0.006405,0.000000,0.006405,1.269148,1.120694
2012-08-13,-0.012155,0.270000,-0.282155,0.020760,0.000180,1.227717,-0.001375,1.000000,-0.001375,0.000407,-0.001782,1.267403,1.118696
2012-08-14,0.004979,0.270000,-0.265021,0.017134,0.020760,1.232742,0.004093,1.000000,0.004093,0.000000,0.004093,1.272590,1.123275
2012-08-15,0.018289,0.270000,-0.251711,0.013310,0.017134,1.232590,-0.000123,1.000000,-0.000123,0.000000,-0.000123,1.272433,1.123136
2012-08-16,0.007951,0.290000,-0.282049,-0.030338,0.013310,1.228954,-0.002950,1.000000,-0.002950,0.000000,-0.002950,1.268680,1.119824
2012-08-17,0.016035,0.290000,-0.273965,0.008084,-0.030338,1.235788,0.005561,1.000000,0.005561,0.000000,0.005561,1.275736,1.126051
2012-08-20,0.021091,0.290000,-0.268909,0.005056,0.008084,1.233259,-0.002047,-1.000000,0.002047,0.000405,0.001642,1.278347,1.127900
2012-08-21,0.029835,0.310000,-0.280165,-0.011255,0.005056,1.235330,0.001680,1.000000,0.001680,0.000405,0.001275,1.280495,1.129338
2012-08-22,0.032089,0.260000,-0.227911,0.052254,-0.011255,1.247661,0.009981,1.000000,0.009981,0.000000,0.009981,1.293276,1.140610
2012-08-23,0.017024,0.260000,-0.242976,-0.015064,0.052254,1.253447,0.004638,-1.000000,-0.004638,0.000399,-0.005037,1.287278,1.134866
2012-08-24,0.005056,0.280000,-0.274944,-0.031968,-0.015064,1.256124,0.002135,1.000000,0.002135,0.000398,0.001737,1.290027,1.136837
2012-08-27,0.011961,0.280000,-0.268039,0.006905,-0.031968,1.250438,-0.004527,-1.000000,0.004527,0.000400,0.004127,1.295866,1.141529
2012-08-28,0.020234,0.270000,-0.249766,0.018274,0.006905,1.250156,-0.000225,-1.000000,0.000225,0.000000,0.000225,1.296158,1.141785
2012-08-29,0.030270,0.270000,-0.239730,0.010035,0.018274,1.257229,0.005657,1.000000,0.005657,0.000398,0.005260,1.303491,1.147791
2012-08-30,0.008153,0.270000,-0.261847,-0.022117,0.010035,1.253133,-0.003258,1.000000,-0.003258,0.000000,-0.003258,1.299244,1.144051
2012-08-31,0.014852,0.220000,-0.205148,0.056699,-0.022117,1.251095,-0.001626,1.000000,-0.001626,0.000000,-0.001626,1.297131,1.142191
2012-09-03,0.022998,0.220000,-0.197002,0.008146,0.056699,1.257703,0.005282,-1.000000,-0.005282,0.000398,-0.005680,1.290279,1.135703
2012-09-04,0.022505,0.230000,-0.207495,-0.010493,0.008146,1.258653,0.000755,1.000000,0.000755,0.000397,0.000358,1.291253,1.136110
2012-09-05,0.014185,0.250000,-0.235815,-0.028320,-0.010493,1.253447,-0.004136,1.000000,-0.004136,0.000000,-0.004136,1.285912,1.131410
2012-09-06,0.066750,0.270000,-0.203250,0.032565,-0.028320,1.260239,0.005419,-1.000000,-0.005419,0.000397,-0.005816,1.278944,1.124830
2012-09-07,0.075361,0.250000,-0.174639,0.028610,0.032565,1.263264,0.002400,-1.000000,-0.002400,0.000000,-0.002400,1.275874,1.122130
2012-09-10,0.086780,0.250000,-0.163220,0.011419,0.028610,1.279591,0.012924,1.000000,0.012924,0.000391,0.012533,1.292363,1.136194
2012-09-11,0.083075,0.250000,-0.166925,-0.003705,0.011419,1.276161,-0.002680,1.000000,-0.002680,0.000000,-0.002680,1.288900,1.133149
2012-09-12,0.098141,0.250000,-0.151859,0.015066,-0.003705,1.285182,0.007069,1.000000,0.007069,0.000000,0.007069,1.298010,1.141159
2012-09-13,0.083578,0.240000,-0.156422,-0.004563,0.015066,1.290323,0.004000,-1.000000,-0.004000,0.000387,-0.004388,1.292818,1.136152
2012-09-14,0.128632,0.270000,-0.141368,0.015054,-0.004563,1.299376,0.007017,1.000000,0.007017,0.000385,0.006632,1.301889,1.143687
2012-09-17,0.130695,0.250000,-0.119305,0.022062,0.015054,1.311648,0.009444,-1.000000,-0.009444,0.000381,-0.009825,1.289594,1.132450
2012-09-18,0.112187,0.250000,-0.137813,-0.018508,0.022062,1.311011,-0.000485,1.000000,-0.000485,0.000381,-0.000867,1.288969,1.131469
2012-09-19,0.107481,0.270000,-0.162519,-0.024706,-0.018508,1.304631,-0.004866,1.000000,-0.004866,0.000000,-0.004866,1.282696,1.125963
2012-09-20,0.098367,0.270000,-0.171633,-0.009114,-0.024706,1.305824,0.000914,-1.000000,-0.000914,0.000383,-0.001297,1.281524,1.124502
2012-09-21,0.098858,0.270000,-0.171142,0.000492,-0.009114,1.297353,-0.006487,-1.000000,0.006487,0.000000,0.006487,1.289837,1.131797
2012-09-24,0.098560,0.270000,-0.171440,-0.000298,0.000492,1.296849,-0.000389,-1.000000,0.000389,0.000000,0.000389,1.290339,1.132237
2012-09-25,0.097606,0.270000,-0.172394,-0.000954,-0.000298,1.294163,-0.002071,1.000000,-0.002071,0.000386,-0.002457,1.287667,1.129455
2012-09-26,0.084116,0.260000,-0.175884,-0.003489,-0.000954,1.290006,-0.003212,-1.000000,0.003212,0.000388,0.002825,1.291803,1.132645
2012-09-27,0.079763,0.250000,-0.170237,0.005647,-0.003489,1.288162,-0.001430,-1.000000,0.001430,0.000000,0.001430,1.293650,1.134265
2012-09-28,0.071301,0.230000,-0.158699,0.011537,0.005647,1.291322,0.002454,-1.000000,-0.002454,0.000000,-0.002454,1.290476,1.131482
2012-10-01,0.089371,0.250000,-0.160629,-0.001930,0.011537,1.280902,-0.008070,1.000000,-0.008070,0.000390,-0.008460,1.280062,1.121909
2012-10-02,0.084583,0.230000,-0.145417,0.015212,-0.001930,1.288826,0.006186,1.000000,0.006186,0.000000,0.006186,1.287981,1.128850
2012-10-03,0.077450,0.230000,-0.152550,-0.007133,0.015212,1.291656,0.002196,-1.000000,-0.002196,0.000387,-0.002583,1.285153,1.125934
2012-10-04,0.079100,0.230000,-0.150900,0.001651,-0.007133,1.292324,0.000517,1.000000,0.000517,0.000387,0.000130,1.285817,1.126081
2012-10-05,0.087904,0.270000,-0.182096,-0.031196,0.001651,1.301744,0.007290,-1.000000,-0.007290,0.000384,-0.007674,1.276444,1.117439
2012-10-08,0.071732,0.270000,-0.198268,-0.016172,-0.031196,1.301575,-0.000130,1.000000,-0.000130,0.000384,-0.000514,1.276278,1.116865
2012-10-09,0.075973,0.250000,-0.174027,0.024240,-0.016172,1.297690,-0.002985,-1.000000,0.002985,0.000385,0.002599,1.280087,1.119768
2012-10-10,0.063947,0.270000,-0.206053,-0.032026,0.024240,1.285843,-0.009129,-1.000000,0.009129,0.000000,0.009129,1.291774,1.129991
2012-10-11,0.074747,0.280000,-0.205253,0.000800,-0.032026,1.285843,0.000000,1.000000,0.000000,0.000389,-0.000389,1.291774,1.129551
2012-10-12,0.061178,0.270000,-0.208822,-0.003570,0.000800,1.293326,0.005820,-1.000000,-0.005820,0.000387,-0.006207,1.284256,1.122541
2012-10-15,0.062147,0.270000,-0.207853,0.000970,-0.003570,1.294331,0.000777,1.000000,0.000777,0.000386,0.000390,1.285253,1.122979
2012-10-16,0.089962,0.270000,-0.180038,0.027814,0.000970,1.296849,0.001945,-1.000000,-0.001945,0.000386,-0.002331,1.282753,1.120361
2012-10-17,0.112657,0.300000,-0.187343,-0.007305,0.027814,1.310788,0.010748,1.000000,0.010748,0.000381,0.010367,1.296540,1.131976
2012-10-18,0.128838,0.290000,-0.161162,0.026181,-0.007305,1.311648,0.000656,1.000000,0.000656,0.000000,0.000656,1.297391,1.132718
2012-10-19,0.128720,0.300000,-0.171280,-0.010118,0.026181,1.306916,-0.003607,-1.000000,0.003607,0.000383,0.003225,1.302071,1.136371
2012-10-22,0.147916,0.320000,-0.172084,-0.000804,-0.010118,1.302253,-0.003568,1.000000,-0.003568,0.000384,-0.003952,1.297425,1.131880
2012-10-23,0.134865,0.290000,-0.155135,0.016949,-0.000804,1.307019,0.003660,-1.000000,-0.003660,0.000383,-0.004042,1.292677,1.127305
2012-10-24,0.120390,0.290000,-0.169610,-0.014474,0.016949,1.297353,-0.007395,-1.000000,0.007395,0.000000,0.007395,1.302236,1.135641
2012-10-25,0.118141,0.310000,-0.191859,-0.022249,-0.014474,1.296512,-0.000648,1.000000,-0.000648,0.000386,-0.001034,1.301392,1.134467
2012-10-26,0.096008,0.300000,-0.203992,-0.012133,-0.022249,1.293828,-0.002070,-1.000000,0.002070,0.000386,0.001684,1.304086,1.136377
2012-10-29,0.087916,0.300000,-0.212084,-0.008093,-0.012133,1.292407,-0.001099,-1.000000,0.001099,0.000000,0.001099,1.305518,1.137625
2012-10-30,0.077132,0.300000,-0.222868,-0.010783,-0.008093,1.290822,-0.001226,-1.000000,0.001226,0.000000,0.001226,1.307119,1.139020
2012-10-31,0.085641,0.300000,-0.214359,0.008509,-0.010783,1.296260,0.004213,-1.000000,-0.004213,0.000000,-0.004213,1.301613,1.134222
2012-11-01,0.082031,0.300000,-0.217969,-0.003611,0.008509,1.296512,0.000194,-1.000000,-0.000194,0.000000,-0.000194,1.301359,1.134001
2012-11-02,0.066500,0.280000,-0.213500,0.004470,-0.003611,1.294834,-0.001295,1.000000,-0.001295,0.000386,-0.001681,1.299675,1.132095
2012-11-05,0.059411,0.280000,-0.220589,-0.007089,0.004470,1.282791,-0.009300,-1.000000,0.009300,0.000390,0.008910,1.311762,1.142183
2012-11-06,0.051021,0.300000,-0.248979,-0.028390,-0.007089,1.280246,-0.001984,1.000000,-0.001984,0.000391,-0.002375,1.309159,1.139470
2012-11-07,0.018976,0.270000,-0.251024,-0.002045,-0.028390,1.280803,0.000435,-1.000000,-0.000435,0.000390,-0.000826,1.308589,1.138529
2012-11-08,0.021869,0.270000,-0.248131,0.002893,-0.002045,1.275998,-0.003751,-1.000000,0.003751,0.000000,0.003751,1.313498,1.142800
2012-11-09,0.015036,0.270000,-0.254964,-0.006833,0.002893,1.274535,-0.001147,-1.000000,0.001147,0.000000,0.001147,1.315005,1.144111
2012-11-12,0.017285,0.270000,-0.252715,0.002250,-0.006833,1.272394,-0.001680,1.000000,-0.001680,0.000393,-0.002073,1.312796,1.141740
2012-11-13,0.012080,0.270000,-0.257920,-0.005205,0.002250,1.270971,-0.001118,-1.000000,0.001118,0.000393,0.000725,1.314264,1.142568
2012-11-14,0.026908,0.250000,-0.223092,0.034828,-0.005205,1.270971,0.000000,1.000000,0.000000,0.000393,-0.000393,1.314264,1.142118
2012-11-15,0.018475,0.240000,-0.221525,0.001567,0.034828,1.273237,0.001783,-1.000000,-0.001783,0.000393,-0.002175,1.311921,1.139634
2012-11-16,0.012735,0.240000,-0.227265,-0.005741,0.001567,1.278445,0.004091,1.000000,0.004091,0.000391,0.003700,1.317288,1.143850
2012-11-19,0.021899,0.250000,-0.228101,-0.000836,-0.005741,1.275950,-0.001952,1.000000,-0.001952,0.000000,-0.001952,1.314717,1.141617
2012-11-20,0.042010,0.270000,-0.227990,0.000111,-0.000836,1.276944,0.000779,-1.000000,-0.000779,0.000392,-0.001170,1.313693,1.140281
2012-11-21,0.060693,0.270000,-0.209307,0.018682,0.000111,1.281443,0.003524,-1.000000,-0.003524,0.000000,-0.003524,1.309063,1.136263
2012-11-22,0.057291,0.270000,-0.212709,-0.003401,0.018682,1.286505,0.003950,1.000000,0.003950,0.000389,0.003561,1.314234,1.140309
2012-11-23,0.050510,0.290000,-0.239490,-0.026781,-0.003401,1.287515,0.000785,1.000000,0.000785,0.000000,0.000785,1.315266,1.141204
2012-11-26,0.045316,0.270000,-0.224684,0.014806,-0.026781,1.296596,0.007053,-1.000000,-0.007053,0.000386,-0.007439,1.305988,1.132715
2012-11-27,0.056691,0.270000,-0.213309,0.011375,0.014806,1.298701,0.001623,-1.000000,-0.001623,0.000000,-0.001623,1.303868,1.130876
2012-11-28,0.026440,0.270000,-0.243560,-0.030251,0.011375,1.293828,-0.003752,1.000000,-0.003752,0.000386,-0.004139,1.298976,1.126196
2012-11-29,0.039257,0.250000,-0.210743,0.032817,-0.030251,1.295337,0.001166,1.000000,0.001166,0.000000,0.001166,1.300490,1.127509
2012-11-30,0.036480,0.250000,-0.213520,-0.002777,0.032817,1.297353,0.001557,-1.000000,-0.001557,0.000385,-0.001942,1.298466,1.125319
2012-12-03,0.047201,0.250000,-0.202799,0.010721,-0.002777,1.299680,0.001794,1.000000,0.001794,0.000385,0.001409,1.300795,1.126904
2012-12-04,0.050443,0.250000,-0.199557,0.003242,0.010721,1.299680,0.000000,-1.000000,-0.000000,0.000385,-0.000385,1.300795,1.126471
2012-12-05,0.029371,0.250000,-0.220629,-0.021072,0.003242,1.309929,0.007886,1.000000,0.007886,0.000382,0.007504,1.311052,1.134924
2012-12-06,0.008707,0.250000,-0.241293,-0.020664,-0.021072,1.307019,-0.002222,1.000000,-0.002222,0.000000,-0.002222,1.308139,1.132402
2012-12-07,-0.030409,0.250000,-0.280409,-0.039116,-0.020664,1.296344,-0.008167,-1.000000,0.008167,0.000386,0.007781,1.318823,1.141213
2012-12-10,-0.032138,0.240000,-0.272138,0.008271,-0.039116,1.290606,-0.004427,-1.000000,0.004427,0.000000,0.004427,1.324661,1.146265
2012-12-11,-0.025953,0.240000,-0.265953,0.006184,0.008271,1.293828,0.002497,-1.000000,-0.002497,0.000000,-0.002497,1.321353,1.143403
2012-12-12,-0.025374,0.250000,-0.275374,-0.009421,0.006184,1.301321,0.005791,1.000000,0.005791,0.000384,0.005407,1.329005,1.149585
2012-12-13,-0.026086,0.270000,-0.296086,-0.020712,-0.009421,1.306677,0.004116,1.000000,0.004116,0.000000,0.004116,1.334475,1.154317
2012-12-14,-0.024960,0.240000,-0.264960,0.031127,-0.020712,1.307873,0.000916,-1.000000,-0.000916,0.000382,-0.001298,1.333253,1.152818
2012-12-17,-0.005536,0.250000,-0.255536,0.009423,0.031127,1.316586,0.006662,-1.000000,-0.006662,0.000000,-0.006662,1.324371,1.145139
2012-12-18,0.009141,0.280000,-0.270859,-0.015323,0.009423,1.316482,-0.000079,1.000000,-0.000079,0.000380,-0.000459,1.324267,1.144613
2012-12-19,0.019844,0.280000,-0.260156,0.010703,-0.015323,1.323101,0.005028,1.000000,0.005028,0.000000,0.005028,1.330925,1.150368
2012-12-20,0.007869,0.280000,-0.272131,-0.011975,0.010703,1.321528,-0.001189,-1.000000,0.001189,0.000378,0.000811,1.332507,1.151301
2012-12-21,0.004795,0.260000,-0.255205,0.016926,-0.011975,1.323767,0.001694,1.000000,0.001694,0.000378,0.001317,1.334765,1.152817
2012-12-24,-0.001296,0.260000,-0.261296,-0.006091,0.016926,1.318200,-0.004205,-1.000000,0.004205,0.000379,0.003826,1.340378,1.157227
2012-12-25,-0.001296,0.260000,-0.261296,0.000000,-0.006091,1.318044,-0.000119,1.000000,-0.000119,0.000379,-0.000498,1.340219,1.156651
2012-12-26,-0.001296,0.260000,-0.261296,0.000000,0.000000,1.318044,0.000000,-1.000000,-0.000000,0.000379,-0.000379,1.340219,1.156212
2012-12-27,0.004716,0.260000,-0.255284,0.006012,0.000000,1.322576,0.003439,0.000000,0.000000,0.000189,-0.000189,1.340219,1.155993
2012-12-28,-0.010418,0.270000,-0.280418,-0.025133,0.006012,1.325030,0.001855,0.000000,0.000000,0.000000,0.000000,1.340219,1.155993
2012-12-31,-0.013024,0.250000,-0.263024,0.017394,-0.025133,1.322769,-0.001706,1.000000,-0.001706,0.000189,-0.001895,1.337932,1.153802
2013-01-01,-0.013024,0.250000,-0.263024,0.000000,0.017394,1.320132,-0.001993,-1.000000,0.001993,0.000379,0.001615,1.340599,1.155665
2013-01-02,0.027952,0.270000,-0.242048,0.020976,0.000000,1.319784,-0.000264,1.000000,-0.000264,0.000379,-0.000643,1.340245,1.154922
2013-01-03,0.054768,0.270000,-0.215232,0.026816,0.020976,1.318218,-0.001186,0.000000,-0.000000,0.000190,-0.000190,1.340245,1.154703
2013-01-04,0.098205,0.270000,-0.171795,0.043438,0.026816,1.303271,-0.011338,1.000000,-0.011338,0.000192,-0.011530,1.325049,1.141389
2013-01-07,0.097828,0.270000,-0.172172,-0.000378,0.043438,1.306745,0.002666,1.000000,0.002666,0.000000,0.002666,1.328581,1.144432
2013-01-08,0.083687,0.250000,-0.166313,0.005860,-0.000378,1.312508,0.004410,1.000000,0.004410,0.000000,0.004410,1.334440,1.149479
2013-01-09,0.074049,0.240000,-0.165951,0.000362,0.005860,1.308233,-0.003258,-1.000000,0.003258,0.000382,0.002875,1.338787,1.152784
2013-01-10,0.105564,0.260000,-0.154436,0.011515,0.000362,1.305483,-0.002102,1.000000,-0.002102,0.000383,-0.002485,1.335973,1.149920
2013-01-11,0.131949,0.260000,-0.128051,0.026385,0.011515,1.327316,0.016724,1.000000,0.016724,0.000000,0.016724,1.358316,1.169151
2013-01-14,0.131291,0.260000,-0.128709,-0.000659,0.026385,1.336202,0.006694,1.000000,0.006694,0.000000,0.006694,1.367409,1.176978
2013-01-15,0.135051,0.260000,-0.124949,0.003761,-0.000659,1.337793,0.001191,1.000000,0.001191,0.000000,0.001191,1.369037,1.178379
2013-01-16,0.135708,0.260000,-0.124292,0.000657,0.003761,1.330849,-0.005190,-1.000000,0.005190,0.000376,0.004815,1.376143,1.184053
2013-01-17,0.197151,0.280000,-0.082849,0.041443,0.000657,1.329080,-0.001329,1.000000,-0.001329,0.000376,-0.001705,1.374314,1.182034
2013-01-18,0.206992,0.260000,-0.053008,0.029841,0.041443,1.337256,0.006151,1.000000,0.006151,0.000000,0.006151,1.382768,1.189305
2013-01-21,0.200439,0.260000,-0.059561,-0.006553,0.029841,1.332001,-0.003929,1.000000,-0.003929,0.000000,-0.003929,1.377335,1.184631
2013-01-22,0.186445,0.260000,-0.073555,-0.013993,-0.006553,1.331150,-0.000639,1.000000,-0.000639,0.000000,-0.000639,1.376455,1.183875
2013-01-23,0.174420,0.260000,-0.085580,-0.012026,-0.013993,1.331398,0.000186,-1.000000,-0.000186,0.000376,-0.000562,1.376198,1.183209
2013-01-24,0.173074,0.230000,-0.056926,0.028654,-0.012026,1.330849,-0.000413,-1.000000,0.000413,0.000000,0.000413,1.376766,1.183698
2013-01-25,0.274290,0.280000,-0.005710,0.051217,0.028654,1.336934,0.004572,-1.000000,-0.004572,0.000000,-0.004572,1.370471,1.178285
2013-01-28,0.327945,0.290000,0.037945,0.043655,0.051217,1.346602,0.007231,1.000000,0.007231,0.000371,0.006860,1.380381,1.186368
2013-01-29,0.299372,0.300000,-0.000628,-0.038573,0.043655,1.344628,-0.001466,1.000000,-0.001466,0.000000,-0.001466,1.378358,1.184630
2013-01-30,0.333982,0.270000,0.063982,0.064610,-0.038573,1.349164,0.003373,1.000000,0.003373,0.000000,0.003373,1.383007,1.188625
2013-01-31,0.315292,0.270000,0.045292,-0.018690,0.064610,1.356834,0.005685,-1.000000,-0.005685,0.000369,-0.006054,1.375145,1.181430
2013-02-01,0.261527,0.270000,-0.008473,-0.053764,-0.018690,1.361100,0.003144,1.000000,0.003144,0.000367,0.002777,1.379468,1.184710
2013-02-04,0.257773,0.250000,0.007773,0.016246,-0.053764,1.364871,0.002771,-1.000000,-0.002771,0.000366,-0.003137,1.375646,1.180994
2013-02-05,0.275186,0.270000,0.005186,-0.002587,0.016246,1.351169,-0.010039,-1.000000,0.010039,0.000000,0.010039,1.389457,1.192850
2013-02-06,0.264233,0.270000,-0.005767,-0.010953,-0.002587,1.358142,0.005161,1.000000,0.005161,0.000368,0.004793,1.396627,1.198567
2013-02-07,0.224766,0.250000,-0.025234,-0.019467,-0.010953,1.352393,-0.004233,-1.000000,0.004233,0.000370,0.003863,1.402539,1.203197
2013-02-08,0.218823,0.250000,-0.031177,-0.005943,-0.019467,1.338939,-0.009948,-1.000000,0.009948,0.000000,0.009948,1.416492,1.215167
2013-02-11,0.216975,0.270000,-0.053025,-0.021848,-0.005943,1.336827,-0.001577,-1.000000,0.001577,0.000000,0.001577,1.418727,1.217084
