date,vix,vix_scale,mom_z,mom_scale,crash_scalar,leverage,net_ret_base,net_ret_filt,cum_base,cum_filt
2010-02-16,22.250000,0.887500,0.000000,1.000000,1.000000,1.000000,-0.004433,-0.004433,0.995567,0.995567
2010-02-17,21.719999,0.914000,0.000000,1.000000,0.887500,1.000000,0.004526,0.004000,1.000073,0.999549
2010-02-18,20.629999,0.968500,0.000000,1.000000,0.914000,1.000000,-0.010611,-0.009696,0.989461,0.989857
2010-02-19,20.020000,0.999000,0.000000,1.000000,0.968500,1.000000,-0.009496,-0.009185,0.980065,0.980765
2010-02-22,19.940001,1.000000,0.000000,1.000000,0.999000,1.000000,0.000486,0.000479,0.980542,0.981235
2010-02-23,21.370001,0.931500,0.000000,1.000000,1.000000,1.000000,0.002977,0.002977,0.983461,0.984157
2010-02-24,20.270000,0.986500,0.000000,1.000000,0.931500,1.000000,0.000028,0.000011,0.983489,0.984168
2010-02-25,20.100000,0.995000,0.000000,1.000000,0.986500,1.000000,-0.002927,-0.002887,0.980610,0.981327
2010-02-26,19.500000,1.000000,0.000000,1.000000,0.995000,1.000000,-0.006826,-0.006791,0.973917,0.974663
2010-03-01,19.260000,1.000000,0.000000,1.000000,1.000000,1.000000,-0.002284,-0.002282,0.971693,0.972438
2010-03-02,19.059999,1.000000,0.000000,1.000000,1.000000,1.000000,0.002550,0.002550,0.974170,0.974918
2010-03-03,18.830000,1.000000,0.000000,1.000000,1.000000,1.000000,0.003364,0.003364,0.977448,0.978197
2010-03-04,18.719999,1.000000,0.000000,1.000000,1.000000,1.000000,-0.001742,-0.001742,0.975745,0.976494
2010-03-05,17.420000,1.000000,0.000000,1.000000,1.000000,1.000000,-0.005587,-0.005587,0.970294,0.971038
2010-03-08,17.790001,1.000000,0.000000,1.000000,1.000000,1.000000,0.001709,0.001709,0.971952,0.972697
2010-03-09,17.920000,1.000000,0.000000,1.000000,1.000000,1.000000,0.001293,0.001293,0.973209,0.973955
2010-03-10,18.570000,1.000000,0.000000,1.000000,1.000000,1.000000,-0.000261,-0.000261,0.972955,0.973701
2010-03-11,18.059999,1.000000,0.000000,1.000000,1.000000,1.000000,-0.000362,-0.000362,0.972602,0.973348
2010-03-12,17.580000,1.000000,0.000000,1.000000,1.000000,1.000000,-0.000759,-0.000759,0.971864,0.972610
2010-03-15,18.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.004336,0.004336,0.976078,0.976827
2010-03-16,17.690001,1.000000,0.000000,1.000000,1.000000,1.000000,-0.004865,-0.004865,0.971330,0.972075
2010-03-17,16.910000,1.000000,0.000000,1.000000,1.000000,1.459505,-0.000472,-0.000472,0.970872,0.971617
2010-03-18,16.620001,1.000000,0.000000,1.000000,1.000000,1.493433,-0.000757,-0.000757,0.970137,0.970881
2010-03-19,16.969999,1.000000,0.000000,1.000000,1.000000,1.527264,-0.005402,-0.005402,0.964896,0.965636
2010-03-22,16.870001,1.000000,0.000000,1.000000,1.000000,1.551580,-0.004341,-0.004341,0.960707,0.961444
2010-03-23,16.350000,1.000000,0.000000,1.000000,1.000000,1.580967,0.004638,0.004638,0.965164,0.965904
2010-03-24,17.549999,1.000000,0.000000,1.000000,1.000000,1.575954,0.006848,0.006848,0.971773,0.972518
2010-03-25,18.400000,1.000000,0.000000,1.000000,1.000000,1.549273,-0.004073,-0.004073,0.967814,0.968557
2010-03-26,17.770000,1.000000,0.000000,1.000000,1.000000,1.574495,-0.002332,-0.002332,0.965557,0.966298
2010-03-29,17.590000,1.000000,0.000000,1.000000,1.000000,1.603150,-0.003737,-0.003737,0.961949,0.962687
2010-03-30,17.129999,1.000000,0.000000,1.000000,1.000000,1.628919,0.002193,0.002193,0.964059,0.964798
2010-03-31,17.590000,1.000000,0.000000,1.000000,1.000000,1.645150,0.005537,0.005537,0.969396,0.970140
2010-04-01,17.469999,1.000000,0.000000,1.000000,1.000000,1.636873,-0.011131,-0.011131,0.958606,0.959341
2010-04-02,17.469999,1.000000,0.000000,1.000000,1.000000,1.606114,-0.006391,-0.006391,0.952480,0.953210
2010-04-05,17.020000,1.000000,0.000000,1.000000,1.000000,1.618157,-0.006448,-0.006448,0.946338,0.947064
2010-04-06,16.230000,1.000000,0.000000,1.000000,1.000000,1.630364,-0.000047,-0.000047,0.946294,0.947020
2010-04-07,16.620001,1.000000,0.000000,1.000000,1.000000,1.651646,0.003638,0.003638,0.949737,0.950465
2010-04-08,16.480000,1.000000,0.000000,1.000000,1.000000,1.656235,0.000606,0.000606,0.950312,0.951041
2010-04-09,16.139999,1.000000,0.000000,1.000000,1.000000,1.675418,0.008211,0.008211,0.958115,0.958850
2010-04-12,15.580000,1.000000,0.000000,1.000000,1.000000,1.643240,0.005776,0.005776,0.963649,0.964388
2010-04-13,16.200001,1.000000,0.000000,1.000000,1.000000,1.636185,0.000693,0.000693,0.964318,0.965057
2010-04-14,15.590000,1.000000,0.000000,1.000000,1.000000,1.654735,-0.003628,-0.003628,0.960819,0.961556
2010-04-15,15.890000,1.000000,0.000000,1.000000,1.000000,1.672668,-0.000590,-0.000590,0.960253,0.960989
2010-04-16,18.360001,1.000000,0.000000,1.000000,1.000000,1.692581,-0.000623,-0.000623,0.959654,0.960390
2010-04-19,17.340000,1.000000,0.000000,1.000000,1.000000,1.712281,-0.000054,-0.000054,0.959602,0.960338
2010-04-20,15.730000,1.000000,0.000000,1.000000,1.000000,1.731139,-0.007644,-0.007644,0.952266,0.952997
2010-04-21,16.320000,1.000000,0.000000,1.000000,1.000000,1.731987,-0.002917,-0.002917,0.949489,0.950217
2010-04-22,16.469999,1.000000,0.000000,1.000000,1.000000,1.750234,0.000646,0.000646,0.950103,0.950831
2010-04-23,16.620001,1.000000,0.000000,1.000000,1.000000,1.766765,0.001233,0.001233,0.951274,0.952004
2010-04-26,17.469999,1.000000,0.000000,1.000000,1.000000,1.781804,0.002323,0.002323,0.953484,0.954215
2010-04-27,22.809999,0.859500,0.000000,1.000000,1.000000,1.793456,0.020776,0.020776,0.973294,0.974040
2010-04-28,21.080000,0.946000,0.000000,1.000000,0.859500,1.620931,-0.006073,-0.005257,0.967383,0.968919
2010-04-29,18.440001,1.000000,0.000000,1.000000,0.946000,1.626530,0.010077,0.009563,0.977131,0.978185
2010-04-30,22.049999,0.897500,0.000000,1.000000,1.000000,1.595455,0.007842,0.007861,0.984794,0.985875
2010-05-03,20.190001,0.990500,0.000000,1.000000,0.897500,1.582825,0.002101,0.001850,0.986863,0.987699
2010-05-04,23.840000,0.808000,0.000000,1.000000,0.990500,1.594903,-0.009300,-0.009218,0.977685,0.978594
2010-05-05,24.910000,0.754500,0.000000,1.000000,0.808000,1.582314,0.008348,0.006693,0.985847,0.985144
2010-05-06,32.799999,0.360000,0.000000,1.000000,0.754500,1.567762,-0.000097,-0.000092,0.985751,0.985053
2010-05-07,40.950001,0.000000,0.000000,1.000000,0.360000,1.581618,0.005379,0.001800,0.991053,0.986827
2010-05-10,28.840000,0.558000,0.000000,1.000000,0.000000,1.583306,0.002980,-0.000126,0.994006,0.986703
2010-05-11,28.320000,0.584000,0.000000,1.000000,0.558000,1.592856,-0.005620,-0.003209,0.988420,0.983536
2010-05-12,25.520000,0.724000,0.000000,1.000000,0.584000,1.597232,-0.000059,-0.000025,0.988362,0.983512
2010-05-13,26.680000,0.666000,0.000000,1.000000,0.724000,1.610422,0.001405,0.001017,0.989750,0.984511
2010-05-14,31.240000,0.438000,0.000000,1.000000,0.666000,1.622376,0.008652,0.005742,0.998314,0.990165
2010-05-17,30.840000,0.458000,0.000000,1.000000,0.438000,1.611268,0.005311,0.002243,1.003616,0.992386
2010-05-18,33.549999,0.322500,0.000000,1.000000,0.458000,1.619810,0.002161,0.000986,1.005785,0.993365
2010-05-19,35.320000,0.234000,0.000000,1.000000,0.322500,1.723459,0.004762,0.001489,1.010575,0.994844
2010-05-20,45.790001,0.000000,0.000000,1.000000,0.234000,1.820346,0.006798,0.001560,1.017444,0.996396
2010-05-21,40.099998,0.000000,0.000000,1.000000,0.000000,1.805769,-0.024226,-0.000097,0.992796,0.996300
2010-05-24,38.320000,0.084000,0.000000,1.000000,0.000000,1.626033,-0.015447,0.000000,0.977460,0.996300
2010-05-25,34.610001,0.269500,0.000000,1.000000,0.084000,1.553648,-0.001784,-0.000143,0.975717,0.996157
2010-05-26,35.020000,0.249000,0.000000,1.000000,0.269500,1.558903,0.007752,0.002095,0.983280,0.998243
2010-05-27,29.680000,0.516000,0.000000,1.000000,0.249000,1.575863,-0.018476,-0.004606,0.965113,0.993645
2010-05-28,32.070000,0.396500,0.000000,1.000000,0.516000,1.480055,0.006183,0.003204,0.971080,0.996829
2010-05-31,32.070000,0.396500,0.000000,1.000000,0.396500,1.472705,0.001111,0.000400,0.972159,0.997228
2010-06-01,35.540001,0.223000,0.000000,1.000000,0.396500,1.479932,-0.000026,-0.000010,0.972134,0.997218
2010-06-02,30.170000,0.491500,0.000000,1.000000,0.223000,1.481784,-0.010112,-0.002302,0.962304,0.994922
2010-06-03,29.459999,0.527000,0.000000,1.000000,0.491500,1.471837,-0.002892,-0.001364,0.959521,0.993565
2010-06-04,35.480000,0.226000,0.000000,1.000000,0.527000,1.471712,0.009099,0.004799,0.968252,0.998333
2010-06-07,36.570000,0.171500,0.000000,1.000000,0.226000,1.448040,-0.005232,-0.001285,0.963186,0.997050
2010-06-08,33.700001,0.315000,0.000000,1.000000,0.171500,1.440431,-0.008633,-0.001499,0.954871,0.995556
2010-06-09,33.730000,0.313500,0.000000,1.000000,0.315000,1.420168,0.005581,0.001785,0.960201,0.997333
2010-06-10,30.570000,0.471500,0.000000,1.000000,0.313500,1.410731,-0.004177,-0.001310,0.956190,0.996026
2010-06-11,28.790001,0.560500,0.000000,1.000000,0.471500,1.418004,-0.003140,-0.001479,0.953188,0.994553
2010-06-14,28.580000,0.571000,0.000000,1.000000,0.560500,1.428326,-0.011255,-0.006280,0.942460,0.988307
2010-06-15,25.870001,0.706500,0.000000,1.000000,0.571000,1.395074,0.006400,0.003658,0.948491,0.991922
2010-06-16,25.920000,0.704000,0.000000,1.000000,0.706500,1.382217,-0.001924,-0.001386,0.946666,0.990547
2010-06-17,25.049999,0.747500,0.000000,1.000000,0.704000,1.387437,-0.001409,-0.000992,0.945333,0.989565
2010-06-18,23.950001,0.802500,0.000000,1.000000,0.747500,1.390778,-0.004620,-0.003452,0.940965,0.986149
2010-06-21,24.879999,0.756000,0.000000,1.000000,0.802500,1.390956,-0.003074,-0.002457,0.938073,0.983725
2010-06-22,27.049999,0.647500,0.000000,1.000000,0.756000,1.401032,-0.004355,-0.003305,0.933987,0.980473
2010-06-23,26.910000,0.654500,0.000000,1.000000,0.647500,1.399690,-0.002291,-0.001508,0.931847,0.978995
2010-06-24,29.740000,0.513000,0.000000,1.000000,0.654500,1.399490,0.003515,0.002300,0.935123,0.981246
2010-06-25,28.530001,0.573500,0.000000,1.000000,0.513000,1.397144,-0.004441,-0.002322,0.930970,0.978968
2010-06-28,29.000000,0.550000,0.000000,1.000000,0.573500,1.394281,-0.001285,-0.000735,0.929774,0.978248
2010-06-29,34.130001,0.293500,0.000000,1.000000,0.550000,1.402078,0.015081,0.008288,0.943796,0.986357
2010-06-30,34.540001,0.273000,0.000000,1.000000,0.293500,1.359158,0.004842,0.001340,0.948366,0.987678
2010-07-01,32.860001,0.357000,0.000000,1.000000,0.273000,1.359883,0.005761,0.001566,0.953829,0.989225
2010-07-02,30.120001,0.494000,0.000000,1.000000,0.357000,1.358973,0.003589,0.001286,0.957252,0.990497
2010-07-05,30.120001,0.494000,0.000000,1.000000,0.494000,1.355708,0.004173,0.002061,0.961247,0.992538
2010-07-06,29.650000,0.517500,0.000000,1.000000,0.494000,1.353485,-0.011637,-0.005748,0.950062,0.986833
2010-07-07,26.840000,0.658000,0.000000,1.000000,0.517500,1.317216,0.005736,0.002974,0.955511,0.989768
2010-07-08,25.709999,0.714500,0.000000,1.000000,0.658000,1.319554,0.007780,0.005094,0.962945,0.994810
2010-07-09,24.980000,0.751000,0.000000,1.000000,0.714500,1.309239,0.000159,0.000100,0.963098,0.994909
2010-07-12,24.430000,0.778500,0.000000,1.000000,0.751000,1.309309,-0.000883,-0.000663,0.962248,0.994250
2010-07-13,24.559999,0.772000,0.000000,1.000000,0.778500,1.311341,-0.011755,-0.009151,0.950937,0.985151
2010-07-14,24.889999,0.755500,0.000000,1.000000,0.772000,1.276229,0.003330,0.002569,0.954104,0.987682
2010-07-15,25.139999,0.743000,0.000000,1.000000,0.755500,1.273233,0.010556,0.007971,0.964176,0.995554
2010-07-16,26.250000,0.687500,0.000000,1.000000,0.743000,1.245477,-0.013401,-0.009960,0.951255,0.985639
2010-07-19,25.969999,0.701500,0.000000,1.000000,0.687500,1.209188,-0.000134,-0.000107,0.951128,0.985533
2010-07-20,23.930000,0.803500,0.000000,1.000000,0.701500,1.210203,-0.008670,-0.006080,0.942881,0.979540
2010-07-21,25.639999,0.718000,0.000000,1.000000,0.803500,1.192426,-0.002781,-0.002216,0.940259,0.977370
2010-07-22,24.629999,0.768500,0.000000,1.000000,0.718000,1.191003,0.001238,0.000867,0.941424,0.978217
2010-07-23,23.469999,0.826500,0.000000,1.000000,0.768500,1.191245,0.002660,0.002053,0.943928,0.980225
2010-07-26,22.730000,0.863500,0.000000,1.000000,0.826500,1.239979,0.006233,0.005146,0.949811,0.985269
2010-07-27,23.190001,0.840500,0.000000,1.000000,0.863500,1.233989,0.000492,0.000417,0.950278,0.985680
2010-07-28,24.250000,0.787500,0.000000,1.000000,0.840500,1.249836,0.002178,0.001829,0.952348,0.987482
2010-07-29,24.129999,0.793500,0.000000,1.000000,0.787500,1.259057,-0.006990,-0.005518,0.945692,0.982033
2010-07-30,23.500000,0.825000,0.000000,1.000000,0.793500,1.249429,-0.003644,-0.002890,0.942245,0.979195
2010-08-02,22.010000,0.899500,0.000000,1.000000,0.825000,1.258719,-0.012594,-0.010390,0.930378,0.969022
2010-08-03,22.629999,0.868500,0.000000,1.000000,0.899500,1.236199,-0.000297,-0.000254,0.930102,0.968776
2010-08-04,22.209999,0.889500,0.000000,1.000000,0.868500,1.236263,-0.000239,-0.000213,0.929880,0.968569
2010-08-05,22.100000,0.895000,0.000000,1.000000,0.889500,1.242528,0.000003,0.000005,0.929883,0.968574
2010-08-06,21.740000,0.913000,0.000000,1.000000,0.895000,1.244931,-0.000900,-0.000804,0.929046,0.967795
2010-08-09,22.139999,0.893000,0.000000,1.000000,0.913000,1.248111,0.008307,0.007586,0.936763,0.975137
2010-08-10,22.370001,0.881500,0.000000,1.000000,0.893000,1.227889,0.000549,0.000485,0.937277,0.975609
2010-08-11,25.389999,0.730500,0.000000,1.000000,0.881500,1.228276,0.003615,0.003184,0.940665,0.978715
2010-08-12,25.730000,0.713500,0.000000,1.000000,0.730500,1.236859,0.024042,0.017525,0.963280,0.995867
2010-08-13,26.240000,0.688000,0.000000,1.000000,0.713500,1.111764,0.001491,0.001060,0.964717,0.996922
2010-08-16,26.100000,0.695000,0.000000,1.000000,0.688000,1.111735,-0.000813,-0.000566,0.963932,0.996358
2010-08-17,24.330000,0.783500,0.000000,1.000000,0.695000,1.114440,-0.001755,-0.001221,0.962241,0.995142
2010-08-18,24.590000,0.770500,0.000000,1.000000,0.783500,1.119008,0.005693,0.004482,0.967719,0.999602
2010-08-19,26.440001,0.678000,0.000000,1.000000,0.770500,1.161646,-0.002959,-0.002280,0.964855,0.997323
2010-08-20,25.490000,0.725500,0.000000,1.000000,0.678000,1.188478,0.004702,0.003167,0.969392,1.000481
2010-08-23,25.660000,0.717000,0.000000,1.000000,0.725500,1.183477,0.004076,0.002959,0.973343,1.003441
2010-08-24,27.459999,0.627000,0.000000,1.000000,0.717000,1.187846,0.000943,0.000675,0.974261,1.004119
2010-08-25,26.700001,0.665000,0.000000,1.000000,0.627000,1.238102,0.005808,0.003625,0.979920,1.007758
2010-08-26,27.370001,0.631500,0.000000,1.000000,0.665000,1.236466,0.001330,0.000888,0.981223,1.008653
2010-08-27,24.450001,0.777500,0.000000,1.000000,0.631500,1.236287,-0.002906,-0.001844,0.978371,1.006793
2010-08-30,27.209999,0.639500,0.000000,1.000000,0.777500,1.233869,0.009761,0.007628,0.987921,1.014473
2010-08-31,26.049999,0.697500,0.000000,1.000000,0.639500,1.230776,0.001394,0.000854,0.989298,1.015340
2010-09-01,23.889999,0.805500,0.000000,1.000000,0.697500,1.232715,0.003250,0.002271,0.992513,1.017646
2010-09-02,23.190001,0.840500,0.000000,1.000000,0.805500,1.243670,0.014064,0.011344,1.006471,1.029190
2010-09-03,21.309999,0.934500,0.000000,1.000000,0.840500,1.206317,0.000599,0.000512,1.007075,1.029717
2010-09-06,21.309999,0.934500,0.000000,1.000000,0.934500,1.222437,0.006143,0.005740,1.013261,1.035628
2010-09-07,23.799999,0.810000,0.000000,1.000000,0.934500,1.219406,-0.001530,-0.001430,1.011711,1.034147
2010-09-08,23.250000,0.837500,0.000000,1.000000,0.810000,1.223009,0.010675,0.008622,1.022510,1.043064
2010-09-09,22.809999,0.859500,0.000000,1.000000,0.837500,1.203875,0.003961,0.003323,1.026561,1.046529
2010-09-10,21.990000,0.900500,0.000000,1.000000,0.859500,1.231065,0.000595,0.000509,1.027171,1.047062
2010-09-13,21.209999,0.939500,0.000000,1.000000,0.900500,1.235634,-0.002472,-0.002215,1.024632,1.044743
2010-09-14,21.559999,0.922000,0.000000,1.000000,0.939500,1.234353,0.004915,0.004622,1.029668,1.049572
2010-09-15,22.100000,0.895000,0.000000,1.000000,0.922000,1.232807,-0.002875,-0.002655,1.026708,1.046785
2010-09-16,21.719999,0.914000,0.000000,1.000000,0.895000,1.235798,0.002491,0.002223,1.029265,1.049112
2010-09-17,22.010000,0.899500,0.000000,1.000000,0.914000,1.239915,0.000103,0.000089,1.029371,1.049205
2010-09-20,21.500000,0.925000,0.000000,1.000000,0.899500,1.246742,0.002358,0.002118,1.031799,1.051427
2010-09-21,22.350000,0.882500,0.000000,1.000000,0.925000,1.249955,0.001881,0.001743,1.033739,1.053259
2010-09-22,22.510000,0.874500,0.000000,1.000000,0.882500,1.250522,-0.002203,-0.001956,1.031462,1.051200
2010-09-23,23.870001,0.806500,0.000000,1.000000,0.874500,1.254789,0.000724,0.000632,1.032209,1.051864
2010-09-24,21.709999,0.914500,0.000000,1.000000,0.806500,1.256594,0.002733,0.002186,1.035030,1.054163
2010-09-27,22.540001,0.873000,0.000000,1.000000,0.914500,1.294184,0.013270,0.012164,1.048764,1.066986
2010-09-28,22.600000,0.870000,0.000000,1.000000,0.873000,1.262147,0.002420,0.002101,1.051302,1.069228
2010-09-29,23.250000,0.837500,0.000000,1.000000,0.870000,1.265547,0.000238,0.000206,1.051552,1.069448
2010-09-30,23.700001,0.815000,0.000000,1.000000,0.837500,1.265878,0.002494,0.002080,1.054175,1.071673
2010-10-01,22.500000,0.875000,0.000000,1.000000,0.815000,1.267070,-0.000648,-0.000534,1.053491,1.071100
2010-10-04,23.530001,0.823500,0.000000,1.000000,0.875000,1.307956,0.011446,0.010018,1.065549,1.081831
2010-10-05,21.760000,0.912000,0.000000,1.000000,0.823500,1.287763,0.001190,0.000966,1.066817,1.082876
2010-10-06,21.490000,0.925500,0.000000,1.000000,0.912000,1.296653,-0.002270,-0.002057,1.064395,1.080649
2010-10-07,21.559999,0.922000,0.000000,1.000000,0.925500,1.293125,-0.004778,-0.004422,1.059310,1.075870
2010-10-08,20.709999,0.964500,0.000000,1.000000,0.922000,1.284030,-0.000190,-0.000176,1.059108,1.075681
2010-10-11,18.959999,1.000000,0.000000,1.000000,0.964500,1.331110,-0.000264,-0.000255,1.058829,1.075407
2010-10-12,18.930000,1.000000,0.000000,1.000000,1.000000,1.330669,-0.001900,-0.001900,1.056817,1.073363
2010-10-13,19.070000,1.000000,0.000000,1.000000,1.000000,1.351229,-0.001164,-0.001164,1.055587,1.072114
2010-10-14,19.879999,1.000000,0.000000,1.000000,1.000000,1.427490,-0.000292,-0.000292,1.055279,1.071801
2010-10-15,19.030001,1.000000,0.000000,1.000000,1.000000,1.427310,0.004940,0.004940,1.060493,1.077096
2010-10-18,19.090000,1.000000,0.000000,1.000000,1.000000,1.470472,0.006439,0.006439,1.067321,1.084032
2010-10-19,20.629999,0.968500,0.000000,1.000000,1.000000,1.475261,0.002538,0.002538,1.070030,1.086784
2010-10-20,19.790001,1.000000,0.000000,1.000000,0.968500,1.475484,-0.011022,-0.010684,1.058237,1.075172
2010-10-21,19.270000,1.000000,0.000000,1.000000,1.000000,1.425237,0.000285,0.000295,1.058539,1.075489
2010-10-22,18.780001,1.000000,0.000000,1.000000,1.000000,1.431943,-0.008275,-0.008275,1.049779,1.066589
2010-10-25,19.850000,1.000000,0.000000,1.000000,1.000000,1.403000,0.001022,0.001022,1.050852,1.067679
2010-10-26,20.219999,0.989000,0.000000,1.000000,1.000000,1.402929,0.005117,0.005117,1.056229,1.073143
2010-10-27,20.709999,0.964500,0.000000,1.000000,0.989000,1.427491,0.000325,0.000322,1.056573,1.073488
2010-10-28,20.879999,0.956000,0.000000,1.000000,0.964500,1.438038,0.009807,0.009453,1.066935,1.083636
2010-10-29,21.200001,0.940000,0.000000,1.000000,0.956000,1.508250,-0.000145,-0.000137,1.066780,1.083487
2010-11-01,21.830000,0.908500,0.000000,1.000000,0.940000,1.508640,0.009571,0.008992,1.076990,1.093229
2010-11-02,21.570000,0.921500,0.000000,1.000000,0.908500,1.497224,0.004718,0.004276,1.082071,1.097904
2010-11-03,19.559999,1.000000,0.000000,1.000000,0.921500,1.498555,0.007967,0.007339,1.090692,1.105962
2010-11-04,18.520000,1.000000,0.000000,1.000000,1.000000,1.495778,-0.006787,-0.006762,1.083290,1.098483
2010-11-05,18.260000,1.000000,0.000000,1.000000,1.000000,1.482862,0.007305,0.007305,1.091203,1.106508
2010-11-08,18.290001,1.000000,0.000000,1.000000,1.000000,1.477996,-0.004362,-0.004362,1.086444,1.101681
2010-11-09,19.080000,1.000000,0.000000,1.000000,1.000000,1.463833,-0.011286,-0.011286,1.074182,1.089247
2010-11-10,18.469999,1.000000,0.000000,1.000000,1.000000,1.638756,0.006577,0.006577,1.081247,1.096411
2010-11-11,18.639999,1.000000,0.000000,1.000000,1.000000,1.632712,0.000051,0.000051,1.081302,1.096467
2010-11-12,20.610001,0.969500,0.000000,1.000000,1.000000,1.635113,-0.003666,-0.003666,1.077338,1.092447
2010-11-15,20.200001,0.990000,0.000000,1.000000,0.969500,1.631173,0.001949,0.001879,1.079437,1.094500
2010-11-16,22.580000,0.871000,0.000000,1.000000,0.990000,1.643331,-0.008056,-0.007976,1.070742,1.085771
2010-11-17,21.760000,0.912000,0.000000,1.000000,0.871000,1.622236,0.013759,0.011942,1.085473,1.098738
2010-11-18,18.750000,1.000000,0.000000,1.000000,0.912000,1.585318,0.003866,0.003540,1.089670,1.102627
2010-11-19,18.040001,1.000000,0.000000,1.000000,1.000000,1.587853,0.011728,0.011699,1.102449,1.115526
2010-11-22,18.370001,1.000000,0.000000,1.000000,1.000000,1.560054,-0.002951,-0.002951,1.099196,1.112234
2010-11-23,20.629999,0.968500,0.000000,1.000000,1.000000,1.559771,0.004763,0.004763,1.104432,1.117532
2010-11-24,19.559999,1.000000,0.000000,1.000000,0.968500,1.557724,0.013091,0.012669,1.118890,1.131690
2010-11-25,19.559999,1.000000,0.000000,1.000000,1.000000,1.532993,0.006900,0.006907,1.126611,1.139507
2010-11-26,22.219999,0.889000,0.000000,1.000000,1.000000,1.556759,0.003317,0.003317,1.130348,1.143287
2010-11-29,21.530001,0.923500,0.000000,1.000000,0.889000,1.556610,0.015561,0.013797,1.147937,1.159061
2010-11-30,23.540001,0.823000,0.000000,1.000000,0.923500,1.505964,0.006869,0.006352,1.155823,1.166424
2010-12-01,21.360001,0.932000,0.000000,1.000000,0.823000,1.568957,0.005798,0.004761,1.162524,1.171977
2010-12-02,19.389999,1.000000,0.000000,1.000000,0.932000,1.566312,0.004891,0.004573,1.168210,1.177337
2010-12-03,18.010000,1.000000,0.000000,1.000000,1.000000,1.573755,-0.012735,-0.012725,1.153333,1.162355
2010-12-06,18.020000,1.000000,0.000000,1.000000,1.000000,1.510699,0.003804,0.003804,1.157720,1.166776
2010-12-07,17.990000,1.000000,0.000000,1.000000,1.000000,1.548703,0.007307,0.007307,1.166180,1.175302
2010-12-08,17.740000,1.000000,0.000000,1.000000,1.000000,1.543077,-0.004983,-0.004983,1.160369,1.169445
2010-12-09,17.250000,1.000000,0.000000,1.000000,1.000000,1.528161,0.000002,0.000002,1.160371,1.169448
2010-12-10,17.610001,1.000000,0.000000,1.000000,1.000000,1.535020,0.002323,0.002323,1.163067,1.172165
2010-12-13,17.549999,1.000000,0.000000,1.000000,1.000000,1.540153,-0.001261,-0.001261,1.161600,1.170687
2010-12-14,17.610001,1.000000,0.000000,1.000000,1.000000,1.546724,-0.001565,-0.001565,1.159783,1.168855
2010-12-15,17.940001,1.000000,0.000000,1.000000,1.000000,1.543009,-0.002263,-0.002263,1.157158,1.166209
2010-12-16,17.389999,1.000000,0.000000,1.000000,1.000000,1.538457,0.011341,0.011341,1.170281,1.179435
2010-12-17,16.110001,1.000000,0.000000,1.000000,1.000000,1.512240,-0.002431,-0.002431,1.167437,1.176569
2010-12-20,16.410000,1.000000,0.000000,1.000000,1.000000,1.506230,0.003565,0.003565,1.171599,1.180763
2010-12-21,16.490000,1.000000,0.000000,1.000000,1.000000,1.512228,0.001611,0.001611,1.173486,1.182665
2010-12-22,15.450000,1.000000,0.000000,1.000000,1.000000,1.512611,-0.000935,-0.000935,1.172389,1.181560
2010-12-23,16.469999,1.000000,0.000000,1.000000,1.000000,1.510329,0.003424,0.003424,1.176404,1.185606
2010-12-24,16.469999,1.000000,0.000000,1.000000,1.000000,1.569277,0.001683,0.001683,1.178383,1.187601
2010-12-27,17.670000,1.000000,0.000000,1.000000,1.000000,1.569669,0.003639,0.003639,1.182671,1.191922
2010-12-28,17.520000,1.000000,0.000000,1.000000,1.000000,1.569544,-0.003555,-0.003555,1.178466,1.187684
2010-12-29,17.280001,1.000000,0.000000,1.000000,1.000000,1.560659,0.003489,0.003489,1.182578,1.191829
2010-12-30,17.520000,1.000000,0.000000,1.000000,1.000000,1.562040,-0.012272,-0.012272,1.168066,1.177202
2010-12-31,17.750000,1.000000,0.000000,1.000000,1.000000,1.546070,-0.000572,-0.000572,1.167397,1.176529
2011-01-03,17.610001,1.000000,0.000000,1.000000,1.000000,1.544797,-0.010504,-0.010504,1.155135,1.164171
2011-01-04,17.379999,1.000000,0.000000,1.000000,1.000000,1.507190,-0.000226,-0.000226,1.154874,1.163908
2011-01-05,17.020000,1.000000,0.000000,1.000000,1.000000,1.521175,-0.004151,-0.004151,1.150080,1.159076
2011-01-06,17.400000,1.000000,0.000000,1.000000,1.000000,1.512680,-0.004004,-0.004004,1.145475,1.154435
2011-01-07,17.139999,1.000000,0.000000,1.000000,1.000000,1.504948,0.009040,0.009040,1.155830,1.164871
2011-01-10,17.540001,1.000000,0.000000,1.000000,1.000000,1.490627,0.002961,0.002961,1.159253,1.168320
2011-01-11,16.889999,1.000000,0.000000,1.000000,1.000000,1.492157,0.002980,0.002980,1.162707,1.171802
2011-01-12,16.240000,1.000000,0.000000,1.000000,1.000000,1.492471,0.006864,0.006864,1.170688,1.179846
2011-01-13,16.389999,1.000000,0.000000,1.000000,1.000000,1.487876,0.013507,0.013507,1.186501,1.195782
2011-01-14,15.460000,1.000000,0.000000,1.000000,1.000000,1.453509,0.003846,0.003846,1.191065,1.200382
2011-01-17,15.460000,1.000000,0.000000,1.000000,1.000000,1.452271,0.004564,0.004564,1.196501,1.205860
