instr,side,entry_date,exit_date,entry_close,exit_close,pnl_pct,duration_days,exit_reason
COPPER,long,2021-10-15,2021-11-02,4.734000,4.374000,-0.076046,18,stop
COPPER,short,2021-11-26,2021-12-22,4.281500,4.389500,-0.025225,26,stop
COPPER,long,2022-01-07,2022-01-28,4.403000,4.303000,-0.022712,21,stop
COPPER,short,2022-04-29,2022-06-01,4.395000,4.330000,0.014790,33,stop
COPPER,long,2022-08-24,2022-08-30,3.660500,3.545000,-0.031553,6,stop
COPPER,short,2022-09-23,2022-10-21,3.371500,3.523000,-0.044935,28,stop
COPPER,long,2022-11-04,2023-01-04,3.714500,3.739500,0.006730,61,stop
COPPER,short,2023-03-09,2023-03-23,4.054500,4.146000,-0.022567,14,stop
COPPER,long,2023-04-14,2023-04-21,4.107500,3.980000,-0.031041,7,stop
COPPER,short,2023-04-21,2023-06-06,3.980000,3.767000,0.053518,46,stop
COPPER,long,2023-06-27,2023-06-28,3.781500,3.720500,-0.016131,1,stop
COPPER,short,2023-08-17,2023-09-01,3.685500,3.812500,-0.034459,15,stop
COPPER,long,2023-11-20,2024-01-05,3.812500,3.794500,-0.004721,46,stop
COPPER,short,2024-01-23,2024-01-24,3.790500,3.882500,-0.024271,1,stop
COPPER,long,2024-03-07,2024-05-31,3.919500,4.610000,0.176170,85,stop
COPPER,short,2024-06-20,2024-07-05,4.618000,4.658500,-0.008770,15,stop
COPPER,long,2024-09-20,2024-10-15,4.281500,4.300500,0.004438,25,stop
COPPER,short,2024-11-12,2024-12-09,4.119500,4.223500,-0.025246,27,stop
OIL_WTI,short,2010-05-11,2010-06-10,76.370003,75.480003,0.011654,30,stop
OIL_WTI,long,2010-07-05,2010-07-06,72.139999,71.980003,-0.002218,1,stop
OIL_WTI,short,2010-08-31,2010-09-10,71.919998,76.449997,-0.062987,10,stop
OIL_WTI,long,2010-10-05,2010-11-17,82.820000,80.440002,-0.028737,43,stop
OIL_WTI,short,2011-02-09,2011-02-22,86.709999,93.570000,-0.079114,13,stop
OIL_WTI,long,2011-03-02,2011-05-05,102.230003,99.800003,-0.023770,64,stop
OIL_WTI,short,2011-05-19,2011-07-07,98.440002,98.669998,-0.002336,49,stop
OIL_WTI,long,2011-07-29,2011-08-02,95.699997,93.790001,-0.019958,4,stop
OIL_WTI,short,2011-08-04,2011-08-30,86.629997,88.900002,-0.026203,26,stop
OIL_WTI,long,2011-10-28,2011-12-14,93.320000,94.949997,0.017467,47,stop
OIL_WTI,short,2012-02-06,2012-02-15,96.910004,101.800003,-0.050459,9,stop
OIL_WTI,long,2012-02-17,2012-03-29,103.239998,102.779999,-0.004456,41,stop
OIL_WTI,short,2012-04-13,2012-05-01,102.830002,106.160004,-0.032384,18,stop
OIL_WTI,long,2012-07-24,2012-09-19,88.500000,91.980003,0.039322,57,stop
OIL_WTI,short,2012-10-04,2012-11-19,91.709999,89.279999,0.026497,46,stop
OIL_WTI,long,2012-12-20,2013-02-20,90.129997,94.459999,0.048042,62,stop
OIL_WTI,short,2013-03-05,2013-03-25,90.820000,94.809998,-0.043933,20,stop
OIL_WTI,long,2013-04-09,2013-04-12,94.199997,91.290001,-0.030892,3,stop
OIL_WTI,short,2013-04-18,2013-04-29,87.730003,94.500000,-0.077169,11,stop
OIL_WTI,long,2013-05-16,2013-05-29,95.160004,93.129997,-0.021333,13,stop
OIL_WTI,short,2013-10-01,2013-12-03,102.040001,96.040001,0.058800,63,stop
OIL_WTI,long,2013-12-23,2014-01-02,98.910004,95.440002,-0.035082,10,stop
OIL_WTI,short,2014-01-20,2014-01-22,94.370003,96.730003,-0.025008,2,stop
OIL_WTI,long,2014-02-11,2014-03-11,99.940002,100.029999,0.000901,28,stop
OIL_WTI,short,2014-04-02,2014-04-08,99.620003,102.559998,-0.029512,6,stop
OIL_WTI,long,2014-04-14,2014-04-25,104.050003,100.599998,-0.033157,11,stop
OIL_WTI,short,2014-05-16,2014-05-19,102.019997,102.610001,-0.005783,3,stop
OIL_WTI,long,2014-05-28,2014-07-03,102.720001,104.059998,0.013045,36,stop
OIL_WTI,short,2014-07-18,2015-02-03,103.129997,53.049999,0.485601,200,stop
OIL_WTI,long,2015-02-25,2015-03-10,50.990002,48.290001,-0.052952,13,stop
OIL_WTI,short,2015-03-18,2015-03-26,44.660000,51.430000,-0.151590,8,stop
OIL_WTI,long,2015-04-15,2015-05-27,56.389999,57.509998,0.019862,42,stop
OIL_WTI,short,2015-07-06,2015-08-28,52.529999,45.220001,0.139159,53,stop
OIL_WTI,long,2015-09-23,2015-10-26,44.480000,43.980000,-0.011241,33,stop
OIL_WTI,short,2015-11-06,2016-02-25,44.290001,33.070000,0.253330,111,stop
OIL_WTI,long,2016-03-08,2016-04-01,36.500000,36.790001,0.007945,24,stop
OIL_WTI,short,2016-07-11,2016-08-12,44.759998,44.490002,0.006032,32,stop
OIL_WTI,long,2016-08-31,2016-09-01,44.700001,43.160000,-0.034452,1,stop
OIL_WTI,short,2016-11-15,2016-11-22,45.810001,48.029999,-0.048461,7,stop
OIL_WTI,long,2016-12-12,2017-01-10,52.830002,50.820000,-0.038047,29,stop
OIL_WTI,short,2017-03-13,2017-03-31,48.400002,50.599998,-0.045454,18,stop
OIL_WTI,long,2017-04-24,2017-04-25,49.230000,49.560001,0.006703,1,stop
OIL_WTI,short,2017-05-05,2017-05-19,46.220001,50.330002,-0.088923,14,stop
OIL_WTI,long,2017-07-28,2017-08-16,49.709999,46.779999,-0.058942,19,stop
OIL_WTI,short,2018-02-27,2018-03-21,63.009998,65.169998,-0.034280,22,stop
OIL_WTI,long,2018-03-30,2018-05-25,64.940002,67.879997,0.045272,56,stop
OIL_WTI,short,2018-06-13,2018-06-22,66.639999,68.580002,-0.029112,9,stop
OIL_WTI,long,2018-07-05,2018-07-16,72.940002,68.059998,-0.066904,11,stop
OIL_WTI,short,2018-08-09,2018-08-29,66.809998,69.510002,-0.040413,20,stop
OIL_WTI,long,2018-09-17,2018-10-17,68.910004,69.750000,0.012190,30,stop
OIL_WTI,short,2018-10-31,2019-01-08,65.309998,49.779999,0.237789,69,stop
OIL_WTI,long,2019-01-25,2019-05-02,53.689999,61.810001,0.151239,97,stop
OIL_WTI,short,2019-05-23,2019-06-20,57.910000,56.650002,0.021758,28,stop
OIL_WTI,long,2019-07-15,2019-07-18,59.580002,55.299999,-0.071836,3,stop
OIL_WTI,short,2019-08-09,2019-09-09,54.500000,57.849998,-0.061468,31,stop
OIL_WTI,long,2019-09-18,2019-09-30,58.110001,54.070000,-0.069523,12,stop
OIL_WTI,short,2019-10-14,2019-10-23,53.590000,55.970001,-0.044411,9,stop
OIL_WTI,long,2019-11-13,2019-11-29,57.119999,55.169998,-0.034139,16,stop
OIL_WTI,short,2020-01-27,2020-02-20,53.139999,53.779999,-0.012044,24,stop
OIL_WTI,long,2020-05-19,2020-09-04,32.500000,39.770000,0.223692,108,stop
OIL_WTI,short,2020-09-14,2020-11-10,37.259998,41.360001,-0.110038,57,stop
OIL_WTI,long,2020-11-25,2021-03-18,45.709999,60.000000,0.312623,113,stop
OIL_WTI,short,2021-04-12,2021-04-14,59.700001,63.150002,-0.057789,2,stop
OIL_WTI,long,2021-05-04,2021-05-20,65.690002,62.049999,-0.055412,16,stop
OIL_WTI,short,2021-08-06,2021-09-02,68.279999,69.989998,-0.025044,27,stop
OIL_WTI,long,2021-09-20,2021-11-04,70.290001,78.809998,0.121212,45,stop
OIL_WTI,short,2021-11-29,2021-12-23,69.949997,73.790001,-0.054896,24,stop
OIL_WTI,long,2022-01-12,2022-03-31,82.639999,100.279999,0.213456,78,stop
OIL_WTI,short,2022-04-22,2022-05-04,102.070000,107.809998,-0.056236,12,stop
OIL_WTI,long,2022-05-17,2022-06-17,112.400002,109.559998,-0.025267,31,stop
OIL_WTI,short,2022-07-06,2022-08-29,98.529999,97.010002,0.015427,54,stop
OIL_WTI,long,2022-10-28,2022-11-17,87.900002,81.639999,-0.071217,20,stop
OIL_WTI,short,2022-11-25,2022-12-23,76.279999,79.559998,-0.042999,28,stop
OIL_WTI,long,2023-01-20,2023-02-02,81.309998,75.879997,-0.066781,13,stop
OIL_WTI,short,2023-02-21,2023-03-06,76.160004,80.459999,-0.056460,13,stop
OIL_WTI,long,2023-04-14,2023-04-25,82.519997,77.070000,-0.066045,11,stop
OIL_WTI,short,2023-05-11,2023-07-07,70.870003,73.860001,-0.042190,57,stop
OIL_WTI,long,2023-07-13,2023-08-23,76.889999,78.889999,0.026011,41,stop
OIL_WTI,short,2023-10-26,2023-12-26,83.209999,75.570000,0.091816,61,stop
OIL_WTI,long,2024-01-29,2024-04-30,76.779999,81.930000,0.067075,92,stop
OIL_WTI,short,2024-05-09,2024-06-17,79.260002,80.330002,-0.013500,39,stop
OIL_WTI,long,2024-07-02,2024-07-19,82.809998,80.129997,-0.032363,17,stop
OIL_WTI,short,2024-08-02,2024-08-12,73.519997,80.059998,-0.088955,10,stop
OIL_WTI,long,2024-10-24,2024-10-28,70.190002,67.379997,-0.040034,4,stop
OIL_WTI,short,2024-11-08,2024-12-13,70.379997,71.290001,-0.012930,35,stop
NATGAS,long,2010-05-18,2010-06-29,4.342000,4.548000,0.047444,42,stop
NATGAS,short,2010-07-23,2010-07-28,4.580000,4.774000,-0.042358,5,stop
NATGAS,long,2010-11-18,2010-12-16,4.007000,4.048000,0.010232,28,stop
NATGAS,short,2011-02-14,2011-03-17,3.925000,4.158000,-0.059363,31,stop
NATGAS,long,2011-04-01,2011-04-08,4.362000,4.041000,-0.073590,7,stop
NATGAS,short,2011-05-31,2011-06-01,4.666000,4.629000,0.007930,1,stop
NATGAS,long,2011-06-02,2011-06-16,4.794000,4.412000,-0.079683,14,stop
NATGAS,short,2011-07-05,2011-07-15,4.363000,4.546000,-0.041944,10,stop
NATGAS,long,2012-05-14,2012-06-01,2.431000,2.326000,-0.043192,18,stop
NATGAS,short,2012-08-27,2012-09-11,2.653000,2.992000,-0.127780,15,stop
NATGAS,long,2012-09-28,2012-11-30,3.320000,3.561000,0.072590,63,stop
NATGAS,short,2012-12-19,2013-01-15,3.320000,3.455000,-0.040663,27,stop
NATGAS,long,2013-02-07,2013-02-08,3.285000,3.272000,-0.003957,1,stop
NATGAS,short,2013-02-15,2013-02-25,3.153000,3.414000,-0.082778,10,stop
NATGAS,long,2013-03-08,2013-05-02,3.629000,4.025000,0.109121,55,stop
NATGAS,short,2013-05-27,2013-07-18,4.237000,3.812000,0.100307,52,stop
NATGAS,long,2013-09-11,2013-09-24,3.567000,3.492000,-0.021026,13,stop
NATGAS,short,2013-11-08,2013-11-21,3.559000,3.702000,-0.040180,13,stop
NATGAS,long,2013-11-28,2014-01-09,3.895000,4.005000,0.028241,42,stop
NATGAS,short,2014-03-19,2014-04-09,4.484000,4.586000,-0.022747,21,stop
NATGAS,long,2014-05-01,2014-05-08,4.719000,4.572000,-0.031151,7,stop
NATGAS,short,2014-05-27,2014-06-03,4.505000,4.629000,-0.027525,7,stop
NATGAS,long,2014-06-20,2014-06-23,4.531000,4.446000,-0.018760,3,stop
NATGAS,short,2014-07-02,2014-08-12,4.357000,3.974000,0.087905,41,stop
NATGAS,long,2014-09-16,2014-09-23,3.995000,3.816000,-0.044806,7,stop
NATGAS,short,2014-10-22,2014-11-03,3.659000,4.046000,-0.105767,12,stop
NATGAS,long,2014-11-13,2014-12-01,3.977000,4.007000,0.007543,18,stop
NATGAS,short,2014-12-17,2015-02-20,3.702000,2.951000,0.202863,65,stop
NATGAS,long,2015-05-14,2015-05-28,3.008000,2.706000,-0.100399,14,stop
NATGAS,short,2015-06-23,2015-07-01,2.726000,2.783000,-0.020910,8,reversal
NATGAS,long,2015-07-01,2015-07-08,2.783000,2.685000,-0.035214,7,stop
NATGAS,short,2015-07-08,2015-07-15,2.685000,2.918000,-0.086778,7,stop
