date,gross_return,cost,net_return,cum_gross,cum_net,weight_EURUSD,weight_GBPUSD,weight_AUDUSD,weight_USDCAD
2010-04-26,0.001820,0.000107,0.001712,0.971002,0.958707,-0.189519,0.300000,-0.300000,0.300000
2010-04-27,0.010452,0.000283,0.010169,0.981151,0.968456,-0.300000,-0.300000,0.300000,0.300000
2010-04-28,0.000098,0.000025,0.000073,0.981247,0.968527,-0.296540,-0.300000,0.210274,0.300000
2010-04-29,0.005517,0.000413,0.005104,0.986661,0.973471,0.241525,0.300000,-0.030578,-0.300000
2010-04-30,0.006676,0.000383,0.006293,0.993248,0.979597,-0.139931,-0.300000,-0.273470,0.300000
2010-05-03,0.000193,0.000164,0.000029,0.993440,0.979625,-0.088134,-0.300000,0.300000,0.300000
2010-05-04,-0.010340,0.000196,-0.010536,0.983168,0.969304,0.168246,-0.300000,0.300000,-0.299996
2010-05-05,0.004705,0.000257,0.004449,0.987794,0.973616,-0.300000,-0.213624,0.280147,0.300000
2010-05-06,-0.006058,0.000269,-0.006327,0.981810,0.967456,-0.300000,0.300000,0.062726,-0.209590
2010-05-07,0.001089,0.000119,0.000971,0.982879,0.968395,0.022184,0.300000,-0.057004,-0.300000
2010-05-10,-0.000861,0.000174,-0.001034,0.982033,0.967393,0.300000,0.240583,-0.300000,-0.128096
2010-05-11,0.000159,0.000291,-0.000132,0.982189,0.967265,-0.061619,0.300000,0.300000,-0.300000
2010-05-12,0.000782,0.000382,0.000400,0.982958,0.967653,-0.023442,-0.300000,-0.151271,0.300000
2010-05-13,-0.006765,0.000367,-0.007132,0.976308,0.960751,0.300000,0.246035,0.071278,-0.300000
2010-05-14,0.007814,0.000398,0.007416,0.983937,0.967876,-0.300000,-0.300000,0.206311,0.300000
2010-05-17,0.003073,0.000232,0.002841,0.986960,0.970626,0.300000,-0.300000,-0.178092,0.294999
2010-05-18,-0.000235,0.000154,-0.000389,0.986729,0.970249,0.300000,0.079515,-0.300000,0.076773
2010-05-19,0.001857,0.000190,0.001667,0.988561,0.971866,-0.300000,0.166039,-0.300000,0.300000
2010-05-20,0.001194,0.000290,0.000904,0.989741,0.972745,0.216098,0.300000,-0.225045,-0.300000
2010-05-21,-0.007050,0.000368,-0.007418,0.982763,0.965529,-0.066425,-0.300000,-0.004748,0.300000
2010-05-24,-0.003014,0.000285,-0.003298,0.979802,0.962345,0.046929,0.300000,-0.058996,-0.300000
2010-05-25,-0.001604,0.000166,-0.001770,0.978230,0.960641,0.281055,0.300000,-0.300000,-0.103493
2010-05-26,0.002565,0.000354,0.002211,0.980739,0.962765,-0.084246,-0.300000,-0.035522,0.300000
2010-05-27,-0.011792,0.000207,-0.011999,0.969174,0.951213,-0.285129,0.300000,-0.235856,0.283348
2010-05-28,0.004242,0.000240,0.004003,0.973286,0.955021,-0.135192,-0.300000,0.107511,0.300000
2010-05-31,-0.003369,0.000085,-0.003454,0.970007,0.951723,-0.112860,-0.300000,0.257981,0.151626
2010-06-01,0.000047,0.000399,-0.000352,0.970052,0.951387,0.300000,0.300000,-0.092672,-0.300000
2010-06-02,-0.005430,0.000334,-0.005764,0.964785,0.945904,-0.232484,-0.133383,-0.115903,0.300000
2010-06-03,-0.001762,0.000348,-0.002111,0.963084,0.943907,0.186523,0.300000,0.032357,-0.300000
2010-06-04,0.009145,0.000375,0.008769,0.971892,0.952185,-0.232008,-0.300000,0.182325,0.289558
2010-06-07,-0.000739,0.000078,-0.000816,0.971174,0.951407,-0.114369,-0.300000,0.018637,0.300000
2010-06-08,-0.006806,0.000264,-0.007070,0.964563,0.944681,0.223199,0.115529,-0.300000,0.195952
2010-06-09,0.003951,0.000299,0.003652,0.968374,0.948130,0.088121,0.300000,0.100697,-0.300000
2010-06-10,0.002115,0.000193,0.001922,0.970422,0.949952,0.300000,-0.222523,-0.058998,-0.243502
2010-06-11,-0.003093,0.000206,-0.003300,0.967421,0.946818,0.071842,0.300000,0.130016,-0.300000
2010-06-14,-0.005154,0.000334,-0.005488,0.962435,0.941622,-0.225258,-0.300000,0.039421,0.300000
2010-06-15,0.002977,0.000343,0.002634,0.965300,0.944102,0.028445,0.300000,-0.112087,-0.300000
2010-06-16,-0.000218,0.000148,-0.000366,0.965089,0.943757,0.300000,0.033927,0.051294,-0.300000
2010-06-17,-0.001793,0.000338,-0.002131,0.963358,0.941745,-0.300000,-0.300000,0.102373,0.300000
2010-06-18,-0.001660,0.000275,-0.001935,0.961759,0.939923,0.300000,-0.271559,-0.223266,0.072902
2010-06-21,-0.004026,0.000242,-0.004267,0.957887,0.935912,0.300000,0.300000,-0.035286,-0.300000
2010-06-22,-0.003588,0.000253,-0.003841,0.954450,0.932317,0.272680,-0.300000,0.267961,-0.056669
2010-06-23,-0.000877,0.000313,-0.001189,0.953613,0.931208,-0.280197,-0.277412,-0.119907,0.300000
2010-06-24,0.002580,0.000281,0.002299,0.956073,0.933349,0.196286,0.300000,-0.300000,0.151193
2010-06-25,-0.003659,0.000399,-0.004058,0.952575,0.929562,-0.300000,-0.300000,0.269769,0.300000
2010-06-28,-0.000981,0.000320,-0.001301,0.951640,0.928353,0.300000,-0.285515,-0.300000,0.170356
2010-06-29,0.009518,0.000223,0.009295,0.960698,0.936981,-0.242982,0.300000,-0.300000,0.109854
2010-06-30,0.002527,0.000049,0.002478,0.963125,0.939303,-0.224367,0.300000,-0.300000,0.300000
2010-07-01,0.005509,0.000417,0.005093,0.968431,0.944087,0.300000,-0.169050,0.014881,-0.300000
2010-07-02,0.001565,0.000133,0.001432,0.969947,0.945439,0.300000,-0.300000,-0.187200,-0.081444
2010-07-05,-0.000286,0.000381,-0.000667,0.969670,0.944808,-0.300000,0.285670,0.080826,0.280068
2010-07-06,-0.003914,0.000047,-0.003961,0.965874,0.941065,-0.300000,0.029659,0.079551,0.300000
2010-07-07,0.002438,0.000317,0.002121,0.968229,0.943061,0.300000,-0.300000,0.082495,-0.300000
2010-07-08,0.002782,0.000115,0.002667,0.970923,0.945576,0.300000,0.300000,0.026438,-0.300000
2010-07-09,0.002013,0.000139,0.001874,0.972878,0.947348,0.208265,0.038001,0.300000,-0.300000
2010-07-12,-0.001983,0.000103,-0.002087,0.970948,0.945371,0.300000,-0.126904,0.097627,-0.300000
2010-07-13,-0.002261,0.000333,-0.002593,0.968753,0.942920,-0.300000,0.191747,0.038390,0.300000
2010-07-14,0.003048,0.000247,0.002801,0.971706,0.945561,0.236016,0.300000,-0.300000,0.183983
2010-07-15,0.000539,0.000320,0.000219,0.972230,0.945768,0.233270,-0.300000,0.300000,-0.035782
2010-07-16,-0.004668,0.000211,-0.004878,0.967691,0.941154,0.300000,-0.037528,-0.021677,-0.300000
2010-07-19,0.000797,0.000319,0.000479,0.968463,0.941604,-0.276213,-0.300000,0.055329,0.300000
2010-07-20,-0.006760,0.000331,-0.007091,0.961916,0.934927,0.258955,0.300000,-0.300000,0.180225
2010-07-21,-0.002715,0.000390,-0.003106,0.959304,0.932024,-0.209151,0.221732,0.300000,-0.300000
2010-07-22,-0.006698,0.000289,-0.006986,0.952879,0.925512,-0.300000,-0.039962,0.001314,0.300000
2010-07-23,0.003339,0.000268,0.003071,0.956061,0.928354,0.006909,0.300000,-0.030951,-0.300000
2010-07-26,0.003904,0.000065,0.003839,0.959793,0.931918,0.176492,0.300000,0.084737,-0.300000
2010-07-27,-0.001293,0.000123,-0.001416,0.958552,0.930599,0.300000,-0.029184,-0.082861,-0.300000
2010-07-28,0.002260,0.000115,0.002145,0.960718,0.932595,0.293264,0.300000,-0.300000,-0.300000
2010-07-29,-0.005023,0.000309,-0.005332,0.955892,0.927622,-0.138421,-0.193638,-0.291236,0.300000
2010-07-30,-0.002759,0.000204,-0.002963,0.953255,0.924873,0.084853,-0.300000,0.232220,0.300000
2010-08-02,-0.008620,0.000155,-0.008775,0.945038,0.916757,-0.069571,-0.300000,-0.226042,0.300000
2010-08-03,-0.000269,0.000424,-0.000693,0.944784,0.916122,-0.300000,0.300000,0.282987,-0.300000
2010-08-04,-0.000038,0.000209,-0.000247,0.944748,0.915896,-0.300000,0.267899,0.073485,0.300000
2010-08-05,-0.000614,0.000271,-0.000885,0.944168,0.915086,0.300000,0.300000,0.054950,-0.300000
2010-08-06,-0.000869,0.000361,-0.001231,0.943347,0.913959,-0.300000,-0.300000,0.034936,0.300000
2010-08-09,0.004318,0.000156,0.004162,0.947420,0.917763,0.226377,-0.300000,0.243600,0.300000
2010-08-10,0.000001,0.000342,-0.000341,0.947422,0.917451,-0.300000,0.300000,-0.048079,0.018362
2010-08-11,0.002888,0.000177,0.002711,0.950158,0.919938,-0.300000,-0.294912,0.006586,0.300000
2010-08-12,0.017344,0.000106,0.017239,0.966638,0.935797,-0.300000,-0.012457,-0.209544,0.300000
2010-08-13,0.001660,0.000327,0.001332,0.968243,0.937044,0.300000,-0.188710,-0.072042,-0.300000
2010-08-16,-0.001569,0.000158,-0.001727,0.966724,0.935425,0.300000,-0.300000,-0.064915,0.276006
2010-08-17,0.000106,0.000046,0.000060,0.966826,0.935481,0.136548,-0.300000,-0.096231,0.300000
2010-08-18,0.004126,0.000313,0.003814,0.970816,0.939049,0.221208,0.300000,0.101680,-0.300000
2010-08-19,-0.000423,0.000278,-0.000701,0.970405,0.938391,-0.300000,0.300000,-0.006901,0.300000
2010-08-20,0.005127,0.000296,0.004831,0.975380,0.942925,0.300000,-0.300000,-0.300000,0.300000
2010-08-23,0.005189,0.000232,0.004957,0.980441,0.947599,-0.300000,-0.090510,-0.013856,0.300000
2010-08-24,0.003158,0.000085,0.003073,0.983538,0.950510,-0.229113,-0.300000,-0.147689,0.300000
2010-08-25,0.005876,0.000078,0.005798,0.989318,0.956022,-0.052339,-0.300000,-0.300000,0.300000
2010-08-26,0.001332,0.000280,0.001052,0.990635,0.957027,0.173186,0.300000,-0.300000,-0.288610
2010-08-27,-0.001773,0.000308,-0.002081,0.988879,0.955036,-0.097416,-0.300000,-0.233116,0.300000
2010-08-30,0.007417,0.000417,0.007000,0.996214,0.961721,0.212246,0.300000,0.187152,-0.300000
2010-08-31,0.005248,0.000347,0.004901,1.001441,0.966434,-0.300000,-0.067190,0.027156,0.300000
2010-09-01,0.003498,0.000248,0.003251,1.004945,0.969576,0.300000,-0.300000,-0.300000,0.300000
2010-09-02,0.006968,0.000415,0.006553,1.011947,0.975930,-0.045026,0.300000,0.092029,-0.300000
2010-09-03,0.000961,0.000347,0.000615,1.012920,0.976529,-0.300000,-0.300000,0.300000,0.300000
2010-09-06,0.006392,0.000287,0.006105,1.019395,0.982491,0.300000,-0.201320,0.261316,-0.300000
2010-09-07,0.001505,0.000178,0.001327,1.020929,0.983795,-0.300000,0.113850,0.300000,-0.300000
2010-09-08,0.008493,0.000298,0.008195,1.029600,0.991857,-0.273136,-0.300000,0.002114,0.300000
2010-09-09,0.006832,0.000355,0.006477,1.036634,0.998281,0.300000,0.300000,-0.001688,-0.300000
2010-09-10,0.002467,0.000172,0.002295,1.039191,1.000572,0.300000,-0.255490,0.300000,-0.300000
2010-09-13,0.000669,0.000307,0.000362,1.039886,1.000934,-0.115348,-0.300000,0.028919,0.300000
2010-09-14,-0.001267,0.000294,-0.001561,1.038569,0.999372,-0.300000,-0.053521,0.300000,-0.300000
2010-09-15,0.002935,0.000164,0.002771,1.041617,1.002141,0.284576,-0.300000,0.300000,-0.253399
2010-09-16,0.002750,0.000139,0.002611,1.044481,1.004758,0.300000,0.300000,0.193735,-0.300000
2010-09-17,0.001536,0.000100,0.001437,1.046085,1.006201,0.300000,0.300000,-0.179288,-0.300000
2010-09-20,0.001979,0.000457,0.001522,1.048156,1.007733,-0.300000,-0.300000,0.300000,0.189513
2010-09-21,0.003525,0.000252,0.003272,1.051850,1.011030,0.119376,0.031103,0.300000,-0.300000
2010-09-22,-0.006146,0.000335,-0.006481,1.045385,1.004477,-0.300000,-0.300000,0.082369,0.300000
2010-09-23,-0.002029,0.000214,-0.002242,1.043265,1.002225,-0.061312,-0.300000,0.300000,-0.161930
2010-09-24,0.003432,0.000342,0.003090,1.046845,1.005322,-0.300000,0.300000,-0.043109,0.300000
2010-09-27,0.007297,0.000280,0.007018,1.054484,1.012376,0.273569,0.300000,-0.146412,-0.300000
2010-09-28,0.002206,0.000435,0.001771,1.056810,1.014169,-0.147314,-0.300000,0.300000,0.300000
2010-09-29,-0.001553,0.000271,-0.001824,1.055169,1.012319,0.076251,0.171142,-0.300000,0.300000
2010-09-30,0.001872,0.000290,0.001582,1.057144,1.013921,0.300000,-0.300000,0.155130,0.064325
