date,us_2y_pct,ca_2y_pct,rate_diff_pp,d_diff_pp,usdcad_close,usdcad_return,position,gross_return,cost,net_return,cum_gross,cum_net
2013-07-29,0.325000,1.158000,-0.833000,-0.007000,1.027030,-0.001526,-1.000000,0.001526,0.000487,0.001039,4.264319,3.293334
2013-07-30,0.317000,1.163000,-0.846000,-0.013000,1.026200,-0.000808,-1.000000,0.000808,0.000000,0.000808,4.267765,3.295995
2013-07-31,0.313000,1.165000,-0.852000,-0.006000,1.030120,0.003820,-1.000000,-0.003820,0.000000,-0.003820,4.251463,3.283405
2013-08-01,0.313000,1.165000,-0.852000,0.000000,1.028400,-0.001670,-1.000000,0.001670,0.000000,0.001670,4.258562,3.288887
2013-08-02,0.329000,1.154000,-0.825000,0.027000,1.034700,0.006126,0.000000,0.000000,0.000242,-0.000242,4.258562,3.288092
2013-08-05,0.329000,1.154000,-0.825000,0.000000,1.038750,0.003914,1.000000,0.003914,0.000241,0.003674,4.275231,3.300171
2013-08-06,0.305000,1.165000,-0.860000,-0.035000,1.035720,-0.002917,0.000000,-0.000000,0.000241,-0.000241,4.275231,3.299375
2013-08-07,0.309000,1.136000,-0.827000,0.033000,1.037200,0.001429,-1.000000,-0.001429,0.000241,-0.001670,4.269122,3.293865
2013-08-08,0.305000,1.137000,-0.832000,-0.005000,1.042090,0.004715,1.000000,0.004715,0.000480,0.004235,4.289249,3.307814
2013-08-09,0.306000,1.134000,-0.828000,0.004000,1.032700,-0.009011,-1.000000,0.009011,0.000484,0.008527,4.327899,3.336019
2013-08-12,0.309800,1.136000,-0.826200,0.001800,1.028300,-0.004261,1.000000,-0.004261,0.000486,-0.004747,4.309460,3.320183
2013-08-13,0.310000,1.195000,-0.885000,-0.058800,1.031210,0.002830,1.000000,0.002830,0.000000,0.002830,4.321655,3.329579
2013-08-14,0.334000,1.200000,-0.866000,0.019000,1.034480,0.003171,-1.000000,-0.003171,0.000483,-0.003654,4.307950,3.317411
2013-08-15,0.330000,1.219000,-0.889000,-0.023000,1.033170,-0.001266,1.000000,-0.001266,0.000484,-0.001750,4.302495,3.311605
2013-08-16,0.346000,1.216000,-0.870000,0.019000,1.030190,-0.002884,-1.000000,0.002884,0.000485,0.002399,4.314905,3.319549
2013-08-19,0.346600,1.223000,-0.876400,-0.006400,1.033190,0.002912,1.000000,0.002912,0.000484,0.002428,4.327470,3.327610
2013-08-20,0.355000,1.202000,-0.847000,0.029400,1.034500,0.001268,-1.000000,-0.001268,0.000483,-0.001751,4.321983,3.321782
2013-08-21,0.343000,1.202000,-0.859000,-0.012000,1.039500,0.004833,1.000000,0.004833,0.000481,0.004352,4.342873,3.336239
2013-08-22,0.367000,1.206000,-0.839000,0.020000,1.048300,0.008466,-1.000000,-0.008466,0.000477,-0.008943,4.306107,3.306405
2013-08-23,0.392000,1.192000,-0.800000,0.039000,1.051660,0.003205,1.000000,0.003205,0.000475,0.002730,4.319909,3.315430
