date,us_2y_pct,ca_2y_pct,rate_diff_pp,d_diff_pp,usdcad_close,usdcad_return,position,gross_return,cost,net_return,cum_gross,cum_net
2010-02-11,0.879000,1.370000,-0.491000,0.025000,1.050200,-0.011111,1.000000,-0.011111,0.000476,-0.011587,1.047021,1.040343
2010-02-12,0.871000,1.342000,-0.471000,0.020000,1.050450,0.000238,1.000000,0.000238,0.000000,0.000238,1.047270,1.040591
2010-02-15,0.871000,1.342000,-0.471000,0.000000,1.049160,-0.001228,1.000000,-0.001228,0.000000,-0.001228,1.045984,1.039313
2010-02-16,0.871000,1.350000,-0.479000,-0.008000,1.043400,-0.005490,0.000000,-0.000000,0.000240,-0.000240,1.045984,1.039064
2010-02-17,0.806000,1.339000,-0.533000,-0.054000,1.046200,0.002684,-1.000000,-0.002684,0.000239,-0.002922,1.043177,1.036028
2010-02-18,0.855000,1.379000,-0.524000,0.009000,1.050310,0.003928,-1.000000,-0.003928,0.000000,-0.003928,1.039079,1.031958
2010-02-19,0.928000,1.394000,-0.466000,0.058000,1.039200,-0.010578,1.000000,-0.010578,0.000481,-0.011059,1.028088,1.020545
2010-02-22,0.928000,1.381000,-0.453000,0.013000,1.042200,0.002887,1.000000,0.002887,0.000000,0.002887,1.031056,1.023491
2010-02-23,0.887000,1.343000,-0.456000,-0.003000,1.055000,0.012282,1.000000,0.012282,0.000000,0.012282,1.043719,1.036061
2010-02-24,0.838000,1.338000,-0.500000,-0.044000,1.052700,-0.002180,-1.000000,0.002180,0.000475,0.001705,1.045994,1.037828
2010-02-25,0.867000,1.284000,-0.417000,0.083000,1.060900,0.007789,-1.000000,-0.007789,0.000000,-0.007789,1.037846,1.029744
2010-02-26,0.828000,1.281000,-0.453000,-0.036000,1.051500,-0.008860,1.000000,-0.008860,0.000476,-0.009336,1.028651,1.020130
2010-03-01,0.828000,1.352000,-0.524000,-0.071000,1.041400,-0.009605,-1.000000,0.009605,0.000480,0.009125,1.038531,1.029439
2010-03-02,0.804000,1.365000,-0.561000,-0.037000,1.034510,-0.006616,-1.000000,0.006616,0.000000,0.006616,1.045402,1.036250
2010-03-03,0.792000,1.467000,-0.675000,-0.114000,1.031800,-0.002620,-1.000000,0.002620,0.000000,0.002620,1.048141,1.038965
2010-03-04,0.812000,1.467000,-0.655000,0.020000,1.031200,-0.000581,-1.000000,0.000581,0.000000,0.000581,1.048750,1.039569
2010-03-05,0.859000,1.518000,-0.659000,-0.004000,1.028800,-0.002327,1.000000,-0.002327,0.000486,-0.002813,1.046309,1.036644
2010-03-08,0.859000,1.538000,-0.679000,-0.020000,1.027900,-0.000875,-1.000000,0.000875,0.000486,0.000388,1.047225,1.037047
2010-03-09,0.895000,1.520000,-0.625000,0.054000,1.026800,-0.001070,-1.000000,0.001070,0.000000,0.001070,1.048345,1.038156
2010-03-10,0.871000,1.536000,-0.665000,-0.040000,1.025400,-0.001363,1.000000,-0.001363,0.000488,-0.001851,1.046916,1.036235
2010-03-11,0.907000,1.523000,-0.616000,0.049000,1.023500,-0.001853,-1.000000,0.001853,0.000489,0.001364,1.048856,1.037649
2010-03-12,0.951000,1.583000,-0.632000,-0.016000,1.018900,-0.004494,1.000000,-0.004494,0.000491,-0.004985,1.044142,1.032476
2010-03-15,0.951000,1.559000,-0.608000,0.024000,1.018900,0.000000,-1.000000,-0.000000,0.000491,-0.000491,1.044142,1.031969
2010-03-16,0.944000,1.541000,-0.597000,0.011000,1.013300,-0.005496,1.000000,-0.005496,0.000493,-0.005990,1.038403,1.025788
2010-03-17,0.911000,1.591000,-0.680000,-0.083000,1.010200,-0.003059,1.000000,-0.003059,0.000000,-0.003059,1.035226,1.022650
2010-03-18,0.919000,1.557000,-0.638000,0.042000,1.013600,0.003366,-1.000000,-0.003366,0.000493,-0.003859,1.031742,1.018704
2010-03-19,0.956000,1.536000,-0.580000,0.058000,1.016500,0.002861,1.000000,0.002861,0.000492,0.002369,1.034694,1.021117
2010-03-22,0.956000,1.615000,-0.659000,-0.079000,1.016810,0.000305,1.000000,0.000305,0.000000,0.000305,1.035010,1.021429
2010-03-23,0.973000,1.634000,-0.661000,-0.002000,1.016430,-0.000374,-1.000000,0.000374,0.000492,-0.000118,1.035396,1.021308
2010-03-24,0.981000,1.700000,-0.719000,-0.058000,1.023500,0.006956,-1.000000,-0.006956,0.000000,-0.006956,1.028195,1.014204
2010-03-25,1.099000,1.684000,-0.585000,0.134000,1.023690,0.000186,-1.000000,-0.000186,0.000000,-0.000186,1.028004,1.014016
2010-03-26,1.087000,1.693000,-0.606000,-0.021000,1.026260,0.002511,1.000000,0.002511,0.000487,0.002023,1.030585,1.016067
2010-03-29,1.087000,1.712000,-0.625000,-0.019000,1.021310,-0.004823,-1.000000,0.004823,0.000490,0.004334,1.035555,1.020471
2010-03-30,1.040000,1.734000,-0.694000,-0.069000,1.018900,-0.002360,-1.000000,0.002360,0.000000,0.002360,1.037999,1.022879
