date,eu_2y_pct,us_2y_pct,rate_diff_pp,d_diff_pp,eurusd_close,eurusd_return,position,gross_return,cost,net_return,cum_gross,cum_net
2013-05-10,0.069901,0.260000,-0.190099,-0.010457,1.303441,-0.009645,-1.000000,0.009645,0.000000,0.009645,1.899975,1.607094
2013-05-13,0.065095,0.240000,-0.174905,0.015194,1.296529,-0.005303,-1.000000,0.005303,0.000000,0.005303,1.910050,1.615616
2013-05-14,0.063067,0.260000,-0.196933,-0.022028,1.298802,0.001753,1.000000,0.001753,0.000385,0.001368,1.913399,1.617827
2013-05-15,0.062238,0.260000,-0.197762,-0.000829,1.293711,-0.003920,-1.000000,0.003920,0.000386,0.003534,1.920900,1.623544
2013-05-16,0.041986,0.230000,-0.188014,0.009747,1.288245,-0.004225,-1.000000,0.004225,0.000000,0.004225,1.929017,1.630404
2013-05-17,0.027951,0.260000,-0.232049,-0.044034,1.288328,0.000064,1.000000,0.000064,0.000388,-0.000324,1.929141,1.629876
2013-05-20,0.037810,0.260000,-0.222190,0.009858,1.283565,-0.003697,-1.000000,0.003697,0.000390,0.003307,1.936272,1.635266
2013-05-21,0.057925,0.260000,-0.202075,0.020115,1.289108,0.004318,1.000000,0.004318,0.000388,0.003931,1.944634,1.641694
2013-05-22,0.040185,0.260000,-0.219815,-0.017740,1.291906,0.002170,1.000000,0.002170,0.000000,0.002170,1.948855,1.645257
2013-05-23,0.057362,0.260000,-0.202638,0.017177,1.284208,-0.005959,-1.000000,0.005959,0.000389,0.005569,1.960467,1.654420
2013-05-24,0.075210,0.260000,-0.184790,0.017848,1.292507,0.006463,1.000000,0.006463,0.000387,0.006076,1.973137,1.664472
2013-05-27,0.079123,0.260000,-0.180877,0.003913,1.293778,0.000983,1.000000,0.000983,0.000000,0.000983,1.975077,1.666108
2013-05-28,0.081333,0.290000,-0.208667,-0.027789,1.293393,-0.000297,1.000000,-0.000297,0.000000,-0.000297,1.974490,1.665613
2013-05-29,0.125278,0.300000,-0.174722,0.033945,1.284637,-0.006770,-1.000000,0.006770,0.000389,0.006381,1.987857,1.676241
2013-05-30,0.137851,0.310000,-0.172149,0.002573,1.294783,0.007898,1.000000,0.007898,0.000386,0.007512,2.003557,1.688833
2013-05-31,0.127834,0.300000,-0.172166,-0.000018,1.304393,0.007422,1.000000,0.007422,0.000000,0.007422,2.018428,1.701367
2013-06-03,0.148862,0.300000,-0.151138,0.021029,1.299646,-0.003639,-1.000000,0.003639,0.000385,0.003254,2.025773,1.706904
2013-06-04,0.158833,0.320000,-0.161167,-0.010029,1.307292,0.005883,1.000000,0.005883,0.000382,0.005500,2.037690,1.716292
2013-06-05,0.155810,0.300000,-0.144190,0.016977,1.307343,0.000039,-1.000000,-0.000039,0.000382,-0.000422,2.037610,1.715568
2013-06-06,0.202578,0.300000,-0.097422,0.046768,1.309329,0.001519,1.000000,0.001519,0.000382,0.001137,2.040704,1.717519
2013-06-07,0.213449,0.320000,-0.106551,-0.009129,1.324556,0.011630,1.000000,0.011630,0.000000,0.011630,2.064437,1.737493
2013-06-10,0.229271,0.320000,-0.090729,0.015823,1.322401,-0.001627,-1.000000,0.001627,0.000378,0.001248,2.067795,1.739662
2013-06-11,0.281200,0.340000,-0.058800,0.031928,1.322401,0.000000,1.000000,0.000000,0.000378,-0.000378,2.067795,1.739004
2013-06-12,0.259011,0.340000,-0.080989,-0.022188,1.322401,0.000000,1.000000,0.000000,0.000000,0.000000,2.067795,1.739004
2013-06-13,0.224136,0.320000,-0.095864,-0.014875,1.333956,0.008737,-1.000000,-0.008737,0.000375,-0.009112,2.049727,1.723158
2013-06-14,0.196523,0.290000,-0.093477,0.002387,1.336791,0.002125,-1.000000,-0.002125,0.000000,-0.002125,2.045371,1.719495
2013-06-17,0.192146,0.270000,-0.077854,0.015623,1.334864,-0.001442,1.000000,-0.001442,0.000375,-0.001816,2.042422,1.716372
2013-06-18,0.221790,0.270000,-0.048210,0.029644,1.336309,0.001082,1.000000,0.001082,0.000000,0.001082,2.044633,1.718230
2013-06-19,0.215327,0.310000,-0.094673,-0.046463,1.338993,0.002009,1.000000,0.002009,0.000000,0.002009,2.048739,1.721681
2013-06-20,0.316602,0.330000,-0.013398,0.081275,1.329186,-0.007324,-1.000000,0.007324,0.000376,0.006948,2.063744,1.733643
2013-06-21,0.330287,0.380000,-0.049713,-0.036315,1.323557,-0.004235,1.000000,-0.004235,0.000378,-0.004613,2.055004,1.725646
2013-06-24,0.412543,0.420000,-0.007457,0.042256,1.310530,-0.009842,-1.000000,0.009842,0.000382,0.009461,2.075229,1.741971
2013-06-25,0.372771,0.430000,-0.057229,-0.049772,1.313232,0.002062,1.000000,0.002062,0.000381,0.001681,2.079508,1.744900
2013-06-26,0.312420,0.390000,-0.077580,-0.020351,1.307976,-0.004002,-1.000000,0.004002,0.000382,0.003620,2.087831,1.751217
2013-06-27,0.278701,0.360000,-0.081299,-0.003719,1.301338,-0.005075,-1.000000,0.005075,0.000000,0.005075,2.098427,1.760104
2013-06-28,0.299586,0.360000,-0.060414,0.020884,1.303594,0.001734,-1.000000,-0.001734,0.000000,-0.001734,2.094789,1.757053
2013-07-01,0.277193,0.340000,-0.062807,-0.002392,1.301406,-0.001679,1.000000,-0.001679,0.000384,-0.002063,2.091272,1.753428
2013-07-02,0.248376,0.340000,-0.091624,-0.028817,1.306762,0.004116,-1.000000,-0.004116,0.000383,-0.004499,2.082664,1.745540
2013-07-03,0.245072,0.360000,-0.114928,-0.023304,1.297892,-0.006788,-1.000000,0.006788,0.000000,0.006788,2.096801,1.757388
2013-07-04,0.183513,0.360000,-0.176487,-0.061559,1.301084,0.002459,-1.000000,-0.002459,0.000000,-0.002459,2.091645,1.753067
2013-07-05,0.192658,0.400000,-0.207342,-0.030855,1.290772,-0.007925,-1.000000,0.007925,0.000000,0.007925,2.108222,1.766960
2013-07-08,0.155834,0.370000,-0.214166,-0.006823,1.282907,-0.006094,-1.000000,0.006094,0.000000,0.006094,2.121069,1.777728
2013-07-09,0.150449,0.370000,-0.219551,-0.005385,1.287101,0.003269,-1.000000,-0.003269,0.000000,-0.003269,2.114135,1.771916
2013-07-10,0.154572,0.380000,-0.225428,-0.005877,1.278184,-0.006928,-1.000000,0.006928,0.000000,0.006928,2.128781,1.784191
2013-07-11,0.172789,0.340000,-0.167211,0.058217,1.318774,0.031756,-1.000000,-0.031756,0.000000,-0.031756,2.061179,1.727532
2013-07-12,0.155536,0.370000,-0.214464,-0.047253,1.309775,-0.006824,1.000000,-0.006824,0.000382,-0.007206,2.047114,1.715084
2013-07-15,0.134154,0.340000,-0.205846,0.008618,1.305995,-0.002886,-1.000000,0.002886,0.000383,0.002503,2.053022,1.719378
2013-07-16,0.121768,0.340000,-0.218232,-0.012386,1.305875,-0.000091,1.000000,-0.000091,0.000383,-0.000474,2.052834,1.718562
2013-07-17,0.110445,0.320000,-0.209555,0.008677,1.315115,0.007075,-1.000000,-0.007075,0.000380,-0.007456,2.038310,1.705749
2013-07-18,0.103012,0.320000,-0.216988,-0.007433,1.311699,-0.002597,1.000000,-0.002597,0.000381,-0.002978,2.033016,1.700669
2013-07-19,0.093335,0.320000,-0.226665,-0.009677,1.311063,-0.000485,-1.000000,0.000485,0.000381,0.000104,2.034002,1.700845
2013-07-22,0.110550,0.320000,-0.209450,0.017215,1.315997,0.003764,-1.000000,-0.003764,0.000000,-0.003764,2.026347,1.694444
2013-07-23,0.159214,0.330000,-0.170786,0.038664,1.319035,0.002308,1.000000,0.002308,0.000379,0.001929,2.031024,1.697713
2013-07-24,0.181580,0.340000,-0.158420,0.012366,1.322332,0.002499,1.000000,0.002499,0.000000,0.002499,2.036100,1.701956
2013-07-25,0.178029,0.320000,-0.141971,0.016449,1.319087,-0.002453,1.000000,-0.002453,0.000000,-0.002453,2.031105,1.697780
2013-07-26,0.175498,0.310000,-0.134502,0.007468,1.327422,0.006318,1.000000,0.006318,0.000000,0.006318,2.043938,1.708507
2013-07-29,0.180195,0.330000,-0.149805,-0.015303,1.328745,0.000997,1.000000,0.000997,0.000000,0.000997,2.045975,1.710210
2013-07-30,0.176671,0.330000,-0.153329,-0.003524,1.326365,-0.001791,-1.000000,0.001791,0.000377,0.001414,2.049639,1.712628
2013-07-31,0.184509,0.310000,-0.125491,0.027838,1.326489,0.000093,-1.000000,-0.000093,0.000000,-0.000093,2.049448,1.712469
2013-08-01,0.184722,0.350000,-0.165278,-0.039787,1.330141,0.002753,1.000000,0.002753,0.000376,0.002377,2.055091,1.716540
2013-08-02,0.175820,0.300000,-0.124180,0.041098,1.321196,-0.006725,-1.000000,0.006725,0.000378,0.006346,2.068911,1.727434
2013-08-05,0.181264,0.320000,-0.138736,-0.014556,1.327898,0.005073,1.000000,0.005073,0.000377,0.004696,2.079406,1.735546
2013-08-06,0.194618,0.320000,-0.125382,0.013354,1.325750,-0.001617,-1.000000,0.001617,0.000377,0.001240,2.082769,1.737698
2013-08-07,0.194166,0.320000,-0.125834,-0.000452,1.330814,0.003819,1.000000,0.003819,0.000376,0.003444,2.090724,1.743682
2013-08-08,0.192764,0.300000,-0.107236,0.018598,1.334098,0.002468,-1.000000,-0.002468,0.000375,-0.002843,2.085564,1.738725
2013-08-09,0.191524,0.320000,-0.128476,-0.021240,1.338007,0.002930,1.000000,0.002930,0.000374,0.002557,2.091675,1.743171
2013-08-12,0.189955,0.320000,-0.130045,-0.001568,1.333938,-0.003041,-1.000000,0.003041,0.000375,0.002667,2.098037,1.747819
2013-08-13,0.237706,0.340000,-0.102294,0.027751,1.329292,-0.003483,-1.000000,0.003483,0.000000,0.003483,2.105344,1.753906
2013-08-14,0.245189,0.340000,-0.094811,0.007482,1.326559,-0.002056,1.000000,-0.002056,0.000377,-0.002433,2.101015,1.749639
2013-08-15,0.263729,0.360000,-0.096271,-0.001460,1.326418,-0.000106,1.000000,-0.000106,0.000000,-0.000106,2.100792,1.749453
2013-08-16,0.250979,0.360000,-0.109021,-0.012750,1.335399,0.006770,-1.000000,-0.006770,0.000374,-0.007145,2.086568,1.736953
2013-08-19,0.270136,0.360000,-0.089864,0.019157,1.332907,-0.001866,-1.000000,0.001866,0.000000,0.001866,2.090462,1.740195
2013-08-20,0.254415,0.360000,-0.105585,-0.015721,1.333387,0.000360,1.000000,0.000360,0.000375,-0.000015,2.091215,1.740169
2013-08-21,0.271273,0.380000,-0.108727,-0.003142,1.342102,0.006536,-1.000000,-0.006536,0.000373,-0.006909,2.077547,1.728147
2013-08-22,0.273992,0.420000,-0.146008,-0.037280,1.334294,-0.005817,-1.000000,0.005817,0.000000,0.005817,2.089633,1.738200
2013-08-23,0.320853,0.400000,-0.079147,0.066861,1.335506,0.000908,-1.000000,-0.000908,0.000000,-0.000908,2.087735,1.736622
2013-08-26,0.280713,0.410000,-0.129287,-0.050140,1.338652,0.002356,1.000000,0.002356,0.000374,0.001983,2.092654,1.740065
2013-08-27,0.272056,0.380000,-0.107944,0.021343,1.337918,-0.000549,-1.000000,0.000549,0.000374,0.000175,2.093802,1.740369
2013-08-28,0.275935,0.400000,-0.124065,-0.016121,1.339208,0.000964,1.000000,0.000964,0.000373,0.000591,2.095821,1.741397
2013-08-29,0.268217,0.390000,-0.121783,0.002282,1.333493,-0.004267,-1.000000,0.004267,0.000375,0.003892,2.104764,1.748175
2013-08-30,0.272782,0.390000,-0.117218,0.004565,1.323627,-0.007399,1.000000,-0.007399,0.000378,-0.007777,2.089191,1.734580
2013-09-02,0.290619,0.390000,-0.099381,0.017837,1.320830,-0.002113,1.000000,-0.002113,0.000000,-0.002113,2.084776,1.730914
2013-09-03,0.289409,0.430000,-0.140591,-0.041210,1.319000,-0.001385,1.000000,-0.001385,0.000000,-0.001385,2.081889,1.728517
2013-09-04,0.299443,0.460000,-0.160557,-0.019966,1.317402,-0.001212,-1.000000,0.001212,0.000380,0.000832,2.084412,1.729956
2013-09-05,0.353379,0.520000,-0.166621,-0.006064,1.320062,0.002020,-1.000000,-0.002020,0.000000,-0.002020,2.080202,1.726462
2013-09-06,0.297392,0.460000,-0.162608,0.004013,1.311837,-0.006231,-1.000000,0.006231,0.000000,0.006231,2.093164,1.737220
2013-09-09,0.299617,0.450000,-0.150383,0.012225,1.317419,0.004255,1.000000,0.004255,0.000380,0.003876,2.102071,1.743953
2013-09-10,0.327257,0.500000,-0.172743,-0.022360,1.325803,0.006364,1.000000,0.006364,0.000000,0.006364,2.115448,1.755051
2013-09-11,0.301632,0.470000,-0.168368,0.004376,1.326629,0.000623,-1.000000,-0.000623,0.000377,-0.001000,2.114129,1.753296
2013-09-12,0.273656,0.450000,-0.176344,-0.007977,1.331558,0.003715,1.000000,0.003715,0.000375,0.003340,2.121984,1.759151
2013-09-13,0.279074,0.450000,-0.170926,0.005418,1.329893,-0.001250,-1.000000,0.001250,0.000376,0.000874,2.124637,1.760689
2013-09-16,0.263961,0.410000,-0.146039,0.024887,1.335934,0.004542,1.000000,0.004542,0.000374,0.004168,2.134287,1.768027
2013-09-17,0.273666,0.390000,-0.116334,0.029705,1.333796,-0.001601,1.000000,-0.001601,0.000000,-0.001601,2.130871,1.765197
2013-09-18,0.287926,0.340000,-0.052074,0.064260,1.335791,0.001496,1.000000,0.001496,0.000000,0.001496,2.134059,1.767838
2013-09-19,0.241158,0.340000,-0.098842,-0.046768,1.352302,0.012360,1.000000,0.012360,0.000000,0.012360,2.160436,1.789689
2013-09-20,0.256919,0.340000,-0.083081,0.015761,1.353418,0.000826,-1.000000,-0.000826,0.000369,-0.001195,2.158652,1.787550
2013-09-23,0.235154,0.350000,-0.114846,-0.031765,1.353455,0.000027,1.000000,0.000027,0.000369,-0.000342,2.158711,1.786938
2013-09-24,0.221960,0.350000,-0.128040,-0.013195,1.349892,-0.002632,-1.000000,0.002632,0.000370,0.002262,2.164393,1.790980
2013-09-25,0.235483,0.360000,-0.124517,0.003524,1.347182,-0.002007,-1.000000,0.002007,0.000000,0.002007,2.168738,1.794575
2013-09-26,0.234667,0.340000,-0.105333,0.019184,1.351698,0.003352,1.000000,0.003352,0.000370,0.002982,2.176008,1.799927
2013-09-27,0.210492,0.340000,-0.129508,-0.024175,1.348618,-0.002279,1.000000,-0.002279,0.000000,-0.002279,2.171049,1.795825
2013-09-30,0.219326,0.330000,-0.110674,0.018834,1.349546,0.000688,-1.000000,-0.000688,0.000370,-0.001059,2.169554,1.793923
2013-10-01,0.213259,0.330000,-0.116741,-0.006067,1.352521,0.002205,1.000000,0.002205,0.000370,0.001835,2.174337,1.797215
2013-10-02,0.212366,0.310000,-0.097634,0.019108,1.352338,-0.000135,-1.000000,0.000135,0.000370,-0.000234,2.174632,1.796794
2013-10-03,0.216151,0.330000,-0.113849,-0.016216,1.359102,0.005001,1.000000,0.005001,0.000368,0.004634,2.185508,1.805119
2013-10-04,0.218939,0.330000,-0.111061,0.002788,1.362416,0.002439,-1.000000,-0.002439,0.000367,-0.002806,2.180178,1.800055
2013-10-07,0.203073,0.370000,-0.166927,-0.055866,1.356999,-0.003976,1.000000,-0.003976,0.000368,-0.004344,2.171510,1.792234
2013-10-08,0.222745,0.400000,-0.177255,-0.010328,1.356999,0.000000,-1.000000,-0.000000,0.000368,-0.000368,2.171510,1.791574
2013-10-09,0.221655,0.370000,-0.148345,0.028910,1.359804,0.002067,-1.000000,-0.002067,0.000000,-0.002067,2.167021,1.787871
2013-10-10,0.231038,0.350000,-0.118962,0.029383,1.352027,-0.005719,1.000000,-0.005719,0.000370,-0.006089,2.154628,1.776985
2013-10-11,0.222045,0.350000,-0.127955,-0.008994,1.352667,0.000473,1.000000,0.000473,0.000000,0.000473,2.155648,1.777826
2013-10-14,0.221324,0.350000,-0.128676,-0.000720,1.355675,0.002223,-1.000000,-0.002223,0.000369,-0.002592,2.150856,1.773218
2013-10-15,0.229132,0.370000,-0.140868,-0.012192,1.355859,0.000136,-1.000000,-0.000136,0.000000,-0.000136,2.150564,1.772977
2013-10-16,0.262314,0.340000,-0.077686,0.063183,1.352174,-0.002718,-1.000000,0.002718,0.000000,0.002718,2.156409,1.777796
2013-10-17,0.228611,0.330000,-0.101389,-0.023704,1.352247,0.000054,1.000000,0.000054,0.000370,-0.000316,2.156525,1.777235
2013-10-18,0.208790,0.330000,-0.121210,-0.019820,1.366699,0.010688,-1.000000,-0.010688,0.000366,-0.011053,2.133477,1.757590
2013-10-21,0.214733,0.330000,-0.115267,0.005943,1.368195,0.001095,-1.000000,-0.001095,0.000000,-0.001095,2.131142,1.755667
2013-10-22,0.193656,0.310000,-0.116344,-0.001077,1.367596,-0.000438,1.000000,-0.000438,0.000366,-0.000803,2.130209,1.754256
2013-10-23,0.187832,0.310000,-0.122168,-0.005824,1.377847,0.007495,-1.000000,-0.007495,0.000363,-0.007858,2.114242,1.740471
2013-10-24,0.195527,0.330000,-0.134473,-0.012305,1.378094,0.000179,-1.000000,-0.000179,0.000000,-0.000179,2.113864,1.740159
2013-10-25,0.212380,0.320000,-0.107620,0.026853,1.380396,0.001670,-1.000000,-0.001670,0.000000,-0.001670,2.110333,1.737252
2013-10-28,0.210344,0.320000,-0.109656,-0.002035,1.380529,0.000097,1.000000,0.000097,0.000362,-0.000265,2.110537,1.736791
2013-10-29,0.209935,0.310000,-0.100065,0.009591,1.378930,-0.001158,-1.000000,0.001158,0.000363,0.000796,2.112982,1.738173
2013-10-30,0.185683,0.330000,-0.144317,-0.044252,1.374306,-0.003353,1.000000,-0.003353,0.000364,-0.003717,2.105896,1.731712
2013-10-31,0.148713,0.310000,-0.161287,-0.016971,1.372401,-0.001386,-1.000000,0.001386,0.000364,0.001022,2.108815,1.733482
2013-11-01,0.138803,0.330000,-0.191197,-0.029909,1.357976,-0.010511,-1.000000,0.010511,0.000000,0.010511,2.130981,1.751702
2013-11-04,0.135865,0.320000,-0.184135,0.007061,1.349400,-0.006315,-1.000000,0.006315,0.000000,0.006315,2.144438,1.762764
2013-11-05,0.177407,0.320000,-0.142593,0.041542,1.351698,0.001703,1.000000,0.001703,0.000370,0.001333,2.148090,1.765114
2013-11-06,0.174926,0.300000,-0.125074,0.017519,1.347309,-0.003247,1.000000,-0.003247,0.000000,-0.003247,2.141116,1.759383
2013-11-07,0.113643,0.290000,-0.176357,-0.051283,1.351808,0.003339,1.000000,0.003339,0.000000,0.003339,2.148264,1.765257
2013-11-08,0.142644,0.320000,-0.177356,-0.001000,1.340914,-0.008059,-1.000000,0.008059,0.000373,0.007686,2.165577,1.778825
2013-11-11,0.140482,0.320000,-0.179518,-0.002162,1.334793,-0.004565,-1.000000,0.004565,0.000000,0.004565,2.175463,1.786946
2013-11-12,0.131723,0.340000,-0.208277,-0.028759,1.340932,0.004599,-1.000000,-0.004599,0.000000,-0.004599,2.165457,1.778727
2013-11-13,0.112349,0.320000,-0.207651,0.000626,1.343996,0.002285,-1.000000,-0.002285,0.000000,-0.002285,2.160509,1.774663
2013-11-14,0.118088,0.290000,-0.171912,0.035740,1.348963,0.003696,1.000000,0.003696,0.000371,0.003326,2.168495,1.780564
2013-11-15,0.126248,0.310000,-0.183752,-0.011840,1.344899,-0.003013,1.000000,-0.003013,0.000000,-0.003013,2.161962,1.775200
2013-11-18,0.121914,0.310000,-0.188086,-0.004334,1.348399,0.002602,-1.000000,-0.002602,0.000371,-0.002973,2.156336,1.769922
2013-11-19,0.128545,0.290000,-0.161455,0.026632,1.350439,0.001513,-1.000000,-0.001513,0.000000,-0.001513,2.153074,1.767245
2013-11-20,0.133558,0.280000,-0.146442,0.015013,1.356742,0.004667,1.000000,0.004667,0.000369,0.004299,2.163123,1.774842
2013-11-21,0.136985,0.290000,-0.153015,-0.006573,1.343382,-0.009847,1.000000,-0.009847,0.000000,-0.009847,2.141822,1.757365
2013-11-22,0.151501,0.310000,-0.158499,-0.005484,1.347182,0.002829,-1.000000,-0.002829,0.000371,-0.003200,2.135763,1.751741
2013-11-25,0.147329,0.300000,-0.152671,0.005827,1.355234,0.005977,-1.000000,-0.005977,0.000000,-0.005977,2.122998,1.741271
2013-11-26,0.140899,0.290000,-0.149101,0.003571,1.352759,-0.001826,1.000000,-0.001826,0.000370,-0.002196,2.119121,1.737448
2013-11-27,0.144953,0.280000,-0.135047,0.014053,1.356779,0.002971,1.000000,0.002971,0.000000,0.002971,2.125418,1.742610
2013-11-28,0.141385,0.280000,-0.138615,-0.003567,1.357368,0.000434,1.000000,0.000434,0.000000,0.000434,2.126341,1.743367
2013-11-29,0.142508,0.280000,-0.137492,0.001122,1.360396,0.002231,-1.000000,-0.002231,0.000368,-0.002599,2.121597,1.738837
2013-12-02,0.151711,0.300000,-0.148289,-0.010796,1.358511,-0.001386,1.000000,-0.001386,0.000368,-0.001754,2.118657,1.735787
2013-12-03,0.150285,0.280000,-0.129715,0.018574,1.354206,-0.003169,-1.000000,0.003169,0.000369,0.002800,2.125371,1.740647
2013-12-04,0.171137,0.300000,-0.128863,0.000852,1.359065,0.003588,1.000000,0.003588,0.000368,0.003220,2.132997,1.746252
2013-12-05,0.212522,0.300000,-0.087478,0.041384,1.358640,-0.000312,1.000000,-0.000312,0.000000,-0.000312,2.132330,1.745706
2013-12-06,0.225674,0.300000,-0.074326,0.013152,1.366998,0.006151,1.000000,0.006151,0.000000,0.006151,2.145447,1.756445
2013-12-09,0.226172,0.300000,-0.073828,0.000498,1.370652,0.002673,1.000000,0.002673,0.000000,0.002673,2.151181,1.761139
2013-12-10,0.226638,0.300000,-0.073362,0.000466,1.374023,0.002460,1.000000,0.002460,0.000000,0.002460,2.156472,1.765471
2013-12-11,0.240045,0.310000,-0.069955,0.003408,1.376444,0.001762,1.000000,0.001762,0.000000,0.001762,2.160272,1.768581
2013-12-12,0.260461,0.340000,-0.079539,-0.009585,1.378607,0.001572,1.000000,0.001572,0.000000,0.001572,2.163667,1.771361
2013-12-13,0.261791,0.340000,-0.078209,0.001330,1.375081,-0.002558,-1.000000,0.002558,0.000364,0.002194,2.169201,1.775247
2013-12-16,0.260243,0.340000,-0.079757,-0.001548,1.373928,-0.000838,1.000000,-0.000838,0.000364,-0.001202,2.167383,1.773114
2013-12-17,0.250482,0.340000,-0.089518,-0.009761,1.376292,0.001720,-1.000000,-0.001720,0.000363,-0.002084,2.163654,1.769419
2013-12-18,0.253163,0.320000,-0.066837,0.022682,1.377126,0.000606,-1.000000,-0.000606,0.000000,-0.000606,2.162343,1.768347
2013-12-19,0.257427,0.350000,-0.092573,-0.025736,1.368495,-0.006268,1.000000,-0.006268,0.000365,-0.006633,2.148790,1.756617
2013-12-20,0.260137,0.370000,-0.109863,-0.017290,1.365579,-0.002130,-1.000000,0.002130,0.000366,0.001764,2.153368,1.759716
2013-12-23,0.251954,0.380000,-0.128046,-0.018183,1.367839,0.001655,-1.000000,-0.001655,0.000000,-0.001655,2.149804,1.756804
2013-12-24,0.250463,0.380000,-0.129537,-0.001491,1.369994,0.001576,-1.000000,-0.001576,0.000000,-0.001576,2.146417,1.754036
2013-12-25,0.250463,0.380000,-0.129537,0.000000,1.368195,-0.001313,-1.000000,0.001313,0.000000,0.001313,2.149236,1.756340
2013-12-26,0.250463,0.420000,-0.169537,-0.040000,1.366848,-0.000984,0.000000,-0.000000,0.000183,-0.000183,2.149236,1.756018
2013-12-27,0.272001,0.400000,-0.127999,0.041537,1.369619,0.002027,-1.000000,-0.002027,0.000183,-0.002210,2.144879,1.752138
2013-12-30,0.254055,0.390000,-0.135945,-0.007946,1.375024,0.003946,1.000000,0.003946,0.000364,0.003583,2.153344,1.758416
2013-12-31,0.248269,0.380000,-0.131731,0.004215,1.381006,0.004350,-1.000000,-0.004350,0.000362,-0.004712,2.143976,1.750130
2014-01-01,0.248269,0.380000,-0.131731,0.000000,1.374495,-0.004715,1.000000,-0.004715,0.000364,-0.005078,2.133868,1.741242
2014-01-02,0.254174,0.390000,-0.135826,-0.004096,1.376671,0.001583,0.000000,0.000000,0.000182,-0.000182,2.133868,1.740926
2014-01-03,0.249343,0.410000,-0.160657,-0.024831,1.366662,-0.007271,-1.000000,0.007271,0.000183,0.007088,2.149383,1.753265
2014-01-06,0.240272,0.400000,-0.159728,0.000929,1.359601,-0.005167,-1.000000,0.005167,0.000000,0.005167,2.160488,1.762323
2014-01-07,0.243615,0.400000,-0.156385,0.003342,1.363196,0.002645,1.000000,0.002645,0.000367,0.002278,2.166201,1.766338
2014-01-08,0.246106,0.430000,-0.183894,-0.027509,1.361637,-0.001144,1.000000,-0.001144,0.000000,-0.001144,2.163724,1.764317
2014-01-09,0.247341,0.440000,-0.192659,-0.008765,1.357202,-0.003257,-1.000000,0.003257,0.000368,0.002889,2.170772,1.769414
2014-01-10,0.221477,0.390000,-0.168523,0.024136,1.360711,0.002585,-1.000000,-0.002585,0.000000,-0.002585,2.165159,1.764839
2014-01-13,0.215049,0.390000,-0.174951,-0.006428,1.367185,0.004758,1.000000,0.004758,0.000366,0.004392,2.175461,1.772591
2014-01-14,0.228249,0.390000,-0.161751,0.013200,1.366998,-0.000137,-1.000000,0.000137,0.000366,-0.000229,2.175758,1.772185
2014-01-15,0.246570,0.410000,-0.163430,-0.001679,1.366848,-0.000109,1.000000,-0.000109,0.000366,-0.000475,2.175520,1.771343
2014-01-16,0.222083,0.410000,-0.187917,-0.024487,1.359934,-0.005059,-1.000000,0.005059,0.000368,0.004691,2.186526,1.779653
2014-01-17,0.206121,0.400000,-0.193879,-0.005962,1.361804,0.001375,-1.000000,-0.001375,0.000000,-0.001375,2.183519,1.777205
2014-01-20,0.200364,0.400000,-0.199636,-0.005756,1.352759,-0.006642,-1.000000,0.006642,0.000000,0.006642,2.198022,1.789009
2014-01-21,0.198356,0.400000,-0.201644,-0.002009,1.354903,0.001585,-1.000000,-0.001585,0.000000,-0.001585,2.194538,1.786173
2014-01-22,0.207899,0.440000,-0.232101,-0.030457,1.355914,0.000746,-1.000000,-0.000746,0.000000,-0.000746,2.192901,1.784841
2014-01-23,0.198719,0.390000,-0.191281,0.040820,1.354224,-0.001246,-1.000000,0.001246,0.000000,0.001246,2.195633,1.787065
2014-01-24,0.173098,0.370000,-0.196902,-0.005621,1.368907,0.010842,1.000000,0.010842,0.000365,0.010477,2.219438,1.805787
2014-01-27,0.183462,0.370000,-0.186538,0.010364,1.368794,-0.000082,-1.000000,0.000082,0.000365,-0.000283,2.219620,1.805276
2014-01-28,0.178950,0.380000,-0.201050,-0.014512,1.367465,-0.000971,1.000000,-0.000971,0.000366,-0.001337,2.217465,1.802863
2014-01-29,0.164354,0.360000,-0.195646,0.005404,1.365505,-0.001434,-1.000000,0.001434,0.000366,0.001068,2.220644,1.804788
2014-01-30,0.140302,0.360000,-0.219698,-0.024052,1.365859,0.000260,1.000000,0.000260,0.000366,-0.000107,2.221221,1.804595
2014-01-31,0.107592,0.340000,-0.232408,-0.012711,1.355877,-0.007308,-1.000000,0.007308,0.000369,0.006939,2.237454,1.817118
2014-02-03,0.105917,0.300000,-0.194083,0.038325,1.348818,-0.005206,-1.000000,0.005206,0.000000,0.005206,2.249103,1.826579
2014-02-04,0.107611,0.310000,-0.202389,-0.008306,1.352503,0.002732,1.000000,0.002732,0.000370,0.002362,2.255247,1.830894
2014-02-05,0.109682,0.320000,-0.210318,-0.007929,1.351589,-0.000676,-1.000000,0.000676,0.000370,0.000306,2.256772,1.831454
2014-02-06,0.154277,0.330000,-0.175723,0.034595,1.353510,0.001421,-1.000000,-0.001421,0.000000,-0.001421,2.253564,1.828851
2014-02-07,0.123867,0.300000,-0.176133,-0.000410,1.359213,0.004214,1.000000,0.004214,0.000368,0.003846,2.263060,1.835884
2014-02-10,0.134046,0.320000,-0.185954,-0.009821,1.361934,0.002002,-1.000000,-0.002002,0.000367,-0.002369,2.258529,1.831535
