date,gb_2y_pct,us_2y_pct,rate_diff_pp,d_diff_pp,gbpusd_close,gbpusd_return,position,gross_return,cost,net_return,cum_gross,cum_net
2010-02-10,1.164000,0.827000,0.337000,-0.193000,1.561207,-0.005214,1.000000,-0.005214,0.000000,-0.005214,1.009752,1.004592
2010-02-11,1.262000,0.879000,0.383000,0.046000,1.570204,0.005763,-1.000000,-0.005763,0.000318,-0.006081,1.003934,0.998483
2010-02-12,1.217000,0.871000,0.346000,-0.037000,1.569809,-0.000251,1.000000,-0.000251,0.000319,-0.000570,1.003682,0.997914
2010-02-15,1.240000,0.871000,0.369000,0.023000,1.566711,-0.001974,-1.000000,0.001974,0.000319,0.001655,1.005663,0.999565
2010-02-16,1.214000,0.871000,0.343000,-0.026000,1.579005,0.007848,1.000000,0.007848,0.000317,0.007531,1.013555,1.007093
2010-02-17,1.202000,0.806000,0.396000,0.053000,1.568209,-0.006837,-1.000000,0.006837,0.000319,0.006518,1.020485,1.013658
2010-02-18,1.192000,0.855000,0.337000,-0.059000,1.542305,-0.016518,1.000000,-0.016518,0.000324,-0.016842,1.003628,0.996585
2010-02-19,1.197000,0.928000,0.269000,-0.068000,1.546408,0.002660,-1.000000,-0.002660,0.000323,-0.002983,1.000959,0.993612
2010-02-22,1.149000,0.928000,0.221000,-0.048000,1.548659,0.001456,-1.000000,-0.001456,0.000000,-0.001456,0.999502,0.992166
2010-02-23,1.116000,0.887000,0.229000,0.008000,1.544592,-0.002626,-1.000000,0.002626,0.000000,0.002626,1.002126,0.994771
2010-02-24,1.074000,0.838000,0.236000,0.007000,1.541711,-0.001865,1.000000,-0.001865,0.000324,-0.002190,1.000257,0.992593
2010-02-25,0.991000,0.867000,0.124000,-0.112000,1.524390,-0.011235,1.000000,-0.011235,0.000000,-0.011235,0.989019,0.981441
2010-02-26,0.970000,0.828000,0.142000,0.018000,1.523902,-0.000320,-1.000000,0.000320,0.000328,-0.000008,0.989336,0.981433
2010-03-01,1.030000,0.828000,0.202000,0.060000,1.497881,-0.017076,1.000000,-0.017076,0.000334,-0.017410,0.972442,0.964347
2010-03-02,1.037000,0.804000,0.233000,0.031000,1.502810,0.003291,1.000000,0.003291,0.000000,0.003291,0.975642,0.967521
2010-03-03,1.109000,0.792000,0.317000,0.084000,1.510300,0.004984,1.000000,0.004984,0.000000,0.004984,0.980505,0.972343
2010-03-04,1.076000,0.812000,0.264000,-0.053000,1.503601,-0.004436,1.000000,-0.004436,0.000000,-0.004436,0.976156,0.968030
2010-03-05,1.082000,0.859000,0.223000,-0.041000,1.513294,0.006447,-1.000000,-0.006447,0.000330,-0.006777,0.969863,0.961470
2010-03-08,1.114000,0.859000,0.255000,0.032000,1.504189,-0.006017,-1.000000,0.006017,0.000000,0.006017,0.975698,0.967255
2010-03-09,1.076000,0.895000,0.181000,-0.074000,1.501637,-0.001697,1.000000,-0.001697,0.000333,-0.002030,0.974043,0.965291
2010-03-10,1.020000,0.871000,0.149000,-0.032000,1.497006,-0.003084,-1.000000,0.003084,0.000334,0.002750,0.977047,0.967946
2010-03-11,1.059000,0.907000,0.152000,0.003000,1.507205,0.006813,-1.000000,-0.006813,0.000000,-0.006813,0.970390,0.961351
2010-03-12,1.023000,0.951000,0.072000,-0.080000,1.521607,0.009556,1.000000,0.009556,0.000329,0.009227,0.979663,0.970222
2010-03-15,1.017000,0.951000,0.066000,-0.006000,1.505435,-0.010629,-1.000000,0.010629,0.000332,0.010296,0.990075,0.980212
2010-03-16,1.048000,0.944000,0.104000,0.038000,1.523693,0.012129,-1.000000,-0.012129,0.000000,-0.012129,0.978067,0.968323
2010-03-17,1.072000,0.911000,0.161000,0.057000,1.531792,0.005315,1.000000,0.005315,0.000326,0.004989,0.983266,0.973154
2010-03-18,1.115000,0.919000,0.196000,0.035000,1.525367,-0.004195,1.000000,-0.004195,0.000000,-0.004195,0.979141,0.969072
2010-03-19,1.104000,0.956000,0.148000,-0.048000,1.501795,-0.015454,1.000000,-0.015454,0.000000,-0.015454,0.964010,0.954096
