date,gb_2y_pct,us_2y_pct,rate_diff_pp,d_diff_pp,gbpusd_close,gbpusd_return,position,gross_return,cost,net_return,cum_gross,cum_net
2013-04-11,0.220000,0.234000,-0.014000,-0.020000,1.532567,0.000153,1.000000,0.000153,0.000000,0.000153,2.421756,2.082727
2013-04-12,0.203000,0.234000,-0.031000,-0.017000,1.539172,0.004310,-1.000000,-0.004310,0.000325,-0.004634,2.411319,2.073075
2013-04-15,0.204000,0.234000,-0.030000,0.001000,1.535391,-0.002457,-1.000000,0.002457,0.000000,0.002457,2.417242,2.078168
2013-04-16,0.212000,0.222000,-0.010000,0.020000,1.529730,-0.003687,1.000000,-0.003687,0.000327,-0.004013,2.408331,2.069827
2013-04-17,0.202000,0.230000,-0.028000,-0.018000,1.536098,0.004163,1.000000,0.004163,0.000000,0.004163,2.418356,2.078443
2013-04-18,0.198000,0.230000,-0.032000,-0.004000,1.524390,-0.007622,-1.000000,0.007622,0.000328,0.007294,2.436789,2.093603
2013-04-19,0.225000,0.230000,-0.005000,0.027000,1.528351,0.002598,-1.000000,-0.002598,0.000000,-0.002598,2.430458,2.088163
2013-04-22,0.216000,0.230000,-0.014000,-0.009000,1.522534,-0.003806,1.000000,-0.003806,0.000328,-0.004135,2.421206,2.079529
2013-04-23,0.240000,0.226000,0.014000,0.028000,1.529988,0.004896,-1.000000,-0.004896,0.000327,-0.005223,2.409352,2.068668
2013-04-24,0.236000,0.230000,0.006000,-0.008000,1.522997,-0.004569,1.000000,-0.004569,0.000328,-0.004897,2.398344,2.058538
2013-04-25,0.255000,0.231000,0.024000,0.018000,1.527977,0.003270,-1.000000,-0.003270,0.000327,-0.003597,2.390502,2.051133
2013-04-26,0.238000,0.231000,0.007000,-0.017000,1.543686,0.010281,1.000000,0.010281,0.000324,0.009957,2.415078,2.071556
2013-04-29,0.222000,0.231000,-0.009000,-0.016000,1.549187,0.003563,-1.000000,-0.003563,0.000323,-0.003886,2.406473,2.063506
2013-04-30,0.235000,0.211000,0.024000,0.033000,1.549427,0.000155,-1.000000,-0.000155,0.000000,-0.000155,2.406100,2.063186
2013-05-01,0.214000,0.211000,0.003000,-0.021000,1.553760,0.002797,1.000000,0.002797,0.000322,0.002475,2.412829,2.068293
2013-05-02,0.211000,0.203000,0.008000,0.005000,1.557196,0.002211,-1.000000,-0.002211,0.000321,-0.002532,2.407494,2.063055
2013-05-03,0.269000,0.200000,0.069000,0.061000,1.553712,-0.002237,1.000000,-0.002237,0.000322,-0.002559,2.402108,2.057775
2013-05-06,0.269000,0.200000,0.069000,0.000000,1.557875,0.002680,1.000000,0.002680,0.000000,0.002680,2.408544,2.063289
2013-05-07,0.282000,0.216000,0.066000,-0.003000,1.553760,-0.002641,0.000000,-0.000000,0.000161,-0.000161,2.408544,2.062957
2013-05-08,0.267000,0.224000,0.043000,-0.023000,1.547988,-0.003715,-1.000000,0.003715,0.000162,0.003554,2.417493,2.070289
2013-05-09,0.280000,0.224000,0.056000,0.013000,1.554291,0.004072,-1.000000,-0.004072,0.000000,-0.004072,2.407648,2.061858
2013-05-10,0.314000,0.224000,0.090000,0.034000,1.544592,-0.006240,1.000000,-0.006240,0.000324,-0.006564,2.392623,2.048324
2013-05-13,0.310000,0.224000,0.086000,-0.004000,1.534189,-0.006735,1.000000,-0.006735,0.000000,-0.006735,2.376509,2.034528
2013-05-14,0.318000,0.241000,0.077000,-0.009000,1.530901,-0.002143,-1.000000,0.002143,0.000327,0.001817,2.381602,2.038224
2013-05-15,0.338000,0.249000,0.089000,0.012000,1.522719,-0.005345,-1.000000,0.005345,0.000000,0.005345,2.394332,2.049118
2013-05-16,0.305000,0.241000,0.064000,-0.025000,1.523995,0.000838,1.000000,0.000838,0.000328,0.000510,2.396338,2.050163
2013-05-17,0.322000,0.233000,0.089000,0.025000,1.527697,0.002429,-1.000000,-0.002429,0.000327,-0.002756,2.390517,2.044512
2013-05-20,0.336000,0.233000,0.103000,0.014000,1.518119,-0.006270,1.000000,-0.006270,0.000329,-0.006599,2.375529,2.031020
2013-05-21,0.344000,0.242000,0.102000,-0.001000,1.526228,0.005342,1.000000,0.005342,0.000000,0.005342,2.388219,2.041869
2013-05-22,0.328000,0.238000,0.090000,-0.012000,1.516001,-0.006701,-1.000000,0.006701,0.000330,0.006371,2.404222,2.054878
2013-05-23,0.324000,0.250000,0.074000,-0.016000,1.503511,-0.008239,-1.000000,0.008239,0.000000,0.008239,2.424030,2.071808
2013-05-24,0.326000,0.251000,0.075000,0.001000,1.509502,0.003985,-1.000000,-0.003985,0.000000,-0.003985,2.414370,2.063552
2013-05-27,0.326000,0.251000,0.075000,0.000000,1.513111,0.002391,1.000000,0.002391,0.000330,0.002060,2.420142,2.067803
2013-05-28,0.352000,0.251000,0.101000,0.026000,1.510894,-0.001466,0.000000,-0.000000,0.000165,-0.000165,2.420142,2.067461
2013-05-29,0.372000,0.292000,0.080000,-0.021000,1.502607,-0.005485,1.000000,-0.005485,0.000166,-0.005651,2.406869,2.055778
2013-05-30,0.362000,0.297000,0.065000,-0.015000,1.513134,0.007006,-1.000000,-0.007006,0.000330,-0.007336,2.390007,2.040696
2013-05-31,0.374000,0.297000,0.077000,0.012000,1.522905,0.006457,-1.000000,-0.006457,0.000000,-0.006457,2.374574,2.027519
2013-06-03,0.358000,0.297000,0.061000,-0.016000,1.520913,-0.001308,1.000000,-0.001308,0.000329,-0.001637,2.371468,2.024201
2013-06-04,0.384000,0.293000,0.091000,0.030000,1.532144,0.007385,-1.000000,-0.007385,0.000326,-0.007711,2.353955,2.008591
2013-06-05,0.362000,0.301000,0.061000,-0.030000,1.530386,-0.001148,1.000000,-0.001148,0.000327,-0.001475,2.351253,2.005630
2013-06-06,0.376000,0.289000,0.087000,0.026000,1.540334,0.006500,-1.000000,-0.006500,0.000325,-0.006825,2.335969,1.991942
2013-06-07,0.401000,0.290000,0.111000,0.024000,1.560257,0.012935,1.000000,0.012935,0.000320,0.012614,2.366184,2.017068
2013-06-10,0.427000,0.290000,0.137000,0.026000,1.553109,-0.004582,1.000000,-0.004582,0.000000,-0.004582,2.355343,2.007826
2013-06-11,0.466000,0.314000,0.152000,0.015000,1.553109,0.000000,1.000000,0.000000,0.000000,0.000000,2.355343,2.007826
2013-06-12,0.438000,0.326000,0.112000,-0.040000,1.553109,0.000000,1.000000,0.000000,0.000000,0.000000,2.355343,2.007826
2013-06-13,0.428000,0.326000,0.102000,-0.010000,1.568135,0.009675,-1.000000,-0.009675,0.000319,-0.009994,2.332554,1.987760
2013-06-14,0.392000,0.286000,0.106000,0.004000,1.571388,0.002074,-1.000000,-0.002074,0.000000,-0.002074,2.327716,1.983637
2013-06-17,0.400000,0.274100,0.125900,0.019900,1.572302,0.000582,1.000000,0.000582,0.000318,0.000264,2.329070,1.984160
2013-06-18,0.433000,0.270000,0.163000,0.037100,1.571783,-0.000330,1.000000,-0.000330,0.000000,-0.000330,2.328301,1.983505
2013-06-19,0.435000,0.266000,0.169000,0.006000,1.563697,-0.005145,1.000000,-0.005145,0.000000,-0.005145,2.316323,1.973301
2013-06-20,0.499000,0.310000,0.189000,0.020000,1.548251,-0.009878,1.000000,-0.009878,0.000000,-0.009878,2.293443,1.953809
2013-06-21,0.513000,0.331000,0.182000,-0.007000,1.551711,0.002234,1.000000,0.002234,0.000000,0.002234,2.298567,1.958175
2013-06-24,0.565000,0.371700,0.193300,0.011300,1.538911,-0.008249,-1.000000,0.008249,0.000325,0.007924,2.317527,1.973690
2013-06-25,0.505000,0.396000,0.109000,-0.084300,1.544735,0.003785,1.000000,0.003785,0.000324,0.003461,2.326298,1.980521
2013-06-26,0.401000,0.409000,-0.008000,-0.117000,1.541687,-0.001973,-1.000000,0.001973,0.000324,0.001649,2.330888,1.983787
2013-06-27,0.416000,0.383000,0.033000,0.041000,1.532591,-0.005901,-1.000000,0.005901,0.000000,0.005901,2.344642,1.995492
2013-06-28,0.391000,0.359000,0.032000,-0.001000,1.525832,-0.004410,1.000000,-0.004410,0.000328,-0.004737,2.334303,1.986039
2013-07-01,0.375000,0.359000,0.016000,-0.016000,1.520473,-0.003512,-1.000000,0.003512,0.000329,0.003183,2.342501,1.992361
2013-07-02,0.371000,0.355000,0.016000,0.000000,1.521653,0.000776,-1.000000,-0.000776,0.000000,-0.000776,2.340684,1.990815
2013-07-03,0.411000,0.351000,0.060000,0.044000,1.515289,-0.004182,0.000000,-0.000000,0.000165,-0.000165,2.340684,1.990487
2013-07-04,0.381000,0.363000,0.018000,-0.042000,1.527440,0.008019,1.000000,0.008019,0.000164,0.007855,2.359454,2.006123
2013-07-05,0.401000,0.363200,0.037800,0.019800,1.503895,-0.015415,-1.000000,0.015415,0.000332,0.015082,2.395824,2.036380
2013-07-08,0.384000,0.363200,0.020800,-0.017000,1.487940,-0.010609,1.000000,-0.010609,0.000336,-0.010945,2.370407,2.014092
2013-07-09,0.335000,0.363000,-0.028000,-0.048800,1.495372,0.004995,-1.000000,-0.004995,0.000334,-0.005329,2.358568,2.003359
2013-07-10,0.363000,0.371000,-0.008000,0.020000,1.486149,-0.006168,-1.000000,0.006168,0.000000,0.006168,2.373114,2.015714
2013-07-11,0.359000,0.371000,-0.012000,-0.004000,1.518003,0.021434,1.000000,0.021434,0.000329,0.021105,2.423980,2.058256
2013-07-12,0.352000,0.331000,0.021000,0.033000,1.517865,-0.000091,-1.000000,0.000091,0.000329,-0.000238,2.424201,2.057765
2013-07-15,0.355000,0.331000,0.024000,0.003000,1.510369,-0.004939,1.000000,-0.004939,0.000331,-0.005270,2.412228,2.046921
2013-07-16,0.311000,0.331000,-0.020000,-0.044000,1.510004,-0.000242,1.000000,-0.000242,0.000000,-0.000242,2.411645,2.046426
2013-07-17,0.301000,0.327000,-0.026000,-0.006000,1.513844,0.002543,-1.000000,-0.002543,0.000330,-0.002873,2.405512,2.040546
2013-07-18,0.277000,0.303000,-0.026000,0.000000,1.520982,0.004715,-1.000000,-0.004715,0.000000,-0.004715,2.394170,2.030924
2013-07-19,0.322000,0.311000,0.011000,0.037000,1.522209,0.000807,1.000000,0.000807,0.000328,0.000478,2.396101,2.031896
2013-07-22,0.318000,0.311000,0.007000,-0.004000,1.528491,0.004127,1.000000,0.004127,0.000000,0.004127,2.405989,2.040281
2013-07-23,0.340000,0.306000,0.034000,0.027000,1.536523,0.005255,-1.000000,-0.005255,0.000325,-0.005580,2.393346,2.028896
2013-07-24,0.355000,0.314000,0.041000,0.007000,1.537492,0.000630,1.000000,0.000630,0.000325,0.000305,2.394855,2.029515
2013-07-25,0.331000,0.352000,-0.021000,-0.062000,1.530854,-0.004317,1.000000,-0.004317,0.000000,-0.004317,2.384516,2.020753
2013-07-26,0.292000,0.325000,-0.033000,-0.012000,1.538177,0.004784,-1.000000,-0.004784,0.000325,-0.005109,2.373110,2.010430
2013-07-29,0.307000,0.325000,-0.018000,0.015000,1.539243,0.000693,-1.000000,-0.000693,0.000000,-0.000693,2.371466,2.009037
2013-07-30,0.310000,0.317000,-0.007000,0.011000,1.534166,-0.003298,1.000000,-0.003298,0.000326,-0.003624,2.363643,2.001756
2013-07-31,0.305000,0.313000,-0.008000,-0.001000,1.524204,-0.006493,1.000000,-0.006493,0.000000,-0.006493,2.348296,1.988758
2013-08-01,0.314000,0.313000,0.001000,0.009000,1.517497,-0.004401,-1.000000,0.004401,0.000329,0.004071,2.358630,1.996855
2013-08-02,0.341000,0.329000,0.012000,0.011000,1.512036,-0.003599,1.000000,-0.003599,0.000331,-0.003929,2.350142,1.989009
2013-08-05,0.370000,0.329000,0.041000,0.029000,1.528725,0.011037,1.000000,0.011037,0.000000,0.011037,2.376082,2.010962
2013-08-06,0.373000,0.305000,0.068000,0.027000,1.535391,0.004360,1.000000,0.004360,0.000000,0.004360,2.386443,2.019731
2013-08-07,0.368000,0.309000,0.059000,-0.009000,1.534495,-0.000583,1.000000,-0.000583,0.000000,-0.000583,2.385051,2.018553
2013-08-08,0.357000,0.305000,0.052000,-0.007000,1.549691,0.009903,-1.000000,-0.009903,0.000323,-0.010225,2.361433,1.997913
2013-08-09,0.351000,0.306000,0.045000,-0.007000,1.553591,0.002517,-1.000000,-0.002517,0.000000,-0.002517,2.355490,1.992885
2013-08-12,0.360000,0.309800,0.050200,0.005200,1.551398,-0.001412,-1.000000,0.001412,0.000000,0.001412,2.358816,1.995698
2013-08-13,0.431000,0.310000,0.121000,0.070800,1.545810,-0.003602,1.000000,-0.003602,0.000323,-0.003925,2.350320,1.987865
2013-08-14,0.420000,0.334000,0.086000,-0.035000,1.545070,-0.000479,1.000000,-0.000479,0.000000,-0.000479,2.349194,1.986913
2013-08-15,0.415000,0.330000,0.085000,-0.001000,1.551614,0.004236,-1.000000,-0.004236,0.000322,-0.004558,2.339243,1.977856
2013-08-16,0.409000,0.346000,0.063000,-0.022000,1.564211,0.008118,-1.000000,-0.008118,0.000000,-0.008118,2.320252,1.961799
2013-08-19,0.425000,0.346600,0.078400,0.015400,1.562500,-0.001094,-1.000000,0.001094,0.000000,0.001094,2.322790,1.963945
2013-08-20,0.373000,0.355000,0.018000,-0.060400,1.564896,0.001534,1.000000,0.001534,0.000320,0.001214,2.326352,1.966330
2013-08-21,0.410000,0.343000,0.067000,0.049000,1.566392,0.000956,-1.000000,-0.000956,0.000319,-0.001275,2.324129,1.963823
2013-08-22,0.405000,0.367000,0.038000,-0.029000,1.561670,-0.003014,1.000000,-0.003014,0.000320,-0.003334,2.317124,1.957275
2013-08-23,0.425000,0.392000,0.033000,-0.005000,1.559722,-0.001248,-1.000000,0.001248,0.000321,0.000927,2.320016,1.959090
2013-08-26,0.425000,0.380200,0.044800,0.011800,1.558094,-0.001044,-1.000000,0.001044,0.000000,0.001044,2.322438,1.961135
2013-08-27,0.390000,0.368000,0.022000,-0.022800,1.558482,0.000249,1.000000,0.000249,0.000321,-0.000072,2.323017,1.960995
2013-08-28,0.428000,0.356000,0.072000,0.050000,1.554799,-0.002363,-1.000000,0.002363,0.000322,0.002042,2.328506,1.964998
2013-08-29,0.395000,0.399000,-0.004000,-0.076000,1.552747,-0.001320,1.000000,-0.001320,0.000322,-0.001642,2.325433,1.961772
2013-08-30,0.396000,0.399000,-0.003000,0.001000,1.550652,-0.001349,-1.000000,0.001349,0.000322,0.001027,2.328570,1.963786
2013-09-02,0.427000,0.402600,0.024400,0.027400,1.551903,0.000807,1.000000,0.000807,0.000322,0.000485,2.330450,1.964738
2013-09-03,0.458000,0.426300,0.031700,0.007300,1.554702,0.001803,1.000000,0.001803,0.000000,0.001803,2.334652,1.968282
2013-09-04,0.447000,0.418000,0.029000,-0.002700,1.556372,0.001074,1.000000,0.001074,0.000000,0.001074,2.337160,1.970395
2013-09-05,0.514000,0.470000,0.044000,0.015000,1.562207,0.003749,-1.000000,-0.003749,0.000320,-0.004069,2.328397,1.962377
2013-09-06,0.457000,0.518000,-0.061000,-0.105000,1.558992,-0.002058,1.000000,-0.002058,0.000321,-0.002378,2.323606,1.957710
2013-09-09,0.475000,0.462500,0.012500,0.073500,1.563599,0.002955,-1.000000,-0.002955,0.000320,-0.003275,2.316739,1.951298
2013-09-10,0.492000,0.447000,0.045000,0.032500,1.569760,0.003940,1.000000,0.003940,0.000319,0.003622,2.325867,1.958365
2013-09-11,0.473000,0.471000,0.002000,-0.043000,1.573292,0.002250,1.000000,0.002250,0.000000,0.002250,2.331100,1.962771
2013-09-12,0.432000,0.447000,-0.015000,-0.017000,1.582604,0.005919,-1.000000,-0.005919,0.000316,-0.006235,2.317302,1.950533
2013-09-13,0.433000,0.443000,-0.010000,0.005000,1.580453,-0.001359,-1.000000,0.001359,0.000000,0.001359,2.320452,1.953185
2013-09-16,0.429000,0.435200,-0.006200,0.003800,1.593626,0.008335,1.000000,0.008335,0.000314,0.008021,2.339792,1.968851
2013-09-17,0.461000,0.395000,0.066000,0.072200,1.590306,-0.002083,1.000000,-0.002083,0.000000,-0.002083,2.334918,1.964749
2013-09-18,0.493000,0.375000,0.118000,0.052000,1.590508,0.000127,1.000000,0.000127,0.000000,0.000127,2.335215,1.964999
2013-09-19,0.451000,0.327000,0.124000,0.006000,1.613320,0.014342,1.000000,0.014342,0.000000,0.014342,2.368708,1.993182
2013-09-20,0.460000,0.339000,0.121000,-0.003000,1.603798,-0.005902,1.000000,-0.005902,0.000000,-0.005902,2.354728,1.981418
2013-09-23,0.440000,0.334500,0.105500,-0.015500,1.601691,-0.001313,-1.000000,0.001313,0.000312,0.001001,2.357820,1.983402
2013-09-24,0.399000,0.334000,0.065000,-0.040500,1.604158,0.001540,-1.000000,-0.001540,0.000000,-0.001540,2.354189,1.980348
2013-09-25,0.387000,0.330000,0.057000,-0.008000,1.599591,-0.002847,-1.000000,0.002847,0.000000,0.002847,2.360892,1.985986
2013-09-26,0.419000,0.340000,0.079000,0.022000,1.607381,0.004870,-1.000000,-0.004870,0.000000,-0.004870,2.349394,1.976314
2013-09-27,0.390000,0.340000,0.050000,-0.029000,1.603746,-0.002261,1.000000,-0.002261,0.000312,-0.002573,2.344081,1.971229
2013-09-30,0.400000,0.324500,0.075500,0.025500,1.616893,0.008198,-1.000000,-0.008198,0.000309,-0.008507,2.324865,1.954460
2013-10-01,0.403000,0.321000,0.082000,0.006500,1.618699,0.001117,1.000000,0.001117,0.000309,0.000808,2.327462,1.956039
2013-10-02,0.383000,0.333000,0.050000,-0.032000,1.619223,0.000324,1.000000,0.000324,0.000000,0.000324,2.328216,1.956673
2013-10-03,0.378000,0.321000,0.057000,0.007000,1.623561,0.002679,-1.000000,-0.002679,0.000308,-0.002987,2.321979,1.950829
2013-10-04,0.409000,0.313000,0.096000,0.039000,1.615692,-0.004847,1.000000,-0.004847,0.000309,-0.005156,2.310724,1.940769
2013-10-07,0.397000,0.329200,0.067800,-0.028200,1.603592,-0.007489,1.000000,-0.007489,0.000000,-0.007489,2.293420,1.926235
2013-10-08,0.392000,0.345000,0.047000,-0.020800,1.603592,0.000000,-1.000000,-0.000000,0.000312,-0.000312,2.293420,1.925635
2013-10-09,0.387000,0.385000,0.002000,-0.045000,1.612097,0.005304,-1.000000,-0.005304,0.000000,-0.005304,2.281256,1.915421
2013-10-10,0.397000,0.361000,0.036000,0.034000,1.595507,-0.010291,-1.000000,0.010291,0.000000,0.010291,2.304732,1.935133
2013-10-11,0.406000,0.346000,0.060000,0.024000,1.598006,0.001566,1.000000,0.001566,0.000313,0.001253,2.308342,1.937558
2013-10-14,0.424000,0.346000,0.078000,0.018000,1.597112,-0.000559,1.000000,-0.000559,0.000000,-0.000559,2.307052,1.936475
2013-10-15,0.466000,0.362100,0.103900,0.025900,1.597189,0.000048,1.000000,0.000048,0.000000,0.000048,2.307162,1.936568
2013-10-16,0.469000,0.354000,0.115000,0.011100,1.598466,0.000799,1.000000,0.000799,0.000000,0.000799,2.309006,1.938116
2013-10-17,0.449000,0.334000,0.115000,0.000000,1.594388,-0.002551,1.000000,-0.002551,0.000000,-0.002551,2.303116,1.933171
2013-10-18,0.442000,0.314000,0.128000,0.013000,1.614935,0.012887,0.000000,0.000000,0.000155,-0.000155,2.303116,1.932872
2013-10-21,0.460000,0.318600,0.141400,0.013400,1.617207,0.001407,1.000000,0.001407,0.000155,0.001252,2.306356,1.935293
2013-10-22,0.400000,0.315000,0.085000,-0.056400,1.613528,-0.002275,1.000000,-0.002275,0.000000,-0.002275,2.301109,1.930890
2013-10-23,0.388000,0.294000,0.094000,0.009000,1.623271,0.006039,-1.000000,-0.006039,0.000308,-0.006347,2.287214,1.918636
2013-10-24,0.422000,0.311000,0.111000,0.017000,1.616371,-0.004251,1.000000,-0.004251,0.000309,-0.004560,2.277491,1.909886
2013-10-25,0.407000,0.307000,0.100000,-0.011000,1.620089,0.002300,1.000000,0.002300,0.000000,0.002300,2.282730,1.914279
2013-10-28,0.418000,0.307100,0.110900,0.010900,1.617390,-0.001666,-1.000000,0.001666,0.000309,0.001357,2.286533,1.916877
2013-10-29,0.397000,0.307000,0.090000,-0.020900,1.614179,-0.001985,1.000000,-0.001985,0.000310,-0.002295,2.281993,1.912477
2013-10-30,0.368000,0.317000,0.051000,-0.039000,1.604827,-0.005793,-1.000000,0.005793,0.000312,0.005482,2.295214,1.922961
2013-10-31,0.403000,0.313000,0.090000,0.039000,1.602615,-0.001378,-1.000000,0.001378,0.000000,0.001378,2.298377,1.925612
2013-11-01,0.404000,0.309000,0.095000,0.005000,1.604467,0.001155,1.000000,0.001155,0.000312,0.000844,2.301032,1.927236
2013-11-04,0.390000,0.313100,0.076900,-0.018100,1.592382,-0.007532,1.000000,-0.007532,0.000000,-0.007532,2.283701,1.912720
2013-11-05,0.434000,0.305000,0.129000,0.052100,1.597240,0.003051,-1.000000,-0.003051,0.000313,-0.003364,2.276734,1.906286
2013-11-06,0.421000,0.301000,0.120000,-0.009000,1.604802,0.004734,1.000000,0.004734,0.000312,0.004423,2.287513,1.914717
2013-11-07,0.383000,0.293000,0.090000,-0.030000,1.608545,0.002332,-1.000000,-0.002332,0.000311,-0.002643,2.282177,1.909656
2013-11-08,0.433000,0.286000,0.147000,0.057000,1.608881,0.000209,-1.000000,-0.000209,0.000000,-0.000209,2.281700,1.909256
2013-11-11,0.444000,0.286000,0.158000,0.011000,1.600487,-0.005218,1.000000,-0.005218,0.000312,-0.005530,2.269795,1.898698
2013-11-12,0.431000,0.313800,0.117200,-0.040800,1.598696,-0.001119,1.000000,-0.001119,0.000000,-0.001119,2.267255,1.896574
2013-11-13,0.434000,0.330000,0.104000,-0.013200,1.589092,-0.006007,-1.000000,0.006007,0.000315,0.005692,2.280874,1.907369
2013-11-14,0.420000,0.306000,0.114000,0.010000,1.604905,0.009950,-1.000000,-0.009950,0.000000,-0.009950,2.258178,1.888390
2013-11-15,0.396000,0.294000,0.102000,-0.012000,1.605807,0.000562,1.000000,0.000562,0.000311,0.000251,2.259448,1.888864
2013-11-18,0.399000,0.294200,0.104800,0.002800,1.611396,0.003480,-1.000000,-0.003480,0.000310,-0.003791,2.251584,1.881703
2013-11-19,0.428000,0.282000,0.146000,0.041200,1.611526,0.000081,1.000000,0.000081,0.000310,-0.000230,2.251765,1.881271
2013-11-20,0.414000,0.294000,0.120000,-0.026000,1.613892,0.001469,1.000000,0.001469,0.000000,0.001469,2.255072,1.884034
2013-11-21,0.417000,0.278000,0.139000,0.019000,1.610021,-0.002399,-1.000000,0.002399,0.000311,0.002088,2.260482,1.887969
2013-11-22,0.409000,0.274000,0.135000,-0.004000,1.618699,0.005390,1.000000,0.005390,0.000309,0.005081,2.272666,1.897562
2013-11-25,0.404000,0.286500,0.117500,-0.017500,1.623113,0.002727,-1.000000,-0.002727,0.000308,-0.003035,2.266469,1.891803
2013-11-26,0.399000,0.282000,0.117000,-0.000500,1.616710,-0.003945,-1.000000,0.003945,0.000000,0.003945,2.275410,1.899266
2013-11-27,0.419000,0.293000,0.126000,0.009000,1.620982,0.002642,-1.000000,-0.002642,0.000000,-0.002642,2.269398,1.894248
2013-11-28,0.405000,0.289000,0.116000,-0.010000,1.628293,0.004510,1.000000,0.004510,0.000307,0.004203,2.279634,1.902210
2013-11-29,0.423000,0.289300,0.133700,0.017700,1.634094,0.003562,-1.000000,-0.003562,0.000306,-0.003868,2.271513,1.894851
2013-12-02,0.461000,0.289300,0.171700,0.038000,1.637787,0.002260,1.000000,0.002260,0.000305,0.001955,2.276647,1.898555
2013-12-03,0.438000,0.289000,0.149000,-0.022700,1.635992,-0.001096,1.000000,-0.001096,0.000000,-0.001096,2.274151,1.896474
2013-12-04,0.450000,0.289000,0.161000,0.012000,1.638888,0.001770,-1.000000,-0.001770,0.000305,-0.002075,2.270126,1.892539
2013-12-05,0.453000,0.293000,0.160000,-0.001000,1.637814,-0.000655,1.000000,-0.000655,0.000305,-0.000960,2.268639,1.890721
2013-12-06,0.455000,0.305000,0.150000,-0.010000,1.633400,-0.002695,-1.000000,0.002695,0.000306,0.002389,2.274753,1.895238
2013-12-09,0.449000,0.305600,0.143400,-0.006600,1.632893,-0.000310,-1.000000,0.000310,0.000000,0.000310,2.275459,1.895826
2013-12-10,0.426000,0.302000,0.124000,-0.019400,1.642522,0.005897,-1.000000,-0.005897,0.000000,-0.005897,2.262041,1.884647
2013-12-11,0.462000,0.302000,0.160000,0.036000,1.645576,0.001860,-1.000000,-0.001860,0.000000,-0.001860,2.257835,1.881143
2013-12-12,0.483000,0.310000,0.173000,0.013000,1.637626,-0.004831,1.000000,-0.004831,0.000305,-0.005136,2.246927,1.871481
2013-12-13,0.469000,0.326000,0.143000,-0.030000,1.633987,-0.002222,1.000000,-0.002222,0.000000,-0.002222,2.241934,1.867322
2013-12-16,0.463000,0.338200,0.124800,-0.018200,1.630497,-0.002136,-1.000000,0.002136,0.000307,0.001829,2.246723,1.870738
2013-12-17,0.451000,0.334000,0.117000,-0.007800,1.629965,-0.000326,-1.000000,0.000326,0.000000,0.000326,2.247455,1.871348
2013-12-18,0.472000,0.322000,0.150000,0.033000,1.627790,-0.001335,-1.000000,0.001335,0.000000,0.001335,2.250455,1.873845
2013-12-19,0.533000,0.336000,0.197000,0.047000,1.638700,0.006702,1.000000,0.006702,0.000305,0.006397,2.265538,1.885833
2013-12-20,0.530000,0.368000,0.162000,-0.035000,1.636474,-0.001358,1.000000,-0.001358,0.000000,-0.001358,2.262461,1.883271
2013-12-23,0.563000,0.375600,0.187400,0.025400,1.633160,-0.002025,-1.000000,0.002025,0.000306,0.001719,2.267043,1.886509
2013-12-24,0.578000,0.387000,0.191000,0.003600,1.635029,0.001145,1.000000,0.001145,0.000306,0.000839,2.269638,1.888091
2013-12-25,0.578000,0.399000,0.179000,-0.012000,1.637090,0.001261,1.000000,0.001261,0.000000,0.001261,2.272499,1.890471
2013-12-26,0.578000,0.407000,0.171000,-0.008000,1.635403,-0.001030,-1.000000,0.001030,0.000306,0.000724,2.274840,1.891841
2013-12-27,0.632000,0.411000,0.221000,0.050000,1.641632,0.003809,-1.000000,-0.003809,0.000000,-0.003809,2.266176,1.884635
2013-12-30,0.557000,0.391300,0.165700,-0.055300,1.648234,0.004022,1.000000,0.004022,0.000303,0.003718,2.275290,1.891643
2013-12-31,0.561000,0.383000,0.178000,0.012300,1.649512,0.000775,-1.000000,-0.000775,0.000303,-0.001078,2.273526,1.889603
2014-01-01,0.561000,0.384000,0.177000,-0.001000,1.656397,0.004174,1.000000,0.004174,0.000302,0.003872,2.283015,1.896920
2014-01-02,0.532000,0.383800,0.148200,-0.028800,1.658072,0.001011,-1.000000,-0.001011,0.000302,-0.001313,2.280706,1.894429
2014-01-03,0.535000,0.384000,0.151000,0.002800,1.644791,-0.008010,-1.000000,0.008010,0.000000,0.008010,2.298975,1.909604
2014-01-06,0.517000,0.404400,0.112600,-0.038400,1.641309,-0.002117,1.000000,-0.002117,0.000305,-0.002422,2.294108,1.904979
2014-01-07,0.522000,0.397000,0.125000,0.012400,1.641794,0.000296,-1.000000,-0.000296,0.000305,-0.000600,2.293430,1.903836
2014-01-08,0.561000,0.393000,0.168000,0.043000,1.640016,-0.001082,1.000000,-0.001082,0.000305,-0.001387,2.290947,1.901195
2014-01-09,0.555000,0.429000,0.126000,-0.042000,1.644710,0.002862,1.000000,0.002862,0.000000,0.002862,2.297503,1.906636
2014-01-10,0.517000,0.433000,0.084000,-0.042000,1.647908,0.001945,-1.000000,-0.001945,0.000303,-0.002248,2.293036,1.902350
2014-01-13,0.481000,0.373900,0.107100,0.023100,1.649430,0.000924,-1.000000,-0.000924,0.000000,-0.000924,2.290918,1.900593
2014-01-14,0.498000,0.362000,0.136000,0.028900,1.638995,-0.006326,1.000000,-0.006326,0.000305,-0.006632,2.276424,1.887989
