date,gross_return,cost,net_return,gross_exposure,weight_SPY,weight_EFA,weight_AGG,weight_VNQ,weight_GLD,bench_SPY,bench_6040,bench_EW5,cum_strategy,cum_SPY,cum_6040,cum_EW5
2014-05-13,-0.000487,0.000000,-0.000487,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000896,0.001200,-0.001032,1.201888,1.827668,1.569772,1.511709
2014-05-14,-0.000675,0.000000,-0.000675,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.004738,-0.001703,0.001267,1.201077,1.819008,1.567099,1.513626
2014-05-15,-0.003970,0.000100,-0.004070,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.008780,-0.004424,-0.003970,1.196189,1.803037,1.560166,1.507617
2014-05-16,0.002752,0.000100,0.002652,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.003469,0.001642,0.002319,1.199362,1.809291,1.562727,1.511113
2014-05-19,-0.000552,0.000000,-0.000552,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.003669,0.002055,-0.000424,1.198699,1.815930,1.565938,1.510473
2014-05-20,-0.003046,0.000000,-0.003046,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.006305,-0.003600,-0.002870,1.195048,1.804481,1.560301,1.506138
2014-05-21,0.001850,0.000000,0.001850,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.008424,0.004908,0.001369,1.197258,1.819682,1.567960,1.508200
2014-05-22,0.000305,0.000000,0.000305,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.002432,0.001276,0.000755,1.197623,1.824108,1.569960,1.509338
2014-05-23,0.003298,0.000000,0.003298,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.004009,0.002809,0.003041,1.201572,1.831421,1.574370,1.513928
2014-05-26,0.000000,0.000000,0.000000,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,1.201572,1.831421,1.574370,1.513928
2014-05-27,0.004268,0.000000,0.004268,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.006146,0.004054,-0.000005,1.206701,1.842677,1.580753,1.513921
2014-05-28,-0.001521,0.000000,-0.001521,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000731,0.000659,-0.002588,1.204866,1.841331,1.581794,1.510003
2014-05-29,0.002547,0.000000,0.002547,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.005173,0.002885,0.002118,1.207935,1.850856,1.586358,1.513202
2014-05-30,0.001448,0.000000,0.001448,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.001611,0.001332,0.000605,1.209684,1.853838,1.588470,1.514117
2014-06-02,0.000639,0.000000,0.000639,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.001142,-0.000532,-0.000573,1.210457,1.855955,1.587626,1.513249
2014-06-03,-0.001231,0.000000,-0.001231,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000518,-0.001374,-0.000713,1.208967,1.854993,1.585444,1.512171
2014-06-04,0.000674,0.000000,0.000674,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.002023,0.001067,0.000258,1.209782,1.858745,1.587136,1.512560
2014-06-05,0.006624,0.000000,0.006624,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.006522,0.004428,0.008127,1.217796,1.870868,1.594163,1.524853
2014-06-06,0.001097,0.000000,0.001097,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.004783,0.002649,0.001014,1.219132,1.879816,1.598387,1.526399
2014-06-09,-0.002596,0.000000,-0.002596,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.001024,0.000247,-0.002530,1.215967,1.881740,1.598781,1.522538
2014-06-10,-0.002191,0.000000,-0.002191,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000102,-0.000527,-0.000965,1.213302,1.881932,1.597939,1.521069
2014-06-11,-0.002084,0.000000,-0.002084,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.003476,-0.001791,-0.002051,1.210774,1.875390,1.595076,1.517949
2014-06-12,-0.001483,0.000000,-0.001483,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.007080,-0.003475,0.000543,1.208978,1.862112,1.589533,1.518774
2014-06-13,0.001210,0.000000,0.001210,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.003049,0.001719,0.001732,1.210441,1.867790,1.592266,1.521404
2014-06-16,-0.000909,0.000000,-0.000909,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000824,0.000274,-0.001788,1.209341,1.869328,1.592702,1.518684
2014-06-17,0.000558,0.000000,0.000558,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.002779,0.000932,0.000330,1.210016,1.874524,1.594187,1.519185
2014-06-18,0.005125,0.000000,0.005125,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.007339,0.005472,0.005763,1.216217,1.888282,1.602910,1.527940
2014-06-19,0.002671,0.000000,0.002671,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.001121,0.000085,0.009632,1.219465,1.890399,1.603046,1.542657
2014-06-20,0.000413,0.000100,0.000313,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.002030,0.001917,0.000413,1.219846,1.894237,1.606119,1.543294
2014-06-23,-0.001050,0.000000,-0.001050,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.000306,-0.000551,-0.001050,1.218565,1.893657,1.605234,1.541673
2014-06-24,-0.001754,0.000000,-0.001754,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.006024,-0.002916,-0.001754,1.216428,1.882250,1.600553,1.538969
2014-06-25,0.000723,0.000000,0.000723,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.004520,0.003262,0.000723,1.217307,1.890756,1.605774,1.540082
2014-06-26,-0.000209,0.000000,-0.000209,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.000716,0.000340,-0.000209,1.217053,1.889403,1.606320,1.539759
2014-06-27,0.001927,0.000000,0.001927,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.001944,0.001167,0.001927,1.219398,1.893077,1.608194,1.542726
2014-06-30,0.001791,0.000000,0.001791,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.000511,-0.000270,0.001791,1.221582,1.892110,1.607760,1.545489
2014-07-01,0.003386,0.000000,0.003386,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.006693,0.003525,0.003386,1.225718,1.904775,1.613428,1.550723
2014-07-02,-0.000653,0.000000,-0.000653,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.001015,-0.000785,-0.000653,1.224917,1.906708,1.612162,1.549710
2014-07-03,-0.000731,0.000000,-0.000731,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.004918,0.002693,-0.000731,1.224022,1.916085,1.616504,1.548576
2014-07-04,0.000000,0.000000,0.000000,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000000,0.000000,1.224022,1.916085,1.616504,1.548576
2014-07-07,-0.001832,0.000000,-0.001832,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.003481,-0.001978,-0.001832,1.221779,1.909415,1.613306,1.545739
2014-07-08,-0.002311,0.000000,-0.002311,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.006431,-0.003048,-0.002311,1.218956,1.897136,1.608388,1.542167
2014-07-09,0.003241,0.000000,0.003241,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.004485,0.003021,0.003241,1.222907,1.905644,1.613248,1.547166
2014-07-10,-0.000900,0.000000,-0.000900,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.003957,-0.002191,-0.000900,1.221806,1.898104,1.609714,1.545773
2014-07-11,0.001069,0.000000,0.001069,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.001375,0.001376,0.001069,1.223112,1.900715,1.611928,1.547425
2014-07-14,-0.001448,0.000000,-0.001448,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.005035,0.002691,-0.001448,1.221340,1.910285,1.616266,1.545184
2014-07-15,-0.002893,0.000000,-0.002893,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.001872,-0.001637,-0.002893,1.217807,1.906708,1.613621,1.540714
2014-07-16,0.003483,0.000000,0.003483,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.003701,0.002551,0.003483,1.222049,1.913766,1.617738,1.546080
2014-07-17,-0.001868,0.000000,-0.001868,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.011366,-0.005646,-0.001868,1.219766,1.892013,1.608604,1.543193
2014-07-18,0.003866,0.000000,0.003866,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.010219,0.005693,0.003866,1.224482,1.911348,1.617762,1.549159
2014-07-21,-0.001436,0.000000,-0.001436,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.001871,-0.000977,-0.001436,1.222724,1.907771,1.616182,1.546934
2014-07-22,0.001768,0.000000,0.001768,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.004358,0.003274,0.001768,1.224885,1.916085,1.621473,1.549669
2014-07-23,0.001068,0.000000,0.001068,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.002220,0.001405,0.001068,1.226193,1.920339,1.623751,1.551324
2014-07-24,-0.002424,0.000000,-0.002424,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.000050,-0.001213,-0.002424,1.223221,1.920435,1.621782,1.547563
2014-07-25,-0.000441,0.000000,-0.000441,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.004682,-0.002039,-0.000441,1.222682,1.911445,1.618476,1.546881
2014-07-28,0.001207,0.000000,0.001207,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.000405,0.000316,0.001207,1.224158,1.912219,1.618987,1.548749
2014-07-29,-0.002642,0.000000,-0.002642,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.004297,-0.002176,-0.002642,1.220924,1.904002,1.615465,1.544657
2014-07-30,-0.001988,0.000000,-0.001988,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.000152,-0.001334,-0.001988,1.218496,1.904291,1.613310,1.541586
2014-07-31,-0.012823,0.000000,-0.012823,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.019748,-0.012362,-0.012823,1.202871,1.866685,1.593365,1.521818
2014-08-01,-0.001719,0.000100,-0.001819,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.003056,-0.000325,-0.000114,1.200683,1.860981,1.592847,1.521643
2014-08-04,0.003110,0.000100,0.003010,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.007221,0.004259,0.003110,1.204297,1.874419,1.599632,1.526376
2014-08-05,-0.006738,0.000000,-0.006738,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.009696,-0.005818,-0.006738,1.196182,1.856244,1.590325,1.516090
2014-08-06,0.002419,0.000000,0.002419,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.000312,0.000224,0.002419,1.199075,1.856824,1.590682,1.519757
2014-08-07,0.000221,0.000100,0.000121,0.800000,0.200000,0.000000,0.200000,0.200000,0.200000,-0.005414,-0.002479,-0.001399,1.199220,1.846770,1.586738,1.517631
2014-08-08,0.003584,0.000000,0.003584,0.800000,0.200000,0.000000,0.200000,0.200000,0.200000,0.011569,0.007088,0.004755,1.203519,1.868135,1.597985,1.524848
2014-08-11,0.001488,0.000000,0.001488,0.800000,0.200000,0.000000,0.200000,0.200000,0.200000,0.002898,0.001775,0.002254,1.205309,1.873549,1.600822,1.528285
2014-08-12,-0.000641,0.000000,-0.000641,0.800000,0.200000,0.000000,0.200000,0.200000,0.200000,-0.001393,-0.001019,-0.000793,1.204537,1.870939,1.599191,1.527072
2014-08-13,0.004986,0.000000,0.004986,0.800000,0.200000,0.000000,0.200000,0.200000,0.200000,0.006769,0.004866,0.006116,1.210543,1.883603,1.606973,1.536412
2014-08-14,0.002160,0.000100,0.002060,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.004722,0.003052,0.002160,1.213037,1.892497,1.611877,1.539731
2014-08-15,-0.001284,0.000000,-0.001284,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.000204,0.000863,-0.001284,1.211480,1.892110,1.613268,1.537755
2014-08-18,0.003697,0.000000,0.003697,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.008379,0.004190,0.003697,1.215958,1.907964,1.620028,1.543439
2014-08-19,0.001219,0.000000,0.001219,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.005219,0.002584,0.001219,1.217440,1.917922,1.624215,1.545320
2014-08-20,-0.000145,0.000000,-0.000145,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.002672,0.001164,-0.000145,1.217263,1.923046,1.626106,1.545096
2014-08-21,-0.000695,0.000000,-0.000695,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.002916,0.002444,-0.000695,1.216418,1.928653,1.630081,1.544023
2014-08-22,-0.002908,0.000100,-0.003008,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.001554,-0.001005,-0.002404,1.212759,1.925656,1.628442,1.540311
2014-08-25,0.002029,0.000000,0.002029,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.005070,0.003371,0.001299,1.215220,1.935420,1.633931,1.542312
2014-08-26,0.000570,0.000000,0.000570,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000650,0.000426,0.001564,1.215912,1.936677,1.634628,1.544724
2014-08-27,0.000694,0.000000,0.000694,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000400,0.000271,0.000646,1.216756,1.935903,1.635070,1.545721
2014-08-28,-0.000630,0.000000,-0.000630,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000549,0.000472,0.000473,1.215990,1.934840,1.635842,1.546452
2014-08-29,0.001249,0.000100,0.001149,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.002848,0.001563,0.001249,1.217387,1.940350,1.638399,1.548384
2014-09-01,0.000000,0.000000,0.000000,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,0.000000,0.000000,0.000000,1.217387,1.940350,1.638399,1.548384
2014-09-02,-0.003863,0.000000,-0.003863,1.000000,0.200000,0.200000,0.200000,0.200000,0.200000,-0.000498,-0.001520,-0.003863,1.212684,1.939384,1.635910,1.542402
2014-09-03,0.002034,0.000100,0.001934,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000548,0.000110,0.002856,1.215030,1.938321,1.636089,1.546808
2014-09-04,-0.002245,0.000000,-0.002245,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.001446,-0.001379,-0.003342,1.212302,1.935517,1.633834,1.541638
2014-09-05,0.002946,0.000000,0.002946,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.004495,0.002478,0.003901,1.215874,1.944217,1.637882,1.547652
2014-09-08,-0.003043,0.000000,-0.003043,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.002586,-0.001954,-0.005222,1.212174,1.939191,1.634682,1.539570
2014-09-09,-0.003347,0.000000,-0.003347,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.006331,-0.004348,-0.003115,1.208117,1.926913,1.627574,1.534774
2014-09-10,-0.001527,0.000000,-0.001527,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.003763,0.001707,-0.002536,1.206272,1.934163,1.630353,1.530881
2014-09-11,-0.000927,0.000000,-0.000927,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.001150,0.000286,-0.002241,1.205153,1.936387,1.630820,1.527450
2014-09-12,-0.007986,0.000000,-0.007986,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.005841,-0.004313,-0.009811,1.195528,1.925077,1.623786,1.512464
2014-09-15,-0.001587,0.000000,-0.001587,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000753,-0.000526,-0.001147,1.193632,1.923626,1.622932,1.510729
2014-09-16,0.003467,0.000100,0.003367,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.007539,0.004523,0.004637,1.197650,1.938127,1.630273,1.517735
2014-09-17,-0.001426,0.000100,-0.001526,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,0.001347,0.000366,-0.003597,1.195823,1.940738,1.630870,1.512275
2014-09-18,-0.000668,0.000100,-0.000768,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.005330,0.003235,0.001293,1.194904,1.951081,1.636145,1.514231
2014-09-19,-0.000298,0.000100,-0.000398,0.800000,0.200000,0.200000,0.200000,0.200000,0.000000,-0.000901,0.000123,-0.001470,1.194428,1.949323,1.636347,1.512004
2014-09-22,-0.002844,0.000100,-0.002944,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.007723,-0.004082,-0.004133,1.190912,1.934269,1.629668,1.505756
2014-09-23,-0.002412,0.000000,-0.002412,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.005725,-0.003067,-0.002803,1.188040,1.923196,1.624669,1.501535
2014-09-24,0.000903,0.000000,0.000903,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.007828,0.004440,0.000981,1.189112,1.938252,1.631883,1.503007
2014-09-25,-0.003734,0.000000,-0.003734,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.016136,-0.008910,-0.006087,1.184672,1.906976,1.617343,1.493859
2014-09-26,0.004262,0.000000,0.004262,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.007946,0.004731,0.004537,1.189721,1.922128,1.624994,1.500637
2014-09-29,-0.000420,0.000000,-0.000420,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001819,-0.000651,-0.002324,1.189221,1.918632,1.623936,1.497149
2014-09-30,-0.001652,0.000000,-0.001652,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.002632,-0.001836,-0.003209,1.187256,1.913581,1.620954,1.492344
2014-10-01,-0.001425,0.000000,-0.001425,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.013552,-0.005895,-0.002832,1.185564,1.887649,1.611399,1.488118
2014-10-02,-0.000632,0.000000,-0.000632,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000154,-0.000565,-0.002829,1.184815,1.887940,1.610489,1.483908
2014-10-03,0.003364,0.000000,0.003364,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.011009,0.006423,-0.000285,1.188801,1.908724,1.620832,1.483485
2014-10-06,0.000475,0.000000,0.000475,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001170,-0.000336,0.004229,1.189366,1.906491,1.620288,1.489759
2014-10-07,-0.003893,0.000000,-0.003893,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.015436,-0.007726,-0.006717,1.184735,1.877062,1.607769,1.479752
2014-10-08,0.008404,0.000000,0.008404,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.017489,0.011623,0.013473,1.194692,1.909891,1.626456,1.499688
2014-10-09,-0.004366,0.000000,-0.004366,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.019833,-0.012699,-0.009443,1.189476,1.872011,1.605802,1.485527
2014-10-10,-0.001947,0.000000,-0.001947,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.011414,-0.006557,-0.005033,1.187160,1.850644,1.595272,1.478050
2014-10-13,-0.002513,0.000000,-0.002513,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.016427,-0.008693,-0.001196,1.184177,1.820243,1.581405,1.476282
2014-10-14,0.003689,0.000100,0.003589,0.400000,0.000000,0.000000,0.200000,0.200000,0.000000,0.001547,0.001835,0.004614,1.188426,1.823059,1.584306,1.483093
2014-10-15,-0.000414,0.000000,-0.000414,0.400000,0.000000,0.000000,0.200000,0.200000,0.000000,-0.006766,-0.003336,-0.002284,1.187934,1.810724,1.579021,1.479706
2014-10-16,0.000160,0.000000,0.000160,0.400000,0.000000,0.000000,0.200000,0.200000,0.000000,-0.000859,-0.000840,-0.001489,1.188124,1.809170,1.577695,1.477503
2014-10-17,-0.000030,0.000000,-0.000030,0.400000,0.000000,0.000000,0.200000,0.200000,0.000000,0.011811,0.006545,0.005676,1.188089,1.830539,1.588020,1.485889
2014-10-20,0.003289,0.000000,0.003289,0.400000,0.000000,0.000000,0.200000,0.200000,0.000000,0.009709,0.006296,0.007845,1.191996,1.848312,1.598018,1.497546
2014-10-21,0.005602,0.000100,0.005502,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.019811,0.011525,0.008362,1.198554,1.884929,1.616436,1.510069
2014-10-22,-0.001478,0.000000,-0.001478,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.007111,-0.004484,-0.004069,1.196782,1.871526,1.609189,1.503924
2014-10-23,0.003396,0.000000,0.003396,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.011625,0.006034,0.003947,1.200847,1.893282,1.618898,1.509860
2014-10-24,0.001456,0.000000,0.001456,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.007695,0.004762,0.002268,1.202595,1.907851,1.626607,1.513284
2014-10-27,0.001277,0.000000,0.001277,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001374,-0.000679,-0.000338,1.204131,1.905229,1.625502,1.512773
2014-10-28,0.002862,0.000000,0.002862,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.011470,0.006266,0.005968,1.207578,1.927082,1.635687,1.521801
2014-10-29,-0.001867,0.000000,-0.001867,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001512,-0.001779,-0.006257,1.205323,1.924168,1.632777,1.512279
2014-10-30,0.002874,0.000000,0.002874,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.006411,0.004502,0.002222,1.208787,1.936503,1.640127,1.515639
2014-10-31,0.004800,0.000000,0.004800,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.011435,0.006861,0.004102,1.214589,1.958647,1.651380,1.521855
2014-11-03,0.001478,0.000000,0.001478,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000546,-0.000430,-0.001148,1.216383,1.959716,1.650671,1.520108
2014-11-04,-0.000349,0.000000,-0.000349,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.003470,-0.002045,-0.001360,1.215958,1.952917,1.647295,1.518041
2014-11-05,0.000910,0.000000,0.000910,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.006316,0.003936,-0.003040,1.217065,1.965252,1.653778,1.513426
2014-11-06,-0.001078,0.000000,-0.001078,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.004003,0.001709,-0.001990,1.215754,1.973119,1.656605,1.510414
2014-11-07,0.000610,0.000000,0.000610,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000935,0.001912,0.006330,1.216495,1.974965,1.659773,1.519974
2014-11-10,0.001803,0.000000,0.001803,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.003147,0.000942,-0.001750,1.218688,1.981181,1.661336,1.517315
2014-11-11,-0.000492,0.000000,-0.000492,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000981,0.000771,0.003573,1.218089,1.983123,1.662616,1.522736
2014-11-12,-0.001711,0.000000,-0.001711,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001078,-0.000610,-0.004375,1.216005,1.980986,1.661602,1.516073
2014-11-13,0.001410,0.000000,0.001410,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.001128,0.000859,0.002668,1.217719,1.983221,1.663029,1.520118
2014-11-14,-0.001412,0.000000,-0.001412,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000245,0.000512,0.003887,1.216000,1.983707,1.663880,1.526026
2014-11-17,0.000783,0.000000,0.000783,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000636,-0.000092,-0.000740,1.216951,1.984968,1.663728,1.524897
2014-11-18,0.002200,0.000000,0.002200,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.005774,0.003829,0.006140,1.219629,1.996429,1.670098,1.534260
2014-11-19,-0.002589,0.000000,-0.002589,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001605,-0.001910,-0.005566,1.216471,1.993225,1.666908,1.525721
2014-11-20,0.001379,0.000000,0.001379,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.001754,0.001782,0.002260,1.218149,1.996721,1.669879,1.529169
2014-11-21,0.002552,0.000000,0.002552,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.005350,0.003684,0.005215,1.221258,2.007404,1.676031,1.537143
2014-11-24,0.001341,0.000000,0.001341,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.002807,0.001830,0.002016,1.222896,2.013039,1.679098,1.540243
2014-11-25,0.000644,0.000000,0.000644,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.000724,0.000439,0.001456,1.223684,2.011581,1.679834,1.542486
2014-11-26,0.002610,0.000000,0.002610,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.002559,0.001862,0.003007,1.226878,2.016730,1.682963,1.547123
2014-11-27,0.000000,0.000000,0.000000,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,1.226878,2.016730,1.682963,1.547123
2014-11-28,0.000691,0.000000,0.000691,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.002119,-0.000038,-0.006219,1.227725,2.012455,1.682898,1.537502
2014-12-01,-0.002336,0.000000,-0.002336,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.006950,-0.005069,0.005451,1.224857,1.998469,1.674368,1.545883
2014-12-02,0.002137,0.000000,0.002137,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.006464,0.003079,0.000230,1.227475,2.011387,1.679523,1.546239
2014-12-03,0.000393,0.000000,0.000393,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.003863,0.001954,0.002210,1.227957,2.019158,1.682804,1.549656
2014-12-04,0.000900,0.000000,0.000900,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.001106,0.000539,-0.000530,1.229062,2.016924,1.683711,1.548835
2014-12-05,-0.001539,0.000000,-0.001539,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.001637,-0.000725,-0.003602,1.227171,2.020226,1.682490,1.543256
2014-12-08,0.000422,0.000000,0.000422,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.006683,-0.003025,0.001030,1.227688,2.006725,1.677401,1.544845
2014-12-09,0.001086,0.000000,0.001086,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.000678,0.000212,0.004177,1.229022,2.005366,1.677758,1.551298
2014-12-10,-0.003057,0.000000,-0.003057,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.016031,-0.008928,-0.005984,1.225264,1.973217,1.662778,1.542015
2014-12-11,0.001310,0.000000,0.001310,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,0.005070,0.002897,0.000595,1.226869,1.983221,1.667594,1.542933
2014-12-12,-0.004339,0.000000,-0.004339,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.016161,-0.008427,-0.008674,1.221546,1.951169,1.653542,1.529549
2014-12-15,-0.004515,0.000000,-0.004515,0.600000,0.200000,0.000000,0.200000,0.200000,0.000000,-0.006870,-0.005207,-0.012972,1.216031,1.937765,1.644932,1.509708
